ChemicalID_30,Chemical,Gene,Source
9,Cadmium,SDC1,CTD
9,Cadmium,SDHB,CTD
9,Cadmium,SEC24D,CTD
9,Cadmium,SELENBP1,CTD
9,Cadmium,SELENOP,CTD
9,Cadmium,SELP,CTD
9,Cadmium,SERINC1,CTD
9,Cadmium,SERPINA1,CTD
9,Cadmium,SERPINA3,CTD
9,Cadmium,SERPINA4,CTD
9,Cadmium,SERPINA5,CTD
9,Cadmium,SERPINB2,CTD
9,Cadmium,SERPIND1,CTD
9,Cadmium,SERPING1,CTD
9,Cadmium,SFT2D2,CTD
9,Cadmium,SHH,CTD
9,Cadmium,SIDT2,CTD
9,Cadmium,SIRT1,CTD
9,Cadmium,SKIC3,CTD
9,Cadmium,SLC11A2,CTD
9,Cadmium,SLC16A1,CTD
9,Cadmium,SLC17A5,CTD
9,Cadmium,SLC1A5,CTD
9,Cadmium,SLC22A4,CTD
9,Cadmium,SLC2A1,CTD
9,Cadmium,SLC2A2,CTD
9,Cadmium,SLC30A1,CTD
9,Cadmium,SLC35F6,CTD
9,Cadmium,SLC39A14,CTD
9,Cadmium,SLC39A8,CTD
9,Cadmium,SLC44A1,CTD
9,Cadmium,SLC44A2,CTD
9,Cadmium,SLC47A1,CTD
9,Cadmium,SLC47A2,CTD
9,Cadmium,SLC5A1,CTD
9,Cadmium,SLC6A4,CTD
9,Cadmium,SLC7A1,CTD
9,Cadmium,SLC8A1,CTD
9,Cadmium,SLC9A7,CTD
9,Cadmium,SMAD2,CTD
9,Cadmium,SMAD3,CTD
9,Cadmium,SMAD4,CTD
9,Cadmium,SNAI1,CTD
9,Cadmium,SNCA,CTD
9,Cadmium,SNRNP70,CTD
9,Cadmium,SOD1,CTD
9,Cadmium,SOD2,CTD
9,Cadmium,SORBS2,CTD
9,Cadmium,SP1,CTD
9,Cadmium,SP7,CTD
9,Cadmium,SPP1,CTD
9,Cadmium,SPRYD7,CTD
9,Cadmium,SQSTM1,CTD
9,Cadmium,SRC,CTD
9,Cadmium,SRRM2,CTD
9,Cadmium,ST6GALNAC4,CTD
9,Cadmium,STAT1,CTD
9,Cadmium,STAT3,CTD
9,Cadmium,STAT5,CTD
9,Cadmium,STAT6,CTD
9,Cadmium,STRAP,CTD
9,Cadmium,SVIL,CTD
9,Cadmium,SYNCRIP,CTD
9,Cadmium,TCF4,CTD
9,Cadmium,TCF7,CTD
9,Cadmium,TCP1,CTD
9,Cadmium,TEAD1,CTD
9,Cadmium,TECR,CTD
9,Cadmium,TENM3,CTD
9,Cadmium,TF,CTD
9,Cadmium,TFRC,CTD
9,Cadmium,TGFA,CTD
9,Cadmium,TGFB1,CTD
9,Cadmium,TGFB3,CTD
9,Cadmium,TGIF1,CTD
9,Cadmium,THEM4,CTD
9,Cadmium,THY1,CTD
9,Cadmium,TLR4,CTD
9,Cadmium,TM4SF1,CTD
9,Cadmium,TM9SF2,CTD
9,Cadmium,TM9SF3,CTD
9,Cadmium,TMED1,CTD
9,Cadmium,TMEM184C,CTD
9,Cadmium,TMEM214,CTD
9,Cadmium,TMEM44,CTD
9,Cadmium,TMEM87A,CTD
9,Cadmium,TNF,CTD
9,Cadmium,TNFAIP3,CTD
9,Cadmium,TP53,CTD
9,Cadmium,TPP1,CTD
9,Cadmium,TPP2,CTD
9,Cadmium,TRIM25,CTD
9,Cadmium,TRIP6,CTD
9,Cadmium,TRPM7,CTD
9,Cadmium,TRPV6,CTD
9,Cadmium,TSPAN4,CTD
9,Cadmium,TSPAN9,CTD
9,Cadmium,TTR,CTD
9,Cadmium,TTYH3,CTD
9,Cadmium,TUBA1A,CTD
9,Cadmium,TUBB3,CTD
9,Cadmium,TUBB6,CTD
9,Cadmium,TXNIP,CTD
9,Cadmium,TXNRD1,CTD
9,Cadmium,UBAP2L,CTD
9,Cadmium,UBC,CTD
9,Cadmium,UBE2L3,CTD
9,Cadmium,UBE2R2,CTD
9,Cadmium,UBR4,CTD
9,Cadmium,UCHL1,CTD
9,Cadmium,UGP2,CTD
9,Cadmium,UHRF1,CTD
9,Cadmium,USP5,CTD
9,Cadmium,UTY,CTD
9,Cadmium,VAC14,CTD
9,Cadmium,VCP,CTD
9,Cadmium,VDR,CTD
9,Cadmium,VEGFA,CTD
9,Cadmium,VHL,CTD
9,Cadmium,VIM,CTD
9,Cadmium,VMP1,CTD
9,Cadmium,VPS50,CTD
9,Cadmium,VTN,CTD
9,Cadmium,WDR5,CTD
9,Cadmium,WNT3A,CTD
9,Cadmium,WNT5A,CTD
9,Cadmium,XAF1,CTD
9,Cadmium,XIAP,CTD
9,Cadmium,XPA,CTD
9,Cadmium,YES1,CTD
9,Cadmium,YWHAB,CTD
9,Cadmium,YWHAZ,CTD
9,Cadmium,ZC3H11D,CTD
9,Cadmium,ZDHHC18,CTD
9,Cadmium,ZDHHC5,CTD
9,Cadmium,ZEB1,CTD
9,Cadmium,ZFYVE28,CTD
9,Cadmium,ZNF207,CTD
9,Cadmium,ZNF670,CTD
9,Cadmium,ZNF808,CTD
10,Naphthalene,ABCB1,CTD
10,Naphthalene,AHR,CTD
10,Naphthalene,AHRR,CTD
10,Naphthalene,AR,CTD
10,Naphthalene,ASCL1,CTD
10,Naphthalene,CASP9,CTD
10,Naphthalene,COMT,CTD
10,Naphthalene,CYP1A1,CTD
10,Naphthalene,CYP1A2,CTD
10,Naphthalene,CYP1B1,CTD
10,Naphthalene,CYP2A13,CTD
10,Naphthalene,CYP2A6,CTD
10,Naphthalene,CYP2F1,CTD
10,Naphthalene,CYP2F2,CTD
10,Naphthalene,CYP2S1,CTD
10,Naphthalene,ESR1,CTD
10,Naphthalene,GCGR,CTD
10,Naphthalene,MC1R,CTD
10,Naphthalene,MC3R,CTD
10,Naphthalene,MC4R,CTD
10,Naphthalene,MC5R,CTD
10,Naphthalene,NOS3,CTD
10,Naphthalene,SCGB1A1,CTD
10,Naphthalene,SYP,CTD
10,Naphthalene,TP53,CTD
11,Styrene,ALAD,CTD
11,Styrene,ALB,CTD
11,Styrene,CAT,CTD
11,Styrene,CCL3,CTD
11,Styrene,CYP2E1,CTD
11,Styrene,GSTM1,CTD
11,Styrene,GSTP1,CTD
11,Styrene,GSTT1,CTD
11,Styrene,HPRT1,CTD
11,Styrene,PTGS2,CTD
11,Styrene,TNF,CTD
12,Acrolein,AAAS,CTD
12,Acrolein,ABCA5,CTD
12,Acrolein,ABCC3,CTD
12,Acrolein,ABCE1,CTD
12,Acrolein,ABHD12,CTD
12,Acrolein,ABHD16A,CTD
12,Acrolein,ABI1,CTD
12,Acrolein,ABLIM1,CTD
12,Acrolein,ACACA,CTD
12,Acrolein,ACAD11,CTD
12,Acrolein,ACLY,CTD
12,Acrolein,ACSL1,CTD
12,Acrolein,ACSS2,CTD
12,Acrolein,ACTB,CTD
12,Acrolein,ACTR3,CTD
12,Acrolein,ACTR8,CTD
12,Acrolein,ADAM15,CTD
12,Acrolein,ADAM17,CTD
12,Acrolein,ADAR,CTD
12,Acrolein,ADCY3,CTD
12,Acrolein,ADD1,CTD
12,Acrolein,ADGRG1,CTD
12,Acrolein,ADNP,CTD
12,Acrolein,ADPGK,CTD
12,Acrolein,AEN,CTD
12,Acrolein,AFDN,CTD
12,Acrolein,AFF1,CTD
12,Acrolein,AFF4,CTD
12,Acrolein,AGBL5,CTD
12,Acrolein,AGRN,CTD
12,Acrolein,AIFM1,CTD
12,Acrolein,AIRIM,CTD
12,Acrolein,AK3,CTD
12,Acrolein,AKAP1,CTD
12,Acrolein,AKAP13,CTD
12,Acrolein,AKR1A1,CTD
12,Acrolein,AKR1B1,CTD
12,Acrolein,AKR1B10,CTD
12,Acrolein,AKR1C3,CTD
12,Acrolein,AKR7A2,CTD
12,Acrolein,AKT1,CTD
12,Acrolein,ALB,CTD
12,Acrolein,ALDH16A1,CTD
12,Acrolein,ALDH1A1,CTD
12,Acrolein,ALDH1A3,CTD
12,Acrolein,ALDH1L1,CTD
12,Acrolein,ALDH2,CTD
12,Acrolein,ALDH3A2,CTD
12,Acrolein,ALDH7A1,CTD
12,Acrolein,ALKBH8,CTD
12,Acrolein,AMDHD2,CTD
12,Acrolein,AMFR,CTD
12,Acrolein,AMMECR1L,CTD
12,Acrolein,AMZ2,CTD
12,Acrolein,ANGPTL4,CTD
12,Acrolein,ANKFY1,CTD
12,Acrolein,ANKHD1,CTD
12,Acrolein,ANKRD11,CTD
12,Acrolein,AP1AR,CTD
12,Acrolein,AP1B1,CTD
12,Acrolein,AP1G1,CTD
12,Acrolein,AP1G2,CTD
12,Acrolein,AP1S1,CTD
12,Acrolein,AP2A1,CTD
12,Acrolein,AP2A2,CTD
12,Acrolein,AP2B1,CTD
12,Acrolein,AP2M1,CTD
12,Acrolein,AP3D1,CTD
12,Acrolein,API5,CTD
12,Acrolein,APLP2,CTD
12,Acrolein,APOA1,CTD
12,Acrolein,APOE,CTD
12,Acrolein,APP,CTD
12,Acrolein,APTX,CTD
12,Acrolein,AR,CTD
12,Acrolein,ARAP1,CTD
12,Acrolein,ARCN1,CTD
12,Acrolein,ARFGAP2,CTD
12,Acrolein,ARFGAP3,CTD
12,Acrolein,ARFGEF1,CTD
12,Acrolein,ARHGAP19,CTD
12,Acrolein,ARHGAP21,CTD
12,Acrolein,ARHGAP26,CTD
12,Acrolein,ARHGDIB,CTD
12,Acrolein,ARHGEF16,CTD
12,Acrolein,ARID1B,CTD
12,Acrolein,ARL8B,CTD
12,Acrolein,ARPC1B,CTD
12,Acrolein,ARPIN-AP3S2,CTD
12,Acrolein,ARRB2,CTD
12,Acrolein,ARVCF,CTD
12,Acrolein,ASNSD1,CTD
12,Acrolein,ATF2,CTD
12,Acrolein,ATF3,CTD
12,Acrolein,ATF7IP,CTD
12,Acrolein,ATG12,CTD
12,Acrolein,ATG14,CTD
12,Acrolein,ATG16L1,CTD
12,Acrolein,ATG4B,CTD
12,Acrolein,ATG5,CTD
12,Acrolein,ATG7,CTD
12,Acrolein,ATM,CTD
12,Acrolein,ATP13A2,CTD
12,Acrolein,ATP2B4,CTD
12,Acrolein,ATP2C1,CTD
12,Acrolein,ATP6AP2,CTD
12,Acrolein,ATP6V0A1,CTD
12,Acrolein,ATP6V0D1,CTD
12,Acrolein,ATP6V1D,CTD
12,Acrolein,ATR,CTD
12,Acrolein,AZIN1,CTD
12,Acrolein,B4GALT7,CTD
12,Acrolein,BACH1,CTD
12,Acrolein,BAD,CTD
12,Acrolein,BAIAP2,CTD
12,Acrolein,BAX,CTD
12,Acrolein,BCAR3,CTD
12,Acrolein,BCKDHA,CTD
12,Acrolein,BCLAF1,CTD
12,Acrolein,BCOR,CTD
12,Acrolein,BIRC2,CTD
12,Acrolein,BIRC3,CTD
12,Acrolein,BLOC1S5,CTD
12,Acrolein,BLOC1S5-TXNDC5,CTD
12,Acrolein,BLTP1,CTD
12,Acrolein,BRD2,CTD
12,Acrolein,BRD8,CTD
12,Acrolein,BROX,CTD
12,Acrolein,BSG,CTD
12,Acrolein,BTBD7,CTD
12,Acrolein,BTBD8,CTD
12,Acrolein,BUB1,CTD
12,Acrolein,BUD31,CTD
12,Acrolein,BZW1,CTD
12,Acrolein,BZW2,CTD
12,Acrolein,C11ORF58,CTD
12,Acrolein,C1QBP,CTD
12,Acrolein,C1S,CTD
12,Acrolein,C4A,CTD
12,Acrolein,C4B,CTD
12,Acrolein,CALCOCO2,CTD
12,Acrolein,CALD1,CTD
12,Acrolein,CALM1,CTD
12,Acrolein,CALR,CTD
12,Acrolein,CAMKK1,CTD
12,Acrolein,CANX,CTD
12,Acrolein,CAP1,CTD
12,Acrolein,CAPG,CTD
12,Acrolein,CAPN1,CTD
12,Acrolein,CAPN10,CTD
12,Acrolein,CAPRIN1,CTD
12,Acrolein,CAPZA1,CTD
12,Acrolein,CASP1,CTD
12,Acrolein,CASP3,CTD
12,Acrolein,CASP6,CTD
12,Acrolein,CASP7,CTD
12,Acrolein,CASP8,CTD
12,Acrolein,CASP9,CTD
12,Acrolein,CAST,CTD
12,Acrolein,CC2D2A,CTD
12,Acrolein,CCDC12,CTD
12,Acrolein,CCDC68,CTD
12,Acrolein,CCDC86,CTD
12,Acrolein,CCDC88A,CTD
12,Acrolein,CCNB1,CTD
12,Acrolein,CCNB1IP1,CTD
12,Acrolein,CCNG1,CTD
12,Acrolein,CCNI,CTD
12,Acrolein,CCNJL,CTD
12,Acrolein,CCNY,CTD
12,Acrolein,CCNYL1,CTD
12,Acrolein,CCT6A,CTD
12,Acrolein,CCZ1B,CTD
12,Acrolein,CD63,CTD
12,Acrolein,CD83,CTD
12,Acrolein,CD9,CTD
12,Acrolein,CDC34,CTD
12,Acrolein,CDC42EP4,CTD
12,Acrolein,CDC45,CTD
12,Acrolein,CDCA7,CTD
12,Acrolein,CDCA7L,CTD
12,Acrolein,CDH1,CTD
12,Acrolein,CDH24,CTD
12,Acrolein,CDK5RAP1,CTD
12,Acrolein,CDK5RAP2,CTD
12,Acrolein,CDK5RAP3,CTD
12,Acrolein,CDKAL1,CTD
12,Acrolein,CDKN1A,CTD
12,Acrolein,CENPF,CTD
12,Acrolein,CENPT,CTD
12,Acrolein,CENPV,CTD
12,Acrolein,CEP128,CTD
12,Acrolein,CEP152,CTD
12,Acrolein,CEP350,CTD
12,Acrolein,CEP78,CTD
12,Acrolein,CEP85,CTD
12,Acrolein,CES2,CTD
12,Acrolein,CFL1,CTD
12,Acrolein,CHCHD3,CTD
12,Acrolein,CHCHD6,CTD
12,Acrolein,CHCHD7,CTD
12,Acrolein,CHD2,CTD
12,Acrolein,CHD3,CTD
12,Acrolein,CHD4,CTD
12,Acrolein,CHD7,CTD
12,Acrolein,CHD8,CTD
12,Acrolein,CHMP7,CTD
12,Acrolein,CHN1,CTD
12,Acrolein,CIAO3,CTD
12,Acrolein,CIZ1,CTD
12,Acrolein,CKAP5,CTD
12,Acrolein,CLASP1,CTD
12,Acrolein,CLASRP,CTD
12,Acrolein,CLCN3,CTD
12,Acrolein,CLCN7,CTD
12,Acrolein,CLDN1,CTD
12,Acrolein,CLDN5,CTD
12,Acrolein,CLDND1,CTD
12,Acrolein,CLIP1,CTD
12,Acrolein,CLIP4,CTD
12,Acrolein,CLK1,CTD
12,Acrolein,CLK4,CTD
12,Acrolein,CLMP,CTD
12,Acrolein,CLN3,CTD
12,Acrolein,CLPB,CTD
12,Acrolein,CLPP,CTD
12,Acrolein,CLPTM1,CTD
12,Acrolein,CNOT8,CTD
12,Acrolein,CNP,CTD
12,Acrolein,CNTNAP1,CTD
12,Acrolein,COG2,CTD
12,Acrolein,COG4,CTD
12,Acrolein,COL12A1,CTD
12,Acrolein,COL17A1,CTD
12,Acrolein,COL4A6,CTD
12,Acrolein,COPA,CTD
12,Acrolein,COPG2,CTD
12,Acrolein,COPS4,CTD
12,Acrolein,COPZ1,CTD
12,Acrolein,COX7B,CTD
12,Acrolein,CPEB4,CTD
12,Acrolein,CPS1,CTD
12,Acrolein,CRACD,CTD
12,Acrolein,CREB1,CTD
12,Acrolein,CRLS1,CTD
12,Acrolein,CS,CTD
12,Acrolein,CSNK2A1,CTD
12,Acrolein,CSRNP1,CTD
12,Acrolein,CSTF1,CTD
12,Acrolein,CSTPP1,CTD
12,Acrolein,CTBP1,CTD
12,Acrolein,CTDSP1,CTD
12,Acrolein,CTDSP2,CTD
12,Acrolein,CTNNA1,CTD
12,Acrolein,CTNNAL1,CTD
12,Acrolein,CTNNB1,CTD
12,Acrolein,CTNND1,CTD
12,Acrolein,CTPS1,CTD
12,Acrolein,CTSB,CTD
12,Acrolein,CTSD,CTD
12,Acrolein,CUL1,CTD
12,Acrolein,CUL3,CTD
12,Acrolein,CUX1,CTD
12,Acrolein,CXCL8,CTD
12,Acrolein,CXXC1,CTD
12,Acrolein,CYB5D1,CTD
12,Acrolein,CYCS,CTD
12,Acrolein,CYP1A1,CTD
12,Acrolein,CYP2C19,CTD
12,Acrolein,CYP3A4,CTD
12,Acrolein,CYP4B1,CTD
12,Acrolein,CYTH1,CTD
12,Acrolein,DARS,CTD
12,Acrolein,DARS1,CTD
12,Acrolein,DAXX,CTD
12,Acrolein,DBF4,CTD
12,Acrolein,DCAF12,CTD
12,Acrolein,DCK,CTD
12,Acrolein,DCTD,CTD
12,Acrolein,DCTN1,CTD
12,Acrolein,DCTN2,CTD
12,Acrolein,DCUN1D5,CTD
12,Acrolein,DDX17,CTD
12,Acrolein,DDX23,CTD
12,Acrolein,DDX3X,CTD
12,Acrolein,DDX3Y,CTD
12,Acrolein,DDX41,CTD
12,Acrolein,DDX42,CTD
12,Acrolein,DDX46,CTD
12,Acrolein,DDX5,CTD
12,Acrolein,DDX55,CTD
12,Acrolein,DDX56,CTD
12,Acrolein,DENND3,CTD
12,Acrolein,DGCR8,CTD
12,Acrolein,DGKA,CTD
12,Acrolein,DGLUCY,CTD
12,Acrolein,DHCR24,CTD
12,Acrolein,DHX30,CTD
12,Acrolein,DHX37,CTD
12,Acrolein,DHX9,CTD
12,Acrolein,DKK3,CTD
12,Acrolein,DLC1,CTD
12,Acrolein,DMRTA2,CTD
12,Acrolein,DNAJA3,CTD
12,Acrolein,DNAJB1,CTD
12,Acrolein,DNAJB4,CTD
12,Acrolein,DNAJB6,CTD
12,Acrolein,DNAJC13,CTD
12,Acrolein,DNAJC9-AS1,CTD
12,Acrolein,DNM2,CTD
12,Acrolein,DNMT1,CTD
12,Acrolein,DNPEP,CTD
12,Acrolein,DOCK4,CTD
12,Acrolein,DOCK9,CTD
12,Acrolein,DONSON,CTD
12,Acrolein,DPH2,CTD
12,Acrolein,DROSHA,CTD
12,Acrolein,DTNB,CTD
12,Acrolein,DUS2,CTD
12,Acrolein,DVL2,CTD
12,Acrolein,DYNC1H1,CTD
12,Acrolein,DYNC1I2,CTD
12,Acrolein,DYNC1LI1,CTD
12,Acrolein,DYNC1LI2,CTD
12,Acrolein,E2F3,CTD
12,Acrolein,E2F6,CTD
12,Acrolein,E2F7,CTD
12,Acrolein,EARS2,CTD
12,Acrolein,ECHDC1,CTD
12,Acrolein,EDN1,CTD
12,Acrolein,EDNRA,CTD
12,Acrolein,EEF1B2,CTD
12,Acrolein,EEF1D,CTD
12,Acrolein,EFEMP1,CTD
12,Acrolein,EFL1,CTD
12,Acrolein,EFTUD2,CTD
12,Acrolein,EGFR,CTD
12,Acrolein,EHBP1,CTD
12,Acrolein,EHD1,CTD
12,Acrolein,EHHADH,CTD
12,Acrolein,EHMT1,CTD
12,Acrolein,EI24,CTD
12,Acrolein,EIF2B5,CTD
12,Acrolein,EIF2D,CTD
12,Acrolein,EIF2S1,CTD
12,Acrolein,EIF3C,CTD
12,Acrolein,EIF4A1,CTD
12,Acrolein,EIF4A2,CTD
12,Acrolein,EIF4EBP1,CTD
12,Acrolein,EIF4G1,CTD
12,Acrolein,EIF4G2,CTD
12,Acrolein,EIF5B,CTD
12,Acrolein,EIPR1,CTD
12,Acrolein,ELAC2,CTD
12,Acrolein,ELF2,CTD
12,Acrolein,ELP3,CTD
12,Acrolein,ELP5,CTD
12,Acrolein,EPPK1,CTD
12,Acrolein,EPS15L1,CTD
12,Acrolein,EPS8,CTD
12,Acrolein,EPS8L1,CTD
12,Acrolein,EPS8L2,CTD
12,Acrolein,ERBB2,CTD
12,Acrolein,ERCC1,CTD
12,Acrolein,ERCC6,CTD
12,Acrolein,ERLEC1,CTD
12,Acrolein,ESYT2,CTD
12,Acrolein,EVPL,CTD
12,Acrolein,EXD2,CTD
12,Acrolein,EXO1,CTD
12,Acrolein,EXOC3,CTD
12,Acrolein,EXOC4,CTD
12,Acrolein,EXOSC5,CTD
12,Acrolein,EZR,CTD
12,Acrolein,FAH,CTD
12,Acrolein,FAM133B,CTD
12,Acrolein,FAM216A,CTD
12,Acrolein,FANCD2,CTD
12,Acrolein,FARSA,CTD
12,Acrolein,FAS,CTD
12,Acrolein,FASLG,CTD
12,Acrolein,FAT1,CTD
12,Acrolein,FBN2,CTD
12,Acrolein,FBXL19,CTD
12,Acrolein,FBXL6,CTD
12,Acrolein,FBXO3,CTD
12,Acrolein,FBXO36,CTD
12,Acrolein,FDFT1,CTD
12,Acrolein,FERMT2,CTD
12,Acrolein,FGFRL1,CTD
12,Acrolein,FKRP,CTD
12,Acrolein,FKTN,CTD
12,Acrolein,FLAD1,CTD
12,Acrolein,FLII,CTD
12,Acrolein,FLOT2,CTD
12,Acrolein,FN3KRP,CTD
12,Acrolein,FNBP1L,CTD
12,Acrolein,FNIP1,CTD
12,Acrolein,FNTA,CTD
12,Acrolein,FOCAD,CTD
12,Acrolein,FOXO1,CTD
12,Acrolein,FPGS,CTD
12,Acrolein,FRMD6,CTD
12,Acrolein,FSBP,CTD
12,Acrolein,FTH1,CTD
12,Acrolein,FTO,CTD
12,Acrolein,FZD3,CTD
12,Acrolein,FZR1,CTD
12,Acrolein,GABPA,CTD
12,Acrolein,GALNT10,CTD
12,Acrolein,GANAB,CTD
12,Acrolein,GAPDH,CTD
12,Acrolein,GAPVD1,CTD
12,Acrolein,GARNL3,CTD
12,Acrolein,GATB,CTD
12,Acrolein,GATD3,CTD
12,Acrolein,GBE1,CTD
12,Acrolein,GCHFR,CTD
12,Acrolein,GCLM,CTD
12,Acrolein,GDE1,CTD
12,Acrolein,GDF6,CTD
12,Acrolein,GDI2,CTD
12,Acrolein,GET3,CTD
12,Acrolein,GFUS,CTD
12,Acrolein,GIGYF2,CTD
12,Acrolein,GLDC,CTD
12,Acrolein,GLE1,CTD
12,Acrolein,GLS,CTD
12,Acrolein,GLUL,CTD
12,Acrolein,GMPR2,CTD
12,Acrolein,GNA12,CTD
12,Acrolein,GNAI2,CTD
12,Acrolein,GNB1,CTD
12,Acrolein,GNB2,CTD
12,Acrolein,GNPAT,CTD
12,Acrolein,GOLGA4,CTD
12,Acrolein,GOLGA8A,CTD
12,Acrolein,GOLPH3,CTD
12,Acrolein,GOLT1B,CTD
12,Acrolein,GON4L,CTD
12,Acrolein,GORASP2,CTD
12,Acrolein,GOT2,CTD
12,Acrolein,GPBP1,CTD
12,Acrolein,GPR108,CTD
12,Acrolein,GPS1,CTD
12,Acrolein,GPX1,CTD
12,Acrolein,GPX4,CTD
12,Acrolein,GRAMD2B,CTD
12,Acrolein,GRK6,CTD
12,Acrolein,GRN,CTD
12,Acrolein,GSTP1,CTD
12,Acrolein,GTF2F1,CTD
12,Acrolein,GTPBP10,CTD
12,Acrolein,GTPBP2,CTD
12,Acrolein,GUCD1,CTD
12,Acrolein,GUK1,CTD
12,Acrolein,GUSB,CTD
12,Acrolein,GYS1,CTD
12,Acrolein,H3-3B,CTD
12,Acrolein,HACD3,CTD
12,Acrolein,HACL2,CTD
12,Acrolein,HADHA,CTD
12,Acrolein,HARS2,CTD
12,Acrolein,HAUS1,CTD
12,Acrolein,HBS1L,CTD
12,Acrolein,HDAC2,CTD
12,Acrolein,HDAC6,CTD
12,Acrolein,HDAC7,CTD
12,Acrolein,HEATR5A,CTD
12,Acrolein,HECTD2,CTD
12,Acrolein,HELLS,CTD
12,Acrolein,HGS,CTD
12,Acrolein,HIBADH,CTD
12,Acrolein,HIF1A,CTD
12,Acrolein,HIKESHI,CTD
12,Acrolein,HIP1R,CTD
12,Acrolein,HLA-C,CTD
12,Acrolein,HMGB1,CTD
12,Acrolein,HMGN1,CTD
12,Acrolein,HMOX1,CTD
12,Acrolein,HNRNPA1,CTD
12,Acrolein,HNRNPAB,CTD
12,Acrolein,HNRNPC,CTD
12,Acrolein,HNRNPH1,CTD
12,Acrolein,HNRNPUL1,CTD
12,Acrolein,HPSE,CTD
12,Acrolein,HRAS,CTD
12,Acrolein,HSD17B4,CTD
12,Acrolein,HSF1,CTD
12,Acrolein,HSPBP1,CTD
12,Acrolein,HYOU1,CTD
12,Acrolein,IER2,CTD
12,Acrolein,IFITM2,CTD
12,Acrolein,IFNGR1,CTD
12,Acrolein,IFNGR2,CTD
12,Acrolein,IFRD2,CTD
12,Acrolein,IFT122,CTD
12,Acrolein,IGF2R,CTD
12,Acrolein,IKBKB,CTD
12,Acrolein,IKBKG,CTD
12,Acrolein,IL18,CTD
12,Acrolein,IL1B,CTD
12,Acrolein,IL2,CTD
12,Acrolein,IL20RB,CTD
12,Acrolein,IL6,CTD
12,Acrolein,ILF3,CTD
12,Acrolein,ING5,CTD
12,Acrolein,INPP5B,CTD
12,Acrolein,INTS10,CTD
12,Acrolein,INTS11,CTD
12,Acrolein,INTS13,CTD
12,Acrolein,INTS14,CTD
12,Acrolein,INTS4,CTD
12,Acrolein,IPO5,CTD
12,Acrolein,IPO8,CTD
12,Acrolein,IREB2,CTD
12,Acrolein,IRX4,CTD
12,Acrolein,IST1,CTD
12,Acrolein,ITGA6,CTD
12,Acrolein,ITGAV,CTD
12,Acrolein,ITGB2,CTD
12,Acrolein,ITGB4,CTD
12,Acrolein,ITGB5,CTD
12,Acrolein,JMJD6,CTD
12,Acrolein,JRK,CTD
12,Acrolein,JUN,CTD
12,Acrolein,KAT5,CTD
12,Acrolein,KAT6A,CTD
12,Acrolein,KCNA5,CTD
12,Acrolein,KCTD10,CTD
12,Acrolein,KCTD17,CTD
12,Acrolein,KCTD5,CTD
12,Acrolein,KCTD9,CTD
12,Acrolein,KDELR1,CTD
12,Acrolein,KDM3A,CTD
12,Acrolein,KDM4C,CTD
12,Acrolein,KDM5D,CTD
12,Acrolein,KEAP1,CTD
12,Acrolein,KHDC4,CTD
12,Acrolein,KHNYN,CTD
12,Acrolein,KIAA0753,CTD
12,Acrolein,KIAA0930,CTD
12,Acrolein,KIAA1191,CTD
12,Acrolein,KIAA2013,CTD
12,Acrolein,KIDINS220,CTD
12,Acrolein,KIF13A,CTD
12,Acrolein,KIF18B,CTD
12,Acrolein,KIF2A,CTD
12,Acrolein,KIFBP,CTD
12,Acrolein,KIZ,CTD
12,Acrolein,KLC1,CTD
12,Acrolein,KLF16,CTD
12,Acrolein,KLHDC4,CTD
12,Acrolein,KLHL21,CTD
12,Acrolein,KMT5B,CTD
12,Acrolein,KNSTRN,CTD
12,Acrolein,KPNB1,CTD
12,Acrolein,KRT18,CTD
12,Acrolein,KRT5,CTD
12,Acrolein,KRT7,CTD
12,Acrolein,KRT8,CTD
12,Acrolein,KXD1,CTD
12,Acrolein,LAD1,CTD
12,Acrolein,LAMA3,CTD
12,Acrolein,LAMB3,CTD
12,Acrolein,LCMT1,CTD
12,Acrolein,LEPR,CTD
12,Acrolein,LGALS3BP,CTD
12,Acrolein,LGALSL,CTD
12,Acrolein,LGMN,CTD
12,Acrolein,LGR4,CTD
12,Acrolein,LIG1,CTD
12,Acrolein,LIMA1,CTD
12,Acrolein,LIMCH1,CTD
12,Acrolein,LMAN2L,CTD
12,Acrolein,LMNA,CTD
12,Acrolein,LMNB1,CTD
12,Acrolein,LMO7,CTD
12,Acrolein,LPCAT1,CTD
12,Acrolein,LRBA,CTD
12,Acrolein,LRRC41,CTD
12,Acrolein,LSG1,CTD
12,Acrolein,LSM1,CTD
12,Acrolein,LSM12,CTD
12,Acrolein,LTA4H,CTD
12,Acrolein,LUC7L,CTD
12,Acrolein,LUC7L2,CTD
12,Acrolein,LYAR,CTD
12,Acrolein,MACF1,CTD
12,Acrolein,MAD1L1,CTD
12,Acrolein,MADD,CTD
12,Acrolein,MAF1,CTD
12,Acrolein,MAFK,CTD
12,Acrolein,MAIP1,CTD
12,Acrolein,MALT1,CTD
12,Acrolein,MAN1A2,CTD
12,Acrolein,MAN1B1,CTD
12,Acrolein,MAN2C1,CTD
12,Acrolein,MAP1LC3B,CTD
12,Acrolein,MAP2K1,CTD
12,Acrolein,MAP2K2,CTD
12,Acrolein,MAP3K11,CTD
12,Acrolein,MAP7,CTD
12,Acrolein,MAPK1,CTD
12,Acrolein,MAPK14,CTD
