method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,covariates_used,covariates_dropped_no_variation,exposure,module_rds,outcome,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,status,error,p_fdr_bh,family,matrix,nominal,fdr_significant,display_label,significance_rank,label_point
survey_weighted,beta,-2.218624309929373,-3.570059384468677,-0.867189235390069,0.6617310390538634,30,0.00217756192707313,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PMA_binary_U,VOC_urine.rds,LE8,binary_above_detection_threshold,2450,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.0058992132206163,Volatile Organic Compounds (VOC),urine,TRUE,TRUE,PMA_binary_U,55,TRUE
survey_weighted,beta,-3.843037884897067,-6.136370722956292,-1.5497050468378435,1.0759498590227872,15,0.00278220952916574,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X26_DMA_binary_U,AA_urine.rds,LE8,binary_above_detection_threshold,1167,,,15,2,2013-2014,WTSA2YR,ok,,0.00740266464010171,Aromatic Amines,urine,TRUE,TRUE,26_DMA_binary_U,56,TRUE
survey_weighted,beta,1.7560957600275096,0.6193902594654823,2.892801260589537,0.5565885673357786,30,0.00363478005416475,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Mo_ln_U,HM_urine.rds,LE8,natural_log_transformed,2501,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.00950144259772892,Heavy Metals,urine,TRUE,TRUE,Mo_ln_U,57,FALSE
survey_weighted,beta,-1.358518606532117,-2.245141937983143,-0.4718952750810911,0.4341356750493471,30,0.00388353528304786,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X1_PH_ln_U,PAH_urine.rds,LE8,natural_log_transformed,2494,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.00997666822714019,Polycyclic Aromatic Hydrocarbons (PAH),urine,TRUE,TRUE,1_PH_ln_U,58,TRUE
survey_weighted,beta,-2.338255357350698,-3.944946939855811,-0.7315637748455857,0.7867175496334087,30,0.0057801207826692,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Mn_ln_S,HM_serum.rds,LE8,natural_log_transformed,3690,,,30,4,2013-2014|2015-2016,WTSH2YR,ok,,0.0145972541799612,Heavy Metals,serum,TRUE,TRUE,Mn_ln_S,59,TRUE
survey_weighted,beta,1.506579076302144,0.4592189938439073,2.5539391587603806,0.5128405268487594,30,0.00630011153948328,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PFDA_ln_S,PFC_serum.rds,LE8,natural_log_transformed,2366,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.01564527698971683,Polyfluoroalkyl Substances (PFAS),serum,TRUE,TRUE,PFDA_ln_S,60,FALSE
survey_weighted,beta,2.2200967903947504,0.6325120391129093,3.8076815416765912,0.7773618776395378,30,0.00771681497617264,age+sex+eth+marital+PIR_level+edu+alcohol.user,,EtP_binary_U,PCCP_urine.rds,LE8,binary_above_detection_threshold,2429,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.01884926936802827,Personal Care Products,urine,TRUE,TRUE,EtP_binary_U,61,FALSE
survey_weighted,beta,-1.2192277180942777,-2.098244872894445,-0.34021056329411026,0.4304113058412179,30,0.00817103520040356,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X34_MHA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2479,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.01963684265903436,Volatile Organic Compounds (VOC),urine,TRUE,TRUE,34_MHA_ln_U,62,TRUE
survey_weighted,beta,-1.9405293087099733,-3.3651050943804544,-0.5159535230394923,0.6975444345219893,30,0.00925222822432281,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Mn_binary_U,HM_urine.rds,LE8,binary_above_detection_threshold,2504,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.02188225405435078,Heavy Metals,urine,TRUE,TRUE,Mn_binary_U,63,TRUE
survey_weighted,beta,-1.6230678497684008,-2.8676450160780984,-0.37849068345870296,0.6094079966997905,30,0.01232201129227895,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2437,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.02868718253983693,Volatile Organic Compounds (VOC),urine,TRUE,TRUE,MA_ln_U,64,TRUE
survey_weighted,beta,3.291061956673079,0.7698068711190102,5.812317042227148,1.182882837084431,15,0.01395056033135346,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DETP_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,1136,,,15,2,2015-2016,WTSB2YR,ok,,0.03197897675956408,Pesticides,urine,TRUE,TRUE,DETP_binary_U,65,FALSE
survey_weighted,beta,1.548908262452703,0.2806066703725587,2.8172098545328472,0.6210246767843929,30,0.01836496574621686,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MHBP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2324,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,ok,,0.04123185984877808,Phthalates,urine,TRUE,TRUE,MHBP_ln_U,66,FALSE
survey_weighted,beta,-1.4188162988977029,-2.565518313228762,-0.27211428456664355,0.537991629555512,15,0.01866070354785594,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X2_AN_ln_U,AA_urine.rds,LE8,natural_log_transformed,1225,,,15,2,2013-2014,WTSA2YR,ok,,0.04123185984877808,Aromatic Amines,urine,TRUE,TRUE,2_AN_ln_U,67,TRUE
survey_weighted,beta,4.321628444246539,0.8232925391335648,7.819964349359513,1.6412942602374472,15,0.01881722462897254,age+sex+eth+marital+PIR_level+edu+alcohol.user,,NDMA_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,996,,,15,2,2015-2016,WTSSBI2Y,ok,,0.04123185984877808,Pesticides,urine,TRUE,TRUE,NDMA_binary_U,68,FALSE
survey_weighted,beta,1.3524033782341849,0.2514444205630775,2.4533623359052923,0.5165306211280579,15,0.01938164312709088,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DMP_ln_U,pesticides_urine.rds,LE8,natural_log_transformed,1135,,,15,2,2015-2016,WTSB2YR,ok,,0.04185311341937016,Pesticides,urine,TRUE,TRUE,DMP_ln_U,69,FALSE
survey_weighted,beta,-1.2796647405504027,-2.3535919978949984,-0.20573748320580676,0.5258491608360556,30,0.02112280163546477,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Cd_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.04448434970963193,Heavy Metals,urine,TRUE,TRUE,Cd_ln_U,70,TRUE
survey_weighted,beta,-1.3525190220450038,-2.4728263150801686,-0.23221172900983933,0.5256081690364114,15,0.02119724046566354,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X4_ABP_ln_U,AA_urine.rds,LE8,natural_log_transformed,1241,,,15,2,2013-2014,WTSA2YR,ok,,0.04448434970963193,Aromatic Amines,urine,TRUE,TRUE,4_ABP_ln_U,71,TRUE
survey_weighted,beta,-0.6434842743513561,-1.1887934350886875,-0.09817511361402476,0.2670109754723625,30,0.02229409385491213,age+sex+eth+marital+PIR_level+edu+alcohol.user,,U_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.04613638867197094,Heavy Metals,urine,TRUE,TRUE,U_ln_U,72,TRUE
survey_weighted,beta,-0.8467666577572546,-1.5839424319284352,-0.10959088358607384,0.3609585840991464,30,0.02578441701861705,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Sn_ln_U,HM_urine.rds,LE8,natural_log_transformed,2501,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.05262846761334166,Heavy Metals,urine,TRUE,FALSE,Sn_ln_U,73,FALSE
survey_weighted,beta,1.115067846816184,0.1023761597121231,2.127759533920245,0.49586512513523695,30,0.03202894361792449,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Chloroform_binary_S,VOC_serum.rds,LE8,binary_above_detection_threshold,3484,,,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.06449071079825336,Volatile Organic Compounds (VOC),serum,TRUE,FALSE,Chloroform_binary_S,74,FALSE
survey_weighted,beta,1.0458740337057977,0.09242103151859736,1.9993270358929975,0.46685886559621925,30,0.03263515550266633,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Hg_binary_U,HM_urine.rds,LE8,binary_above_detection_threshold,2510,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.06483517559863045,Heavy Metals,urine,TRUE,FALSE,Hg_binary_U,75,FALSE
survey_weighted,beta,-1.5456963560321972,-2.9720602819066664,-0.1193324301577281,0.6984199985039012,30,0.03463854613529382,age+sex+eth+marital+PIR_level+edu+alcohol.user,,m_p_Xylene_binary_S,VOC_serum.rds,LE8,binary_above_detection_threshold,3567,,,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.06790978123893131,Volatile Organic Compounds (VOC),serum,TRUE,FALSE,m_p_Xylene_binary_S,76,FALSE
survey_weighted,beta,1.7151285415665063,0.08397347566831193,3.3462836074647004,0.798696109750401,30,0.03996165117962963,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DCVDMPCA_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,2442,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.0773283899449976,Pesticides,urine,TRUE,FALSE,DCVDMPCA_binary_U,77,FALSE
survey_weighted,beta,-1.5855109622656376,-3.0999951739506812,-0.07102675058059393,0.74156815218863,30,0.0407762670635314,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DBUP_binary_U,BFR_urine.rds,LE8,binary_above_detection_threshold,2215,,,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.0778931255444382,Brominated Flame Retardants,urine,TRUE,FALSE,DBUP_binary_U,78,FALSE
survey_weighted,beta,-2.536873246930282,-4.988878819215163,-0.0848676746454009,1.1503934387716972,15,0.04346011018790042,age+sex+eth+marital+PIR_level+edu+alcohol.user,,IPPPP_binary_U,BFR_urine.rds,LE8,binary_above_detection_threshold,1001,,,15,2,2015-2016,WTSSBI2Y,ok,,0.08196906858224257,Brominated Flame Retardants,urine,TRUE,FALSE,IPPPP_binary_U,79,FALSE
survey_weighted,beta,1.5739236003478576,0.02475777281467084,3.1230894278810446,0.7268132763266206,15,0.0468746206819975,age+sex+eth+marital+PIR_level+edu+alcohol.user,,n_PFOA_ln_S,PFC_serum.rds,LE8,natural_log_transformed,1106,,,15,2,2015-2016,WTSB2YR,ok,,0.08724564535025003,Polyfluoroalkyl Substances (PFAS),serum,TRUE,FALSE,n_PFOA_ln_S,80,FALSE
survey_weighted,beta,2.783520702945105,0.03592985263414006,5.5311115532560695,1.289071494108191,15,0.04742884076087418,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PFBA_binary_U,PFC_urine.rds,LE8,binary_above_detection_threshold,1193,,,15,2,2013-2014,WTSSBH2Y,ok,,0.08724564535025003,Polyfluoroalkyl Substances (PFAS),urine,TRUE,FALSE,PFBA_binary_U,81,FALSE
survey_weighted,beta,-1.0914915161744767,-2.183617801949846,6.347696008923709e-4,0.534760326618379,30,0.05012501602359554,age+sex+eth+marital+PIR_level+edu+alcohol.user,,CEMA_AAM_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2416,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.09108082179897238,Volatile Organic Compounds (VOC),urine,FALSE,FALSE,CEMA_AAM_ln_U,82,FALSE
survey_weighted,beta,-1.5264146216326586,-3.0899294630993985,0.03710021983408129,0.7655760310739458,30,0.05533263868248975,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BPF_binary_U,PCCP_urine.rds,LE8,binary_above_detection_threshold,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.0993320863095298,Personal Care Products,urine,FALSE,FALSE,BPF_binary_U,83,FALSE
survey_weighted,beta,-1.4203137924307174,-2.8943228737449664,0.05369528888353159,0.7217494790013614,30,0.05838628249649545,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MHNCH_binary_U,Phthalates_urine.rds,LE8,binary_above_detection_threshold,2428,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.10356614395211693,Phthalates,urine,FALSE,FALSE,MHNCH_binary_U,84,FALSE
survey_weighted,beta,1.4134225055376906,-0.1497804046143425,2.976625415689724,0.7654232937083977,30,0.07469313337811627,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BuP_binary_U,PCCP_urine.rds,LE8,binary_above_detection_threshold,2429,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.1309326690981097,Personal Care Products,urine,FALSE,FALSE,BuP_binary_U,85,FALSE
survey_weighted,beta,1.2141481848346414,-0.14504362757102562,2.5733399972403084,0.66552913065639685,30,0.07807634301034712,age+sex+eth+marital+PIR_level+edu+alcohol.user,,IHg_binary_S,HM_serum.rds,LE8,binary_above_detection_threshold,3688,,,30,4,2013-2014|2015-2016,WTSH2YR,ok,,0.1348571125628154,Heavy Metals,serum,FALSE,FALSE,IHg_binary_S,86,FALSE
survey_weighted,beta,0.7598014519136506,-0.0953968017059813,1.6149997055332823,0.4187483658123082,30,0.07961937388981273,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Ba_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.1348571125628154,Heavy Metals,urine,FALSE,FALSE,Ba_ln_U,87,FALSE
survey_weighted,beta,-1.403883207773019,-2.9841844028844413,0.17641798733840353,0.7737954797537191,30,0.0796471537283742,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BCPP_binary_U,BFR_urine.rds,LE8,binary_above_detection_threshold,2217,,,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.1348571125628154,Brominated Flame Retardants,urine,FALSE,FALSE,BCPP_binary_U,88,FALSE
survey_weighted,beta,-1.0027662214623705,-2.142008576800362,0.13647613387562108,0.5578307398814332,30,0.0823104426220681,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PGA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2442,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.1378006286594174,Volatile Organic Compounds (VOC),urine,FALSE,FALSE,PGA_ln_U,89,FALSE
survey_weighted,beta,-1.6772174583577355,-3.6194619229294416,0.2650270062139706,0.9112317336423844,15,0.08554703364141555,age+sex+eth+marital+PIR_level+edu+alcohol.user,,TTCA_binary_U,VOC_urine.rds,LE8,binary_above_detection_threshold,1300,,,15,2,2013-2014,WTSA2YR,ok,,0.14050787268584544,Volatile Organic Compounds (VOC),urine,FALSE,FALSE,TTCA_binary_U,90,FALSE
survey_weighted,beta,0.6539537341406957,-0.09788376411648592,1.4057912323978772,0.3681377065716469,30,0.08581353298263045,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DPHP_ln_U,BFR_urine.rds,LE8,natural_log_transformed,2213,,,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.14050787268584544,Brominated Flame Retardants,urine,FALSE,FALSE,DPHP_ln_U,91,FALSE
survey_weighted,beta,1.899451902888865,-0.29163758774665816,4.090541393524388,1.072868354991091,30,0.08681599856390476,age+sex+eth+marital+PIR_level+edu+alcohol.user,,OXY_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,2465,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.1406041715871936,Pesticides,urine,FALSE,FALSE,OXY_binary_U,92,FALSE
survey_weighted,beta,1.0657496524864367,-0.2105611215473573,2.3420604265202307,0.6249463777939414,30,0.09846545770325188,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Pb_ln_S,HM_serum.rds,LE8,natural_log_transformed,3690,,,30,4,2013-2014|2015-2016,WTSH2YR,ok,,0.1577564859976831,Heavy Metals,serum,FALSE,FALSE,Pb_ln_S,93,FALSE
survey_weighted,beta,1.068669419746502,-0.24431088643847845,2.3816497259314824,0.6429016374058732,30,0.1068762005839346,age+sex+eth+marital+PIR_level+edu+alcohol.user,,AsB_binary_U,HM_urine.rds,LE8,binary_above_detection_threshold,2508,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.16941014773410912,Heavy Metals,urine,FALSE,FALSE,AsB_binary_U,94,FALSE
survey_weighted,beta,0.9679071510854568,-0.3274827883078977,2.263297090478811,0.6077506934620639,15,0.13209882760433447,age+sex+eth+marital+PIR_level+edu+alcohol.user,,n_PFOS_ln_S,PFC_serum.rds,LE8,natural_log_transformed,1106,,,15,2,2015-2016,WTSB2YR,ok,,0.20718658224258776,Polyfluoroalkyl Substances (PFAS),serum,FALSE,FALSE,n_PFOS_ln_S,95,FALSE
survey_weighted,beta,-0.5460913096865773,-1.2737646620959313,0.1815820427227768,0.35630571727302446,30,0.13584152228293966,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BPA_ln_U,PCCP_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.21039547650518503,Personal Care Products,urine,FALSE,FALSE,BPA_ln_U,96,FALSE
survey_weighted,beta,-0.6789790726296943,-1.5864317398756989,0.2284735946163103,0.44433477249626785,30,0.13696886725505333,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MEHHP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.21039547650518503,Phthalates,urine,FALSE,FALSE,MEHHP_ln_U,97,FALSE
survey_weighted,beta,-1.752893478099789,-4.171246917343051,0.6654599611434742,1.1346050598669646,15,0.14319478360067198,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PPDA_binary_U,AA_urine.rds,LE8,binary_above_detection_threshold,1043,,,15,2,2015-2016,WTSA2YR,ok,,0.21604268535756777,Aromatic Amines,urine,FALSE,FALSE,PPDA_binary_U,98,FALSE
survey_weighted,beta,-0.86571486097863,-2.0428117918015256,0.31138206984426553,0.57636625671128,30,0.14354513993556517,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DBCM_binary_S,VOC_serum.rds,LE8,binary_above_detection_threshold,3582,,,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.21604268535756777,Volatile Organic Compounds (VOC),serum,FALSE,FALSE,DBCM_binary_S,99,FALSE
survey_weighted,beta,0.8588945390738043,-0.3679853977735841,2.085774475921193,0.5756082471683266,15,0.15639106733389374,age+sex+eth+marital+PIR_level+edu+alcohol.user,,o_ANS_ln_U,AA_urine.rds,LE8,natural_log_transformed,1151,,,15,2,2013-2014,WTSA2YR,ok,,0.23005585012701857,Aromatic Amines,urine,FALSE,FALSE,o_ANS_ln_U,100,FALSE
survey_weighted,beta,-1.191733308756899,-2.86887005870933,0.4854034411955314,0.8212110704317559,30,0.1571043573226351,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DHB_Cys_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2361,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.23005585012701857,Volatile Organic Compounds (VOC),urine,FALSE,FALSE,DHB_Cys_ln_U,101,FALSE
survey_weighted,beta,-1.7121934535635883,-4.167473288286108,0.7430863811589317,1.1519296057639958,15,0.1578963758292877,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MCOCH_binary_U,Phthalates_urine.rds,LE8,binary_above_detection_threshold,1133,,,15,2,2015-2016,WTSB2YR,ok,,0.23005585012701857,Phthalates,urine,FALSE,FALSE,MCOCH_binary_U,102,FALSE
survey_weighted,beta,-1.858062556961224,-4.48549278503547,0.769367671113022,1.2865228730709066,30,0.1590318963965296,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X4FPBA_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,2474,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.23005585012701857,Pesticides,urine,FALSE,FALSE,4FPBA_binary_U,103,FALSE
survey_weighted,beta,-0.5194127416704845,-1.2795480538148487,0.24072257047387968,0.3722007363900144,30,0.17310437259150976,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X2_MHA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2353,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2480053030397592,Volatile Organic Compounds (VOC),urine,FALSE,FALSE,2_MHA_ln_U,104,FALSE
survey_weighted,beta,0.5891236567912601,-0.29564893041924667,1.4738962440017669,0.4332294569613496,30,0.18401276474602385,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PFHS_ln_S,PFC_serum.rds,LE8,natural_log_transformed,2366,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.2611228756872148,Polyfluoroalkyl Substances (PFAS),serum,FALSE,FALSE,PFHS_ln_S,105,FALSE
survey_weighted,beta,-2.5148215195371884,-6.318675557569609,1.2890325184952327,1.862559535725016,30,0.18705207653717837,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Se_ln_S,HM_serum.rds,LE8,natural_log_transformed,3690,,,30,4,2013-2014|2015-2016,WTSH2YR,ok,,0.2629316924909394,Heavy Metals,serum,FALSE,FALSE,Se_ln_S,106,FALSE
survey_weighted,beta,-0.4951284989527949,-1.2495285018975126,0.2592715039919227,0.3693924386127267,30,0.19018316573180752,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MiBP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.2634926868779934,Phthalates,urine,FALSE,FALSE,MiBP_ln_U,107,FALSE
survey_weighted,beta,1.100878120309003,-0.6124535279901813,2.8142097686081873,0.8038340160893735,15,0.1909879878041831,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DMDTP_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,1135,,,15,2,2015-2016,WTSB2YR,ok,,0.2634926868779934,Pesticides,urine,FALSE,FALSE,DMDTP_binary_U,108,FALSE
survey_weighted,beta,0.3967980547605876,-0.2167423666588144,1.0103384761799896,0.30042045542277246,30,0.1965523526097127,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X24_DCP_ln_U,PCCP_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.26868165631969904,Personal Care Products,urine,FALSE,FALSE,24_DCP_ln_U,109,FALSE
survey_weighted,beta,0.7224278870828622,-0.4556921178215647,1.9005478919872891,0.5768672055824136,30,0.2201250940284153,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PFNA_ln_S,PFC_serum.rds,LE8,natural_log_transformed,2366,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.2964845192691743,Polyfluoroalkyl Substances (PFAS),serum,FALSE,FALSE,PFNA_ln_S,110,FALSE
survey_weighted,beta,0.6066876140959981,-0.3843269683149157,1.597702196506912,0.4852509171110996,30,0.22087101771059292,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Sb_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2964845192691743,Heavy Metals,urine,FALSE,FALSE,Sb_ln_U,111,FALSE
survey_weighted,beta,0.8709120285648726,-0.6253337915496653,2.3671578486794105,0.7326377122200387,30,0.24386890975450093,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MeFOSAA_binary_S,PFC_serum.rds,LE8,binary_above_detection_threshold,2366,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.32443274601268424,Polyfluoroalkyl Substances (PFAS),serum,FALSE,FALSE,MeFOSAA_binary_S,112,FALSE
survey_weighted,beta,2.702659460611445,-2.0344342686428587,7.439753189865749,2.3195209408218043,30,0.25312749373329263,age+sex+eth+marital+PIR_level+edu+alcohol.user,,FA_ln_S,gas_serum.rds,LE8,natural_log_transformed,2218,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.33376988111735045,Gaseous Pollutants,serum,FALSE,FALSE,FA_ln_S,113,FALSE
survey_weighted,beta,-0.5475046867895211,-1.5347858511642718,0.43977647758522953,0.4834228466082419,30,0.26637078693418037,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MEOHP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.34815129169467435,Phthalates,urine,FALSE,FALSE,MEOHP_ln_U,114,FALSE
survey_weighted,beta,-0.5042657870132484,-1.4868945505905775,0.47836297656408067,0.4811447956150617,30,0.30298429055958914,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MnBP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.3925622547250329,Phthalates,urine,FALSE,FALSE,MnBP_ln_U,115,FALSE
survey_weighted,beta,1.498330520377971,-1.6717708827619937,4.668431923517936,1.4872983551235843,15,0.3297097316624783,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X5OHIMI_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,945,,,15,2,2015-2016,WTSSBI2Y,ok,,0.4235064656699075,Pesticides,urine,FALSE,FALSE,5OHIMI_binary_U,116,FALSE
survey_weighted,beta,-0.4727236447690839,-1.5516230075864472,0.6061757180482794,0.5061810471023914,15,0.3651452911260471,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Norharman_ln_U,AA_urine.rds,LE8,natural_log_transformed,1265,,,15,2,2013-2014,WTSA2YR,ok,,0.4614320282772743,Aromatic Amines,urine,FALSE,FALSE,Norharman_ln_U,117,FALSE
survey_weighted,beta,-0.4953075016216024,-1.5973335736558731,0.6067185704126683,0.5396077632218336,30,0.3659908296194093,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X1_PY_ln_U,PAH_urine.rds,LE8,natural_log_transformed,2493,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.4614320282772743,Polycyclic Aromatic Hydrocarbons (PAH),urine,FALSE,FALSE,1_PY_ln_U,118,FALSE
survey_weighted,beta,-0.3510159719592163,-1.1419459320469054,0.4399139881284728,0.3872793552336026,30,0.371965978910985,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BCETP_ln_U,BFR_urine.rds,LE8,natural_log_transformed,2213,,,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.4614320282772743,Brominated Flame Retardants,urine,FALSE,FALSE,BCETP_ln_U,119,FALSE
survey_weighted,beta,-0.8572145637408963,-2.802885208508483,1.0884560810266908,0.9526988618802574,30,0.3754061334476061,age+sex+eth+marital+PIR_level+edu+alcohol.user,,TCC_binary_U,PCCP_urine.rds,LE8,binary_above_detection_threshold,2429,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.4614320282772743,Personal Care Products,urine,FALSE,FALSE,TCC_binary_U,120,FALSE
survey_weighted,beta,0.3905857108457293,-0.4996729538463539,1.2808443755378125,0.4359157182702408,30,0.37738008187651706,age+sex+eth+marital+PIR_level+edu+alcohol.user,,GLYP_ln_U,GYLP_urine.rds,LE8,natural_log_transformed,2209,,,30,4,2013-2014|2015-2016,WTSSCH2Y|WTSSGL2Y,ok,,0.4614320282772743,Herbicides,urine,FALSE,FALSE,GLYP_ln_U,121,FALSE
survey_weighted,beta,1.0833611454496774,-1.457441710601478,3.6241640015008327,1.1920539528341842,15,0.377816828522332,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PFHxA_binary_U,PFC_urine.rds,LE8,binary_above_detection_threshold,1193,,,15,2,2013-2014,WTSSBH2Y,ok,,0.4614320282772743,Polyfluoroalkyl Substances (PFAS),urine,FALSE,FALSE,PFHxA_binary_U,122,FALSE
