method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,covariates_used,covariates_dropped_no_variation,exposure,module_rds,outcome_code,outcome,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,status,error,p_fdr_bh,family,matrix,display_label,family_display,log10_p,nominal_positive,nominal_positive_rank,label_point
survey_weighted,odds_ratio,0.960560297148958,0.7385707963788498,1.2492723635739418,0.12868008564735192,30,0.7566705146067836,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MeP_ln_U,PCCP_urine.rds,angina,Angina,natural_log_transformed,2143,45,2098,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.933319099428778,Personal Care Products,urine,MeP_ln_U,Personal Care Products,0.12109318897820012,FALSE,,FALSE
survey_weighted,odds_ratio,0.9445017220498616,0.6406182149848195,1.3925353386592256,0.19009404839900793,30,0.7659697371675351,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,BDCPP_ln_U,BFR_urine.rds,angina,Angina,natural_log_transformed,1936,38,1898,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.933319099428778,Brominated Flame Retardants,urine,BDCPP_ln_U,Brominated Flame Retardants,0.11578838864517284,FALSE,,FALSE
survey_weighted,odds_ratio,0.8891089624260398,0.3972864861480331,1.9897851415256924,0.394444015003925,30,0.7677742278890284,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,m_p_Xylene_binary_S,VOC_serum.rds,angina,Angina,binary_above_detection_threshold,3144,61,3083,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.933319099428778,Volatile Organic Compounds (VOC),serum,m_p_Xylene_binary_S,Volatile Organic Compounds (VOC),0.11476647006887958,FALSE,,FALSE
survey_weighted,odds_ratio,0.7237044977415998,0.06783178315561578,7.721280138690566,1.1106771438710807,15,0.7749249337771744,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,IPPPP_binary_U,BFR_urine.rds,angina,Angina,binary_above_detection_threshold,899,21,878,15,2,2015-2016,WTSSBI2Y,ok,,0.933319099428778,Brominated Flame Retardants,urine,IPPPP_binary_U,Brominated Flame Retardants,0.1107403651392453,FALSE,,FALSE
survey_weighted,odds_ratio,0.8463319747395585,0.25153650372763187,2.847609793615318,0.5941046509087007,30,0.7807670202649707,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,DBCM_binary_S,VOC_serum.rds,angina,Angina,binary_above_detection_threshold,3158,62,3096,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.933319099428778,Volatile Organic Compounds (VOC),serum,DBCM_binary_S,Volatile Organic Compounds (VOC),0.10747853962855064,FALSE,,FALSE
survey_weighted,odds_ratio,1.055064610921578,0.7080361085132316,1.572181587682824,0.19530312533268007,30,0.7856157839029512,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X2_NP_ln_U,PAH_urine.rds,angina,Angina,natural_log_transformed,2191,43,2148,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.933319099428778,Polycyclic Aromatic Hydrocarbons (PAH),urine,2_NP_ln_U,Polycyclic Aromatic Hydrocarbons (PAH),0.10478979966981704,FALSE,,FALSE
survey_weighted,odds_ratio,1.041151647361466,0.7669817310227481,1.4133279959067817,0.1496469040761414,30,0.78940215632719,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MCPP_ln_U,Phthalates_urine.rds,angina,Angina,natural_log_transformed,2143,45,2098,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.933319099428778,Phthalates,urine,MCPP_ln_U,Phthalates,0.10270169162213413,FALSE,,FALSE
survey_weighted,odds_ratio,0.9477004537820058,0.6174705968097929,1.4545407582788656,0.2097697704890859,30,0.79964070273964,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MnBP_ln_U,Phthalates_urine.rds,angina,Angina,natural_log_transformed,2143,45,2098,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.933319099428778,Phthalates,urine,MnBP_ln_U,Phthalates,0.09710510784390816,FALSE,,FALSE
survey_weighted,odds_ratio,1.0906560065160429,0.4803419081781325,2.4764246140030544,0.4015313791580273,30,0.8303562636871351,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MMA_binary_U,HM_urine.rds,angina,Angina,binary_above_detection_threshold,2231,46,2185,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.933319099428778,Heavy Metals,urine,MMA_binary_U,Metals and metalloids,0.08073553394114044,FALSE,,FALSE
survey_weighted,odds_ratio,0.983272908168001,0.837815809883188,1.1539834896072887,0.07838740120857261,30,0.8310716490653081,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,BP3_ln_U,PCCP_urine.rds,angina,Angina,natural_log_transformed,2143,45,2098,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.933319099428778,Personal Care Products,urine,BP3_ln_U,Personal Care Products,0.08036153283162385,FALSE,,FALSE
survey_weighted,odds_ratio,1.0985656851201764,0.44728020200486296,2.698189097380262,0.4399880310784857,30,0.8322619554078062,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,BPF_binary_U,PCCP_urine.rds,angina,Angina,binary_above_detection_threshold,2144,45,2099,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.933319099428778,Personal Care Products,urine,BPF_binary_U,Personal Care Products,0.07973995750461271,FALSE,,FALSE
survey_weighted,odds_ratio,0.9468295486419712,0.548644859540384,1.6340008998399655,0.2671865540380949,30,0.839353903465252,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Thiocyanate_ln_U,PERNT_urine.rds,angina,Angina,natural_log_transformed,2215,45,2170,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.933319099428778,Inorganic Anions,urine,Thiocyanate_ln_U,Inorganic Anions,0.07605488551813276,FALSE,,FALSE
survey_weighted,odds_ratio,0.9074599988739372,0.3000332566418346,2.7446412400186744,0.5192504627249181,15,0.8541576132429034,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X26_DMA_binary_U,AA_urine.rds,angina,Angina,binary_above_detection_threshold,1065,24,1041,15,2,2013-2014,WTSA2YR,ok,,0.933319099428778,Aromatic Amines,urine,26_DMA_binary_U,Aromatic Amines,0.0684619838240312,FALSE,,FALSE
survey_weighted,odds_ratio,1.1069221535280036,0.35761128368849804,3.426280740734027,0.5532523380968096,30,0.8555538692032345,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X25_DMF_binary_S,VOC_serum.rds,angina,Angina,binary_above_detection_threshold,3156,62,3094,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.933319099428778,Volatile Organic Compounds (VOC),serum,25_DMF_binary_S,Volatile Organic Compounds (VOC),0.06775264028866952,FALSE,,FALSE
survey_weighted,odds_ratio,1.052185771732279,0.5942486149758844,1.863016371154317,0.27975072058377365,30,0.8569319146412753,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Chloroform_binary_S,VOC_serum.rds,angina,Angina,binary_above_detection_threshold,3074,61,3013,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.933319099428778,Volatile Organic Compounds (VOC),serum,Chloroform_binary_S,Volatile Organic Compounds (VOC),0.06705368247613709,FALSE,,FALSE
survey_weighted,odds_ratio,0.9312041806216268,0.4078297798176498,2.1262332201314837,0.40426960805291634,30,0.8612353484876297,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Ethylbenzene_binary_S,VOC_serum.rds,angina,Angina,binary_above_detection_threshold,3092,60,3032,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.933319099428778,Volatile Organic Compounds (VOC),serum,Ethylbenzene_binary_S,Volatile Organic Compounds (VOC),0.06487815332826387,FALSE,,FALSE
survey_weighted,odds_ratio,0.9821108174515464,0.7918792528181811,1.2180413293095935,0.10541944510066788,30,0.8651914957775059,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PrP_ln_U,PCCP_urine.rds,angina,Angina,natural_log_transformed,2143,45,2098,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.933319099428778,Personal Care Products,urine,PrP_ln_U,Personal Care Products,0.0628877580205715,FALSE,,FALSE
survey_weighted,odds_ratio,1.0424959663908515,0.6215309583489141,1.7485819899112578,0.25324111916749154,30,0.8705652754470775,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,TCPY_ln_U,pesticides_urine.rds,angina,Angina,natural_log_transformed,2183,41,2142,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.933319099428778,Pesticides,urine,TCPY_ln_U,Pesticides,0.060198659694679656,FALSE,,FALSE
survey_weighted,odds_ratio,0.9342856120719636,0.3959917701303165,2.204312490225303,0.42031059803261334,30,0.8726097586670287,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,BuP_binary_U,PCCP_urine.rds,angina,Angina,binary_above_detection_threshold,2145,45,2100,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.933319099428778,Personal Care Products,urine,BuP_binary_U,Personal Care Products,0.059179934471427616,FALSE,,FALSE
survey_weighted,odds_ratio,0.9161001804113418,0.29956547472269995,2.801522910230411,0.5473279118131172,30,0.8738720814993737,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X4FPBA_binary_U,pesticides_urine.rds,angina,Angina,binary_above_detection_threshold,2206,42,2164,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.933319099428778,Pesticides,urine,4FPBA_binary_U,Pesticides,0.058552135288721954,FALSE,,FALSE
survey_weighted,odds_ratio,1.0880467755039582,0.34731620069972513,3.4085533104977843,0.5357404846075191,15,0.8769441202686503,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Norharman_ln_U,AA_urine.rds,angina,Angina,natural_log_transformed,1139,26,1113,15,2,2013-2014,WTSA2YR,ok,,0.933319099428778,Aromatic Amines,urine,Norharman_ln_U,Aromatic Amines,0.05702807941863166,FALSE,,FALSE
survey_weighted,odds_ratio,1.0293988821476188,0.6667246211711992,1.5893549224345669,0.21268132031029036,30,0.8925442056401653,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PNP_ln_U,pesticides_urine.rds,angina,Angina,natural_log_transformed,2164,41,2123,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.9347379402681466,Pesticides,urine,PNP_ln_U,Pesticides,0.04937026508673589,FALSE,,FALSE
survey_weighted,odds_ratio,0.971926760843915,0.6289627195871783,1.5019040064323104,0.2131001011865845,30,0.8945939680526418,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MEHHP_ln_U,Phthalates_urine.rds,angina,Angina,natural_log_transformed,2143,45,2098,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.9347379402681466,Phthalates,urine,MEHHP_ln_U,Phthalates,0.04837403445565386,FALSE,,FALSE
survey_weighted,odds_ratio,0.9603903347103442,0.49765373091829446,1.8533963229876396,0.3219136030133499,30,0.9009276340023112,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MeFOSAA_binary_S,PFC_serum.rds,angina,Angina,binary_above_detection_threshold,2072,45,2027,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.9347379402681466,Polyfluoroalkyl Substances (PFAS),serum,MeFOSAA_binary_S,Polyfluoroalkyl Substances (PFAS),0.04531009183520492,FALSE,,FALSE
survey_weighted,odds_ratio,0.9744278372521322,0.6230792193326936,1.523898696266544,0.20979938162113856,15,0.9033708952927052,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,DEP_ln_U,pesticides_urine.rds,angina,Angina,natural_log_transformed,1039,22,1017,15,2,2015-2016,WTSB2YR,ok,,0.9347379402681466,Pesticides,urine,DEP_ln_U,Pesticides,0.04413390560259744,FALSE,,FALSE
survey_weighted,odds_ratio,1.0240554636790165,0.6319734459435868,1.6593886965061773,0.23634387715523103,30,0.9205556488073612,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MHBP_ln_U,Phthalates_urine.rds,angina,Angina,natural_log_transformed,2042,43,1999,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,ok,,0.9459502873951504,Phthalates,urine,MHBP_ln_U,Phthalates,0.03594995269016329,FALSE,,FALSE
survey_weighted,odds_ratio,0.97123363901238,0.3755332508639576,2.51188085044153,0.4652758426682925,30,0.9503951093926108,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,OXY_binary_U,pesticides_urine.rds,angina,Angina,binary_above_detection_threshold,2196,42,2154,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.9699237760239658,Pesticides,urine,OXY_binary_U,Pesticides,0.022095807179029685,FALSE,,FALSE
survey_weighted,odds_ratio,0.9891982338659432,0.35991306215204455,2.7187486334411797,0.4950525767734797,30,0.9826425765622936,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,EtP_binary_U,PCCP_urine.rds,angina,Angina,binary_above_detection_threshold,2145,45,2100,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.9928708266125654,Personal Care Products,urine,EtP_binary_U,Personal Care Products,0.007604422406095354,FALSE,,FALSE
survey_weighted,odds_ratio,0.997023921769815,0.596590448916285,1.666229659537762,0.2514570957854723,30,0.990621387340334,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,HIBP_ln_U,Phthalates_urine.rds,angina,Angina,natural_log_transformed,2042,43,1999,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,ok,,0.9928708266125654,Phthalates,urine,HIBP_ln_U,Phthalates,0.004092299911384836,FALSE,,FALSE
survey_weighted,odds_ratio,0.9977183841741007,0.5944942683041462,1.6744349393957578,0.25352150239657817,30,0.9928708266125654,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MEOHP_ln_U,Phthalates_urine.rds,angina,Angina,natural_log_transformed,2143,45,2098,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.9928708266125654,Phthalates,urine,MEOHP_ln_U,Phthalates,0.003107249932108589,FALSE,,FALSE
survey_weighted,odds_ratio,2.1152452796946086,1.3650445413484245,3.2777410976278745,0.2144590046154195,30,0.00150328364581974,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Co_ln_U,HM_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2231,68,2163,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.1182595573947516,Heavy Metals,urine,Co_ln_U,Metals and metalloids,2.822959067189545,TRUE,1,TRUE
survey_weighted,odds_ratio,2.1738724462016874,1.3525823626586502,3.4938511271624013,0.2323365262180012,30,0.00223871068713371,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Cd_ln_U,HM_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2231,68,2163,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.1182595573947516,Heavy Metals,urine,Cd_ln_U,Metals and metalloids,2.6500020275017304,TRUE,2,TRUE
survey_weighted,odds_ratio,0.5663380972658951,0.3926362904306855,0.8168853675317017,0.17936271431875445,30,0.00349926229233605,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PFNA_ln_S,PFC_serum.rds,heart.attack,Myocardial infarction,natural_log_transformed,2071,81,1990,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.1182595573947516,Polyfluoroalkyl Substances (PFAS),serum,PFNA_ln_S,Polyfluoroalkyl Substances (PFAS),2.4560235031173048,FALSE,,FALSE
survey_weighted,odds_ratio,2.3781086687712767,1.3896490618257795,4.069661179819595,0.2520605069603573,15,0.00366920281060875,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,IPM3_Cys_ln_U,VOC_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,1049,38,1011,15,2,2015-2016,WTSA2YR,ok,,0.1182595573947516,Volatile Organic Compounds (VOC),urine,IPM3_Cys_ln_U,Volatile Organic Compounds (VOC),2.4354282824948115,TRUE,3,TRUE
survey_weighted,odds_ratio,1.8664308096226383,1.2406777351167717,2.8077911519712617,0.199958706271973,30,0.00396844152331381,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X1_PH_ln_U,PAH_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2226,68,2158,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.1182595573947516,Polycyclic Aromatic Hydrocarbons (PAH),urine,1_PH_ln_U,Polycyclic Aromatic Hydrocarbons (PAH),2.4013800148264677,TRUE,4,TRUE
survey_weighted,odds_ratio,1.812783521209226,1.1873304250342624,2.7677081505537036,0.2071986394097483,30,0.00743548112981348,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X23_OH_PH_ln_U,PAH_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2226,68,2158,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.18464778139036825,Polycyclic Aromatic Hydrocarbons (PAH),urine,23_OH_PH_ln_U,Polycyclic Aromatic Hydrocarbons (PAH),2.1286909242149834,TRUE,5,TRUE
survey_weighted,odds_ratio,1.3807905365620587,1.0885627973976368,1.751467632751453,0.1164378901978574,30,0.00950091995846041,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,CEMA_CYM_ln_U,VOC_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2189,66,2123,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.20223386768722873,Volatile Organic Compounds (VOC),urine,CEMA_CYM_ln_U,Volatile Organic Compounds (VOC),2.0222343406543883,TRUE,6,TRUE
survey_weighted,odds_ratio,4.9035012290922,1.5179570754273548,15.839923732322566,0.5501345727054503,15,0.01121735918410982,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,IPM1_Cys_ln_U,VOC_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,1049,38,1011,15,2,2015-2016,WTSA2YR,ok,,0.20348464174842693,Volatile Organic Compounds (VOC),urine,IPM1_Cys_ln_U,Volatile Organic Compounds (VOC),1.9501093736288906,TRUE,7,TRUE
survey_weighted,odds_ratio,1.5438391047358428,1.1067208747590531,2.153604613114823,0.16299037970750435,30,0.01229101862909961,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MB3_Cys_ln_U,VOC_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2160,67,2093,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.20348464174842693,Volatile Organic Compounds (VOC),urine,MB3_Cys_ln_U,Volatile Organic Compounds (VOC),1.9104121230805895,TRUE,8,TRUE
survey_weighted,odds_ratio,1.3809209681984889,1.0732167226632934,1.7768477513823913,0.12343613730638409,30,0.013836142698134,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Sn_ln_U,HM_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2230,68,2162,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2061585262021967,Heavy Metals,urine,Sn_ln_U,Metals and metalloids,1.8589849675674337,TRUE,9,TRUE
survey_weighted,odds_ratio,0.4631743589092035,0.249110802451052,0.8611850013734547,0.30368415298847806,30,0.01671976412987372,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Chloroform_binary_S,VOC_serum.rds,heart.attack,Myocardial infarction,binary_above_detection_threshold,3075,96,2979,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.20854921845997315,Volatile Organic Compounds (VOC),serum,Chloroform_binary_S,Volatile Organic Compounds (VOC),1.776769853560689,FALSE,,FALSE
survey_weighted,odds_ratio,1.7851845798813355,1.1187025003159077,2.8487323335258163,0.2288393415149823,30,0.01679591021154146,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X2_FL_ln_U,PAH_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2225,68,2157,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.20854921845997315,Polycyclic Aromatic Hydrocarbons (PAH),urine,2_FL_ln_U,Polycyclic Aromatic Hydrocarbons (PAH),1.7747964557021327,TRUE,10,TRUE
survey_weighted,odds_ratio,1.625394318383679,1.087477198128177,2.429390422880896,0.1967856570995692,30,0.01949122274508012,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X3_FL_ln_U,PAH_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2224,68,2156,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.22339939915514911,Polycyclic Aromatic Hydrocarbons (PAH),urine,3_FL_ln_U,Polycyclic Aromatic Hydrocarbons (PAH),1.710160915382938,TRUE,11,FALSE
survey_weighted,odds_ratio,0.7633428216255829,0.606320118927678,0.961030724756158,0.11276612066086825,30,0.02308031520842346,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,BPS_ln_U,PCCP_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2141,83,2058,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.23708155850042403,Personal Care Products,urine,BPS_ln_U,Personal Care Products,1.6367582643055534,FALSE,,FALSE
survey_weighted,odds_ratio,2.003702515115834,1.1036545449545148,3.6377540304035834,0.29201282037745396,30,0.02386727098997557,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MeFOSAA_binary_S,PFC_serum.rds,heart.attack,Myocardial infarction,binary_above_detection_threshold,2071,81,1990,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.23708155850042403,Polyfluoroalkyl Substances (PFAS),serum,MeFOSAA_binary_S,Polyfluoroalkyl Substances (PFAS),1.622197235863387,TRUE,12,FALSE
survey_weighted,odds_ratio,1.759152530768808,1.058020134135165,2.924913739037556,0.24895444840272068,30,0.03063595949249183,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X3_HPMA_ln_U,VOC_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2147,65,2082,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2570486837801764,Volatile Organic Compounds (VOC),urine,3_HPMA_ln_U,Volatile Organic Compounds (VOC),1.5137685133810177,TRUE,13,FALSE
survey_weighted,odds_ratio,1.9936484688818747,1.0652436306942012,3.7311973551861017,0.30689481484559217,30,0.03206535813753512,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,DBUP_binary_U,BFR_urine.rds,heart.attack,Myocardial infarction,binary_above_detection_threshold,1943,80,1863,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.2570486837801764,Brominated Flame Retardants,urine,DBUP_binary_U,Brominated Flame Retardants,1.493963905090679,TRUE,14,FALSE
survey_weighted,odds_ratio,1.7220700170731706,1.0500977718169215,2.8240466966912225,0.2422026444725682,30,0.03235815232479531,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X1_PY_ln_U,PAH_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2225,67,2158,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2570486837801764,Polycyclic Aromatic Hydrocarbons (PAH),urine,1_PY_ln_U,Polycyclic Aromatic Hydrocarbons (PAH),1.490016284898305,TRUE,15,FALSE
survey_weighted,odds_ratio,1.3710857658492588,1.0280196182477428,1.828638426685566,0.14100405855894807,30,0.03277802007935136,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,U_ln_U,HM_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2231,68,2163,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2570486837801764,Heavy Metals,urine,U_ln_U,Metals and metalloids,1.4844172830590372,TRUE,16,FALSE
survey_weighted,odds_ratio,0.3659035281719608,0.1416040627161202,0.9454911770228988,0.4648424058955451,30,0.03864925774414168,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,DBCM_binary_S,VOC_serum.rds,heart.attack,Myocardial infarction,binary_above_detection_threshold,3160,98,3062,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.2756838626185239,Volatile Organic Compounds (VOC),serum,DBCM_binary_S,Volatile Organic Compounds (VOC),1.4128588422558461,FALSE,,FALSE
survey_weighted,odds_ratio,3.4071512365990944,1.0636929755913784,10.913562292356678,0.5700168611487044,30,0.03968764211713298,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Mn_ln_S,HM_serum.rds,heart.attack,Myocardial infarction,natural_log_transformed,3255,103,3152,30,4,2013-2014|2015-2016,WTSH2YR,ok,,0.2756838626185239,Heavy Metals,serum,Mn_ln_S,Metals and metalloids,1.4013447021998262,TRUE,17,FALSE
survey_weighted,odds_ratio,1.5619966690185167,1.02022195688381,2.391473323586592,0.20856409691014283,30,0.0407576918417897,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,EO_ln_S,gas_serum.rds,heart.attack,Myocardial infarction,natural_log_transformed,2137,67,2070,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2756838626185239,Gaseous Pollutants,serum,EO_ln_S,Gaseous Pollutants,1.3897904185998042,TRUE,18,FALSE
survey_weighted,odds_ratio,1.4625085822528745,1.013716158569975,2.1099903903876323,0.17947175643205787,30,0.04255522711561107,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X2_NP_ln_U,PAH_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2192,66,2126,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2756838626185239,Polycyclic Aromatic Hydrocarbons (PAH),urine,2_NP_ln_U,Polycyclic Aromatic Hydrocarbons (PAH),1.3710470873293281,TRUE,19,FALSE
survey_weighted,odds_ratio,3.894405207306317,0.9890499453297118,15.334303379025672,0.64301377041161345,15,0.05164275791454928,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,CYHA_Cys_binary_U,VOC_urine.rds,heart.attack,Myocardial infarction,binary_above_detection_threshold,1050,38,1012,15,2,2015-2016,WTSA2YR,ok,,0.3198684151094013,Volatile Organic Compounds (VOC),urine,CYHA_Cys_binary_U,Volatile Organic Compounds (VOC),1.286990572852409,FALSE,,FALSE
survey_weighted,odds_ratio,1.2766093263702427,0.99589862727128875,1.63644303501137,0.12158877484973896,30,0.05366919716600692,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X1_NP_ln_U,PAH_urine.rds,heart.attack,Myocardial infarction,natural_log_transformed,2158,64,2094,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.3198684151094013,Polycyclic Aromatic Hydrocarbons (PAH),urine,1_NP_ln_U,Polycyclic Aromatic Hydrocarbons (PAH),1.2702749012469856,FALSE,,FALSE
