method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,covariates_used,covariates_dropped_no_variation,exposure,module_rds,outcome_code,outcome,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,status,error,p_fdr_bh,family,matrix,display_label,family_display,log10_p,nominal_positive,nominal_positive_rank,label_point
survey_weighted,odds_ratio,0.8429182426438722,0.1840684526778082,3.8600376840539106,0.713862666280643,15,0.8140501054631588,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X5OHIMI_binary_U,pesticides_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,840,35,805,15,2,2015-2016,WTSSBI2Y,ok,,0.9781731105968602,Pesticides,urine,5OHIMI_binary_U,Pesticides,0.08934886310040556,FALSE,,FALSE
survey_weighted,odds_ratio,1.0658461116326856,0.5815283304034157,1.953521220358145,0.29666195691442965,30,0.8312570415685998,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PHE_Cys_binary_U,VOC_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,2166,72,2094,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.9857256013727844,Volatile Organic Compounds (VOC),urine,PHE_Cys_binary_U,Volatile Organic Compounds (VOC),0.08026466276982043,FALSE,,FALSE
survey_weighted,odds_ratio,1.1046617796183622,0.4095444191123559,2.979597793065839,0.46552784624042304,15,0.8335666159259788,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,NDMA_binary_U,pesticides_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,888,36,852,15,2,2015-2016,WTSSBI2Y,ok,,0.9857256013727844,Pesticides,urine,NDMA_binary_U,Pesticides,0.07905968705013794,FALSE,,FALSE
survey_weighted,odds_ratio,0.9805976348661568,0.7994340731251118,1.2028155339266036,0.10001513163242254,30,0.846008606587431,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,DEA_ln_U,pesticides_urine.rds,CHD,Coronary heart disease,natural_log_transformed,2177,79,2098,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.9925612785947024,Pesticides,urine,DEA_ln_U,Pesticides,0.07262521878790713,FALSE,,FALSE
survey_weighted,odds_ratio,1.0276431272300537,0.7476742221640725,1.412447247260345,0.14922046016507548,15,0.8574520430305616,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X4_ABP_ln_U,AA_urine.rds,CHD,Coronary heart disease,natural_log_transformed,1117,33,1084,15,2,2013-2014,WTSA2YR,ok,,0.9981277688402632,Aromatic Amines,urine,4_ABP_ln_U,Aromatic Amines,0.06679016053256297,FALSE,,FALSE
survey_weighted,odds_ratio,1.0148306148030473,0.8365986413280396,1.2310337668092184,0.09456748046498174,30,0.877332621102247,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X1_NP_ln_U,PAH_urine.rds,CHD,Coronary heart disease,natural_log_transformed,2153,63,2090,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.9996559737990932,Polycyclic Aromatic Hydrocarbons (PAH),urine,1_NP_ln_U,Polycyclic Aromatic Hydrocarbons (PAH),0.05683572234403202,FALSE,,FALSE
survey_weighted,odds_ratio,0.9368269359913006,0.3773517339403221,2.32580011978333,0.4266208567741974,15,0.8804670450155921,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PhIP_binary_U,AA_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,1151,36,1115,15,2,2013-2014,WTSA2YR,ok,,0.9996559737990932,Aromatic Amines,urine,PhIP_binary_U,Aromatic Amines,0.055286894592469334,FALSE,,FALSE
survey_weighted,odds_ratio,1.028475041897254,0.6479201771462727,1.6325481889827935,0.22625038863805896,30,0.9020656515633844,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,W_ln_U,HM_urine.rds,CHD,Coronary heart disease,natural_log_transformed,2225,74,2151,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.9996559737990932,Heavy Metals,urine,W_ln_U,Metals and metalloids,0.04476185372841583,FALSE,,FALSE
survey_weighted,odds_ratio,0.967550971602962,0.5594243819143393,1.6734252437234365,0.26825986905091714,30,0.9029531693009424,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,DCVDMPCA_binary_U,pesticides_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,2174,80,2094,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.9996559737990932,Pesticides,urine,DCVDMPCA_binary_U,Pesticides,0.04433477332058913,FALSE,,FALSE
survey_weighted,odds_ratio,0.9540938166975016,0.4186297191253035,2.174463420710792,0.4033620491998715,30,0.90802958650803,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,BDCM_binary_S,VOC_serum.rds,CHD,Coronary heart disease,binary_above_detection_threshold,3130,98,3032,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.9996559737990932,Volatile Organic Compounds (VOC),serum,BDCM_binary_S,Volatile Organic Compounds (VOC),0.0419000005451715,FALSE,,FALSE
survey_weighted,odds_ratio,0.9775103166654144,0.6440365425930012,1.4836524886308564,0.20430838059755013,30,0.9120931870489994,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,TCPY_ln_U,pesticides_urine.rds,CHD,Coronary heart disease,natural_log_transformed,2180,79,2101,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.9996559737990932,Pesticides,urine,TCPY_ln_U,Pesticides,0.039960788257453604,FALSE,,FALSE
survey_weighted,odds_ratio,0.9639171684081608,0.4792394692955046,1.938772507443644,0.34217028951819767,30,0.915184811956366,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MINP_binary_U,Phthalates_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,2140,70,2070,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.9996559737990932,Phthalates,urine,MINP_binary_U,Phthalates,0.0384911958699691,FALSE,,FALSE
survey_weighted,odds_ratio,0.9863715385048272,0.7365185857489429,1.3209833815436427,0.14302627732515394,30,0.9242049301011682,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MCOP_ln_U,Phthalates_urine.rds,CHD,Coronary heart disease,natural_log_transformed,2139,70,2069,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.9996559737990932,Phthalates,urine,MCOP_ln_U,Phthalates,0.03423171910012949,FALSE,,FALSE
survey_weighted,odds_ratio,1.0156291263569268,0.6035298415217396,1.7091160226704034,0.2548475057953986,30,0.951879835128728,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Mn_binary_U,HM_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,2227,74,2153,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.9996559737990932,Heavy Metals,urine,Mn_binary_U,Metals and metalloids,0.021417873290316723,FALSE,,FALSE
survey_weighted,odds_ratio,1.003402789516579,0.8340616410897947,1.2071255988875509,0.09050946250251413,30,0.9703093640258706,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MeP_ln_U,PCCP_urine.rds,CHD,Coronary heart disease,natural_log_transformed,2139,70,2069,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.9996559737990932,Personal Care Products,urine,MeP_ln_U,Personal Care Products,0.013089777415382328,FALSE,,FALSE
survey_weighted,odds_ratio,0.9742490243976624,0.2235707610849408,4.245461959934841,0.6905811951048308,15,0.9703633838054224,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,IPPPP_binary_U,BFR_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,896,36,860,15,2,2015-2016,WTSSBI2Y,ok,,0.9996559737990932,Brominated Flame Retardants,urine,IPPPP_binary_U,Brominated Flame Retardants,0.01306559972524344,FALSE,,FALSE
survey_weighted,odds_ratio,0.9938828106789588,0.6858216932841522,1.4403204958899374,0.18166118347547527,30,0.9732786868650328,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,BCETP_ln_U,BFR_urine.rds,CHD,Coronary heart disease,natural_log_transformed,1939,76,1863,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.9996559737990932,Brominated Flame Retardants,urine,BCETP_ln_U,Brominated Flame Retardants,0.011762786825232708,FALSE,,FALSE
survey_weighted,odds_ratio,1.015423766451626,0.35794348708904766,2.8805816076164485,0.5105519532297187,30,0.9762820587559504,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,DBCM_binary_S,VOC_serum.rds,CHD,Coronary heart disease,binary_above_detection_threshold,3154,99,3055,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.9996559737990932,Volatile Organic Compounds (VOC),serum,DBCM_binary_S,Volatile Organic Compounds (VOC),0.010424691693690126,FALSE,,FALSE
survey_weighted,odds_ratio,1.0088753343459418,0.5415023194556507,1.8796400378761375,0.30468222166318837,30,0.9770556293510024,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Cs_ln_U,HM_urine.rds,CHD,Coronary heart disease,natural_log_transformed,2226,74,2152,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.9996559737990932,Heavy Metals,urine,Cs_ln_U,Metals and metalloids,0.01008070871480983,FALSE,,FALSE
survey_weighted,odds_ratio,0.9920293219538042,0.5512874548214345,1.7851343559684083,0.28766793272335256,30,0.9779908063406852,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,m_p_Xylene_binary_S,VOC_serum.rds,CHD,Coronary heart disease,binary_above_detection_threshold,3140,99,3041,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.9996559737990932,Volatile Organic Compounds (VOC),serum,m_p_Xylene_binary_S,Volatile Organic Compounds (VOC),0.009665227803682713,FALSE,,FALSE
survey_weighted,odds_ratio,1.0058937239471648,0.5825249186413014,1.7369594870487248,0.2674764269996713,30,0.9826174649918138,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,CMAC_ln_U,VOC_urine.rds,CHD,Coronary heart disease,natural_log_transformed,2191,71,2120,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.9996559737990932,Volatile Organic Compounds (VOC),urine,CMAC_ln_U,Volatile Organic Compounds (VOC),0.0076155210050199715,FALSE,,FALSE
survey_weighted,odds_ratio,0.9966991959372786,0.727057881875046,1.3663414040984807,0.15445682698993288,30,0.9830637317290164,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,NPMA_ln_U,VOC_urine.rds,CHD,Coronary heart disease,natural_log_transformed,2185,73,2112,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.9996559737990932,Volatile Organic Compounds (VOC),urine,NPMA_ln_U,Volatile Organic Compounds (VOC),0.007418326073230223,FALSE,,FALSE
survey_weighted,odds_ratio,0.9949114132628512,0.5694400451088418,1.7382843527477696,0.2732251510314918,30,0.9852266371625232,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PFHS_ln_S,PFC_serum.rds,CHD,Coronary heart disease,natural_log_transformed,2068,68,2000,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.9996559737990932,Polyfluoroalkyl Substances (PFAS),serum,PFHS_ln_S,Polyfluoroalkyl Substances (PFAS),0.006463854835054425,FALSE,,FALSE
survey_weighted,odds_ratio,1.0006060463899002,0.37555815177945906,2.6659319078233565,0.4597565162648737,15,0.998965921695186,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,DMDTP_binary_U,pesticides_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,1032,38,994,15,2,2015-2016,WTSB2YR,ok,,0.9996559737990932,Pesticides,urine,DMDTP_binary_U,Pesticides,4.4932686127622845e-4,FALSE,,FALSE
survey_weighted,odds_ratio,1.000288220516663,0.4600589452902319,2.1748876624345836,0.3643946610794938,15,0.9993794205165673,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,n_PFOS_ln_S,PFC_serum.rds,CHD,Coronary heart disease,natural_log_transformed,994,36,958,15,2,2015-2016,WTSB2YR,ok,,0.9996559737990932,Polyfluoroalkyl Substances (PFAS),serum,n_PFOS_ln_S,Polyfluoroalkyl Substances (PFAS),2.6959790735721063e-4,FALSE,,FALSE
survey_weighted,odds_ratio,0.999813301083598,0.4159291935557428,2.403357716918015,0.429449813100931,30,0.9996559737990932,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X4FPBA_binary_U,pesticides_urine.rds,CHD,Coronary heart disease,binary_above_detection_threshold,2203,80,2123,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.9996559737990932,Pesticides,urine,4FPBA_binary_U,Pesticides,1.4943438683025112e-4,FALSE,,FALSE
survey_weighted,odds_ratio,6.580240880810039e-9,1.2917067272002192e-9,3.3521208133161705e-8,0.7638496382998108,15,1.485403788224472e-13,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MeA_a_C_binary_U,AA_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,1154,14,1140,15,2,2013-2014,WTSA2YR,ok,,2.2132516444544633e-11,Aromatic Amines,urine,MeA_a_C_binary_U,Aromatic Amines,12.828155472838029,FALSE,,FALSE
survey_weighted,odds_ratio,0.31308198578382357,0.1459402008567255,0.6716472174693813,0.3737347260716968,30,0.00410779843187326,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,As_III_binary_U,HM_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,2233,41,2192,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2571912396682119,Heavy Metals,urine,As_III_binary_U,Metals and metalloids,2.38639087521909,FALSE,,FALSE
survey_weighted,odds_ratio,9.46189646260526,2.1858005304024473,40.9586709417525,0.6874620611311182,15,0.00517834710741366,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,TTCA_binary_U,VOC_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,1171,15,1156,15,2,2013-2014,WTSA2YR,ok,,0.2571912396682119,Volatile Organic Compounds (VOC),urine,TTCA_binary_U,Volatile Organic Compounds (VOC),2.285808841930898,TRUE,1,TRUE
survey_weighted,odds_ratio,2.201219408408643,1.2579679522428198,3.851741115754289,0.27396628635114645,30,0.0072722495382928,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,CEMA_CEM_ln_U,VOC_urine.rds,CHF,Congestive heart failure,natural_log_transformed,2207,41,2166,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2708912953014068,Volatile Organic Compounds (VOC),urine,CEMA_CEM_ln_U,Volatile Organic Compounds (VOC),2.138331227249755,TRUE,2,TRUE
survey_weighted,odds_ratio,1.83706869797272,1.1707075886141236,2.8827193347796416,0.22061838927129185,30,0.00983935346188762,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PGA_ln_U,VOC_urine.rds,CHF,Congestive heart failure,natural_log_transformed,2183,41,2142,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.2932127331642513,Volatile Organic Compounds (VOC),urine,PGA_ln_U,Volatile Organic Compounds (VOC),2.0070334378653607,TRUE,3,TRUE
survey_weighted,odds_ratio,1.5169479299322666,1.0824962486973992,2.1257635071667083,0.16522313606359065,30,0.01720877762295613,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MBzP_ln_U,Phthalates_urine.rds,CHF,Congestive heart failure,natural_log_transformed,2143,51,2092,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.353350175530545,Phthalates,urine,MBzP_ln_U,Phthalates,1.7642499774620386,TRUE,4,TRUE
survey_weighted,odds_ratio,1.819203125301498,1.1087942929664916,2.984773670012705,0.23229513482672295,15,0.02108044371241947,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X4_ABP_ln_U,AA_urine.rds,CHF,Congestive heart failure,natural_log_transformed,1120,13,1107,15,2,2013-2014,WTSA2YR,ok,,0.353350175530545,Aromatic Amines,urine,4_ABP_ln_U,Aromatic Amines,1.676120252101461,TRUE,5,TRUE
survey_weighted,odds_ratio,4.00897789861688,1.2263140455970394,13.105862930709485,0.5557360547483917,15,0.02457585922670657,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,CYHA_Cys_binary_U,VOC_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,1050,26,1024,15,2,2015-2016,WTSA2YR,ok,,0.353350175530545,Volatile Organic Compounds (VOC),urine,CYHA_Cys_binary_U,Volatile Organic Compounds (VOC),1.6094912893292312,TRUE,6,TRUE
survey_weighted,odds_ratio,1.3623478151826374,1.043223744570868,1.77909252851254,0.130684753642916,30,0.02463439060631867,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,BMA_ln_U,VOC_urine.rds,CHF,Congestive heart failure,natural_log_transformed,2210,41,2169,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.353350175530545,Volatile Organic Compounds (VOC),urine,BMA_ln_U,Volatile Organic Compounds (VOC),1.6084581766237607,TRUE,7,TRUE
survey_weighted,odds_ratio,3.985825177912554,1.2233299716946804,12.986522619791325,0.5541617153452304,15,0.0247390210976026,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,IPM1_Cys_ln_U,VOC_urine.rds,CHF,Congestive heart failure,natural_log_transformed,1049,26,1023,15,2,2015-2016,WTSA2YR,ok,,0.353350175530545,Volatile Organic Compounds (VOC),urine,IPM1_Cys_ln_U,Volatile Organic Compounds (VOC),1.6066174890367468,TRUE,8,TRUE
survey_weighted,odds_ratio,0.29206915096635144,0.1009054896088771,0.8453889800927222,0.4986307381813022,15,0.02608625456936909,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X26_DMA_binary_U,AA_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,1065,15,1050,15,2,2013-2014,WTSA2YR,ok,,0.353350175530545,Aromatic Amines,urine,26_DMA_binary_U,Aromatic Amines,1.583588271862744,FALSE,,FALSE
survey_weighted,odds_ratio,1.723086665327016,1.0615899693959157,2.7967744061459663,0.2371620390091988,30,0.02894836697840575,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MHNCH_binary_U,Phthalates_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,2144,51,2093,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.3594422233152047,Phthalates,urine,MHNCH_binary_U,Phthalates,1.5383759304605764,TRUE,9,TRUE
survey_weighted,odds_ratio,2.063323072588182,1.0556696672585633,4.0327976012898015,0.3281357008952044,30,0.03507828846358613,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MINP_binary_U,Phthalates_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,2144,51,2093,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.4020511523903333,Phthalates,urine,MINP_binary_U,Phthalates,1.4549616048428728,TRUE,10,TRUE
survey_weighted,odds_ratio,1.3778253421349582,1.01176007599409,1.8763368099537503,0.15121143730994585,30,0.04242651419521469,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,BCETP_ln_U,BFR_urine.rds,CHF,Congestive heart failure,natural_log_transformed,1940,51,1889,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.4294372557981352,Brominated Flame Retardants,urine,BCETP_ln_U,Brominated Flame Retardants,1.3723626488360687,TRUE,11,FALSE
survey_weighted,odds_ratio,1.6746022494714887,1.0119295300507845,2.7712331843841285,0.24664522033700212,30,0.04516170838919804,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X3_HPMA_ln_U,VOC_urine.rds,CHF,Congestive heart failure,natural_log_transformed,2146,40,2106,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.4294372557981352,Volatile Organic Compounds (VOC),urine,3_HPMA_ln_U,Volatile Organic Compounds (VOC),1.3452296378283752,TRUE,12,FALSE
survey_weighted,odds_ratio,1.4367701983374817,1.0034289114772763,2.0572544594032003,0.17577215487935152,30,0.04798783389666222,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,MnBP_ln_U,Phthalates_urine.rds,CHF,Congestive heart failure,natural_log_transformed,2143,51,2092,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.4294372557981352,Phthalates,urine,MnBP_ln_U,Phthalates,1.3188688530673296,TRUE,13,FALSE
survey_weighted,odds_ratio,3.761360031095357,0.9891496050617344,14.30302272894167,0.6266581796219557,15,0.05167062584028159,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PhIP_binary_U,AA_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,1154,15,1139,15,2,2013-2014,WTSA2YR,ok,,0.4294372557981352,Aromatic Amines,urine,PhIP_binary_U,Aromatic Amines,1.2867562782001325,FALSE,,FALSE
survey_weighted,odds_ratio,0.1977567995250029,0.03852577194336499,1.0151062466928045,0.7674169794181195,15,0.05187832620380156,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PFHpA_binary_S,PFC_serum.rds,CHF,Congestive heart failure,binary_above_detection_threshold,1076,24,1052,15,2,2013-2014,WTSB2YR,ok,,0.4294372557981352,Polyfluoroalkyl Substances (PFAS),serum,PFHpA_binary_S,Polyfluoroalkyl Substances (PFAS),1.2850140443878675,FALSE,,FALSE
survey_weighted,odds_ratio,0.17560835945964,0.02783223697454741,1.10800637190276,0.8642293864059172,15,0.0624484689203196,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,IPPPP_binary_U,BFR_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,898,25,873,15,2,2015-2016,WTSSBI2Y,ok,,0.4897274667961906,Brominated Flame Retardants,urine,IPPPP_binary_U,Brominated Flame Retardants,1.2044782049697145,FALSE,,FALSE
survey_weighted,odds_ratio,0.7386718858812817,0.5291155392689667,1.031223077941101,0.16337046760920118,30,0.07358343082338507,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X24D_ln_U,pesticides_urine.rds,CHF,Congestive heart failure,natural_log_transformed,2201,56,2145,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.5103411281359306,Pesticides,urine,24D_ln_U,Pesticides,1.1332199670766683,FALSE,,FALSE
survey_weighted,odds_ratio,0.12468253763245744,0.01196119472155843,1.299680805500982,1.1477916004707749,30,0.07970664301475357,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Se_ln_S,HM_serum.rds,CHF,Congestive heart failure,natural_log_transformed,3255,68,3187,30,4,2013-2014|2015-2016,WTSH2YR,ok,,0.5103411281359306,Heavy Metals,serum,Se_ln_S,Metals and metalloids,1.0985054815596769,FALSE,,FALSE
survey_weighted,odds_ratio,1.2198581352418432,0.9749436500685968,1.5262973096045167,0.10973568837968208,30,0.0801611016782056,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,CEMA_CYM_ln_U,VOC_urine.rds,CHF,Congestive heart failure,natural_log_transformed,2189,41,2148,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.5103411281359306,Volatile Organic Compounds (VOC),urine,CEMA_CYM_ln_U,Volatile Organic Compounds (VOC),1.09603632279572,FALSE,,FALSE
survey_weighted,odds_ratio,1.6913609707779995,0.9219430982097646,3.1029050914595793,0.28469136752627794,15,0.08472398676552209,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Harman_ln_U,AA_urine.rds,CHF,Congestive heart failure,natural_log_transformed,1155,15,1140,15,2,2013-2014,WTSA2YR,ok,,0.5103411281359306,Aromatic Amines,urine,Harman_ln_U,Aromatic Amines,1.0719936162913974,FALSE,,FALSE
survey_weighted,odds_ratio,0.4895258448184675,0.2140462573406746,1.1195503052586997,0.4050610921019382,30,0.08800314211450605,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,EtP_binary_U,PCCP_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,2145,51,2094,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.5103411281359306,Personal Care Products,urine,EtP_binary_U,Personal Care Products,1.0555018212744915,FALSE,,FALSE
survey_weighted,odds_ratio,0.7518718616815814,0.5402297970923506,1.046427463703726,0.16186445275808126,30,0.08827449063792739,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PFHS_ln_S,PFC_serum.rds,CHF,Congestive heart failure,natural_log_transformed,2073,50,2023,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.5103411281359306,Polyfluoroalkyl Substances (PFAS),serum,PFHS_ln_S,Polyfluoroalkyl Substances (PFAS),1.0541647797266398,FALSE,,FALSE
survey_weighted,odds_ratio,0.35233843941444426,0.10320387180744578,1.202884869674527,0.5760801713490795,15,0.09024516493910584,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,PFHxA_binary_U,PFC_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,1012,23,989,15,2,2013-2014,WTSSBH2Y,ok,,0.5103411281359306,Polyfluoroalkyl Substances (PFAS),urine,PFHxA_binary_U,Polyfluoroalkyl Substances (PFAS),1.0445760569737341,FALSE,,FALSE
survey_weighted,odds_ratio,1.5610889455179686,0.9189869641037528,2.6518316265727435,0.259449692769996,30,0.0963535194209972,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,Co_ln_U,HM_urine.rds,CHF,Congestive heart failure,natural_log_transformed,2231,41,2190,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.5103411281359306,Heavy Metals,urine,Co_ln_U,Metals and metalloids,1.0161324176229156,FALSE,,FALSE
survey_weighted,odds_ratio,0.3592975652250346,0.10461580607871938,1.2339888704723945,0.5788812924390281,15,0.09734692292269324,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,X5OHIMI_binary_U,pesticides_urine.rds,CHF,Congestive heart failure,binary_above_detection_threshold,842,24,818,15,2,2015-2016,WTSSBI2Y,ok,,0.5103411281359306,Pesticides,urine,5OHIMI_binary_U,Pesticides,1.0116777717126728,FALSE,,FALSE
survey_weighted,odds_ratio,1.9346929157837192,0.8654261575329175,4.3250792061266505,0.37743414635975,15,0.1008043877353185,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,,IPM3_Cys_ln_U,VOC_urine.rds,CHF,Congestive heart failure,natural_log_transformed,1049,26,1023,15,2,2015-2016,WTSA2YR,ok,,0.5103411281359306,Volatile Organic Compounds (VOC),urine,IPM3_Cys_ln_U,Volatile Organic Compounds (VOC),0.9965205638452137,FALSE,,FALSE
