exposure,module_rds,outcome,outcome_label,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,covariates_used,status,error,method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,p_fdr_bh,family,matrix,p_plot,minus_log10_p,direction,nominal,fdr_significant,positive_nominal,display_label
GAM_Cys_binary_U,VOC_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2221,836,1385,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8277604102765559,0.575233068510619,1.1911472659165516,0.17820759253228077,30,0.2972745412528426,0.9924688003756363,Volatile Organic Compounds (VOC),urine,0.2972745412528426,0.5268422824090526,-,FALSE,FALSE,FALSE,GAM_Cys_binary_U
X25_DMF_binary_S,VOC_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,3161,1233,1928,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.741176868188552,0.41539785621303155,1.3224506138425196,0.28350895733349224,30,0.2991915584923143,0.9924688003756363,Volatile Organic Compounds (VOC),serum,0.2991915584923143,0.5240506639891429,-,FALSE,FALSE,FALSE,25_DMF_binary_S
MEHP_binary_U,Phthalates_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2146,869,1277,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8842920084477495,0.6950199606847932,1.1251077673137453,0.11793077269638003,30,0.3054114825641323,0.9924688003756363,Phthalates,urine,0.3054114825641323,0.5151146387907473,-,FALSE,FALSE,FALSE,MEHP_binary_U
Toluene_ln_S,VOC_serum.rds,Hypertension,Hypertension,natural_log_transformed,3100,1214,1886,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0832966445710324,0.9243178124591054,1.2696191767815554,0.07771154806569554,30,0.31144541698340106,0.9924688003756363,Volatile Organic Compounds (VOC),serum,0.31144541698340106,0.50661805552178385,+,FALSE,FALSE,FALSE,Toluene_ln_S
MBzP_ln_U,Phthalates_urine.rds,Hypertension,Hypertension,natural_log_transformed,2145,869,1276,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0637787453669465,0.9386824031039742,1.2055464290717393,0.061257991639843225,30,0.3209045800252376,0.9924688003756363,Phthalates,urine,0.3209045800252376,0.4936240845078201,+,FALSE,FALSE,FALSE,MBzP_ln_U
X25_DCP_ln_U,PCCP_urine.rds,Hypertension,Hypertension,natural_log_transformed,2145,869,1276,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9621363528106643,0.8880876321914274,1.0423592535745065,0.039214041319332836,30,0.3328314273238451,0.9924688003756363,Personal Care Products,urine,0.3328314273238451,0.47777567255883,-,FALSE,FALSE,FALSE,25_DCP_ln_U
BDCPP_ln_U,BFR_urine.rds,Hypertension,Hypertension,natural_log_transformed,1936,758,1178,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9146687701979679,0.7592626191952706,1.1018835091106962,0.09117993781174483,30,0.33579259838565656,0.9924688003756363,Brominated Flame Retardants,urine,0.33579259838565656,0.4739288809070034,-,FALSE,FALSE,FALSE,BDCPP_ln_U
NPMA_ln_U,VOC_urine.rds,Hypertension,Hypertension,natural_log_transformed,2192,830,1362,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.048598146247609,0.9496163827519641,1.157897117494362,0.04854952461536009,30,0.3361687931684545,0.9924688003756363,Volatile Organic Compounds (VOC),urine,0.3361687931684545,0.4734426049470669,+,FALSE,FALSE,FALSE,NPMA_ln_U
n_PFOA_ln_S,PFC_serum.rds,Hypertension,Hypertension,natural_log_transformed,997,399,598,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1528567667752527,0.8489931329931716,1.5654764132352286,0.143539493438797,15,0.3374185961231633,0.9924688003756363,Polyfluoroalkyl Substances (PFAS),serum,0.3374185961231633,0.4718309858514602,+,FALSE,FALSE,FALSE,n_PFOA_ln_S
Total_As_ln_U,HM_urine.rds,Hypertension,Hypertension,natural_log_transformed,2232,843,1389,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0900319803780045,0.9078905845445879,1.3087146606358948,0.08952696017001777,30,0.3432870711179681,0.9924688003756363,Heavy Metals,urine,0.3432870711179681,0.4643425526705427,+,FALSE,FALSE,FALSE,Total_As_ln_U
BPF_binary_U,PCCP_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2146,869,1277,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8845237061522035,0.6791079395258258,1.1520733910010141,0.12939959645531593,30,0.3505678897729335,0.9924688003756363,Personal Care Products,urine,0.3505678897729335,0.4552278655755581,-,FALSE,FALSE,FALSE,BPF_binary_U
DHB_Cys_ln_U,VOC_urine.rds,Hypertension,Hypertension,natural_log_transformed,2099,793,1306,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.184836382961702,0.8181966629408887,1.7157699584643629,0.18129669354055516,30,0.356995977844731,0.9924688003756363,Volatile Organic Compounds (VOC),urine,0.356995977844731,0.4473366769121176,+,FALSE,FALSE,FALSE,DHB_Cys_ln_U
PhIP_binary_U,AA_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,1154,430,724,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8540730187369623,0.5951607409452088,1.2256196875082872,0.16945518180798694,15,0.36666780318018055,0.9924688003756363,Aromatic Amines,urine,0.36666780318018055,0.4357272234320299,-,FALSE,FALSE,FALSE,PhIP_binary_U
DMP_ln_U,pesticides_urine.rds,Hypertension,Hypertension,natural_log_transformed,1031,411,620,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9243074020451004,0.7640723078032599,1.1181457104912473,0.08932056332127201,15,0.3921033098845581,0.9924688003756363,Pesticides,urine,0.3921033098845581,0.4065994916489587,-,FALSE,FALSE,FALSE,DMP_ln_U
m_p_Xylene_binary_S,VOC_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,3149,1234,1915,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8877445510010475,0.6690729636653898,1.1778840733821425,0.13846875082099672,30,0.3966563145298695,0.9924688003756363,Volatile Organic Compounds (VOC),serum,0.3966563145298695,0.40158562761592387,-,FALSE,FALSE,FALSE,m_p_Xylene_binary_S
DMDTP_binary_U,pesticides_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,1035,415,620,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2133739015152991,0.7450053674357896,1.9761954601023075,0.22884364528789747,15,0.4113112637259284,0.9924688003756363,Pesticides,urine,0.4113112637259284,0.38582939720846327,+,FALSE,FALSE,FALSE,DMDTP_binary_U
DEA_ln_U,pesticides_urine.rds,Hypertension,Hypertension,natural_log_transformed,2180,847,1333,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9738542465934503,0.9115447679268334,1.0404229468236286,0.03237616049102516,30,0.4196346887368785,0.9924688003756363,Pesticides,urine,0.4196346887368785,0.3771286184186119,-,FALSE,FALSE,FALSE,DEA_ln_U
PPDA_binary_U,AA_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,938,355,583,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2731928947303959,0.6800496179613155,2.3836792263063615,0.294221063295368,15,0.4245546797635046,0.9924688003756363,Aromatic Amines,urine,0.4245546797635046,0.37206636763378076,+,FALSE,FALSE,FALSE,PPDA_binary_U
DCVDMPCA_binary_U,pesticides_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2177,848,1329,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.881993652016817,0.6423650188026812,1.2110136439993753,0.15523303490267343,30,0.4249327997701806,0.9924688003756363,Pesticides,urine,0.4249327997701806,0.371679745235692,-,FALSE,FALSE,FALSE,DCVDMPCA_binary_U
TCC_binary_U,PCCP_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2147,869,1278,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8802369119784997,0.6347568263678907,1.2206517346855261,0.16009084069146842,30,0.4318146418878225,0.9924688003756363,Personal Care Products,urine,0.4318146418878225,0.3647026357783589,-,FALSE,FALSE,FALSE,TCC_binary_U
X1_PY_ln_U,PAH_urine.rds,Hypertension,Hypertension,natural_log_transformed,2227,841,1386,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9370056799125951,0.7890460604148415,1.1127102563909466,0.0841536329470533,30,0.4454654113537707,0.9924688003756363,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.4454654113537707,0.3511860115852776,-,FALSE,FALSE,FALSE,1_PY_ln_U
X5OHIMI_binary_U,pesticides_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,843,333,510,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7699867599270572,0.3756629369229117,1.5782222630725748,0.336710303232669,15,0.44965081207810487,0.9924688003756363,Pesticides,urine,0.44965081207810487,0.3471246179055391,-,FALSE,FALSE,FALSE,5OHIMI_binary_U
X14_DCB_binary_S,VOC_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,3133,1221,1912,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.077027478233816,0.877715338431979,1.3215995415358572,0.10020106020775273,30,0.4647172775506967,0.9924688003756363,Volatile Organic Compounds (VOC),serum,0.4647172775506967,0.33281118074807176,+,FALSE,FALSE,FALSE,14_DCB_binary_S
X2_FL_ln_U,PAH_urine.rds,Hypertension,Hypertension,natural_log_transformed,2227,840,1387,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9404255121429757,0.7855035339329699,1.1259021833565008,0.08814078069284127,30,0.4912480744731176,0.9924688003756363,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.4912480744731176,0.3086991389011758,-,FALSE,FALSE,FALSE,2_FL_ln_U
CYHA_Cys_binary_U,VOC_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,1052,400,652,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2739100283295204,0.5808438310038051,2.7939467954302644,0.3684648724627302,15,0.5211185086252266,0.9924688003756363,Volatile Organic Compounds (VOC),urine,0.5211185086252266,0.28306350167289523,+,FALSE,FALSE,FALSE,CYHA_Cys_binary_U
MDA_binary_U,pesticides_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,1036,416,620,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2068985769279028,0.638175571617926,2.282450535199523,0.29894948896470214,15,0.5387795666272714,0.9924688003756363,Pesticides,urine,0.5387795666272714,0.2685888833820457,+,FALSE,FALSE,FALSE,MDA_binary_U
Sr_ln_U,HM_urine.rds,Hypertension,Hypertension,natural_log_transformed,2233,843,1390,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9525620331746482,0.8119757538646564,1.1174895589272293,0.07818973963869584,30,0.5389226131151307,0.9924688003756363,Heavy Metals,urine,0.5389226131151307,0.26847359308781504,-,FALSE,FALSE,FALSE,Sr_ln_U
IPPPP_binary_U,BFR_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,899,354,545,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2645709065568285,0.5687795013735171,2.811528147284277,0.37486005780132853,15,0.540604239071674,0.9924688003756363,Brominated Flame Retardants,urine,0.540604239071674,0.2671205531651913,+,FALSE,FALSE,FALSE,IPPPP_binary_U
o_ANS_ln_U,AA_urine.rds,Hypertension,Hypertension,natural_log_transformed,1048,389,659,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9433920608601051,0.7722681399734863,1.152434671880199,0.09390329435011646,15,0.5441986229528146,0.9924688003756363,Aromatic Amines,urine,0.5441986229528146,0.26424256149920594,-,FALSE,FALSE,FALSE,o_ANS_ln_U
Chloroform_binary_S,VOC_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,3078,1194,1884,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0870789954059772,0.8216107447805637,1.4383219179643139,0.1370937653697599,30,0.5470889654988773,0.9924688003756363,Volatile Organic Compounds (VOC),serum,0.5470889654988773,0.2619420446289942,+,FALSE,FALSE,FALSE,Chloroform_binary_S
Ethylbenzene_binary_S,VOC_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,3097,1212,1885,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9273340193441493,0.7173175190298464,1.1988392317477947,0.12573995030951093,30,0.5530249134912857,0.9924688003756363,Volatile Organic Compounds (VOC),serum,0.5530249134912857,0.25725530350891185,-,FALSE,FALSE,FALSE,Ethylbenzene_binary_S
MINP_binary_U,Phthalates_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2146,869,1277,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8917004036974463,0.6002908173391882,1.324574001445884,0.1937625762386185,30,0.5585671663499805,0.9924688003756363,Phthalates,urine,0.5585671663499805,0.2529245965478594,-,FALSE,FALSE,FALSE,MINP_binary_U
Cs_ln_U,HM_urine.rds,Hypertension,Hypertension,natural_log_transformed,2233,843,1390,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9264088086183014,0.708029317488689,1.2121437057573412,0.13163283511208107,30,0.5657773875911352,0.9924688003756363,Heavy Metals,urine,0.5657773875911352,0.2473544139674632,-,FALSE,FALSE,FALSE,Cs_ln_U
X3_FL_ln_U,PAH_urine.rds,Hypertension,Hypertension,natural_log_transformed,2226,841,1385,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9562798651587483,0.8169993010543273,1.1193047280798407,0.07707706988308687,30,0.5662459934952897,0.9924688003756363,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.5662459934952897,0.24699485784276404,-,FALSE,FALSE,FALSE,3_FL_ln_U
PGA_ln_U,VOC_urine.rds,Hypertension,Hypertension,natural_log_transformed,2185,822,1363,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9415719257961979,0.7588758129783896,1.1682513479617345,0.10562380874657047,30,0.5729285558023283,0.9924688003756363,Volatile Organic Compounds (VOC),urine,0.5729285558023283,0.24189953118325094,-,FALSE,FALSE,FALSE,PGA_ln_U
BCPP_binary_U,BFR_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,1947,767,1180,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9058100236757426,0.6348190490968105,1.2924813774237005,0.17406570794980825,30,0.5740449427240344,0.9924688003756363,Brominated Flame Retardants,urine,0.5740449427240344,0.2410541047919736,-,FALSE,FALSE,FALSE,BCPP_binary_U
PrP_ln_U,PCCP_urine.rds,Hypertension,Hypertension,natural_log_transformed,2145,869,1276,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0218715873730546,0.9442729425695303,1.1058471486420214,0.038670577880247733,30,0.5799803042152567,0.9924688003756363,Personal Care Products,urine,0.5799803042152567,0.23658675456787237,+,FALSE,FALSE,FALSE,PrP_ln_U
Pb_ln_S,HM_serum.rds,Hypertension,Hypertension,natural_log_transformed,3259,1277,1982,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0550129517831353,0.8673866923972063,1.2832250462063335,0.09588506786319607,30,0.5806393478487935,0.9924688003756363,Heavy Metals,serum,0.5806393478487935,0.2360935369256719,+,FALSE,FALSE,FALSE,Pb_ln_S
BPS_ln_U,PCCP_urine.rds,Hypertension,Hypertension,natural_log_transformed,2144,869,1275,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9675264006620681,0.856187584122892,1.0933437407143403,0.05986136629124285,30,0.5853868125893938,0.9924688003756363,Personal Care Products,urine,0.5853868125893938,0.2325570654419721,-,FALSE,FALSE,FALSE,BPS_ln_U
TCPY_ln_U,pesticides_urine.rds,Hypertension,Hypertension,natural_log_transformed,2183,849,1334,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9458536490425299,0.7661721864043662,1.1676737178434997,0.10316004629850567,30,0.5934408431880707,0.9924688003756363,Pesticides,urine,0.5934408431880707,0.2266225669494329,-,FALSE,FALSE,FALSE,TCPY_ln_U
DBCM_binary_S,VOC_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,3163,1237,1926,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1510728769803589,0.6632943244688706,1.9975578249984305,0.2699105602969639,30,0.6060103909118568,0.9924688003756363,Volatile Organic Compounds (VOC),serum,0.6060103909118568,0.2175199291720097,+,FALSE,FALSE,FALSE,DBCM_binary_S
Mn_ln_S,HM_serum.rds,Hypertension,Hypertension,natural_log_transformed,3258,1277,1981,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.084905999302317,0.7877251387346785,1.4942026976729543,0.15673687629111285,30,0.6069230251076556,0.9924688003756363,Heavy Metals,serum,0.6069230251076556,0.21686638617485407,+,FALSE,FALSE,FALSE,Mn_ln_S
MEP_ln_U,Phthalates_urine.rds,Hypertension,Hypertension,natural_log_transformed,2145,869,1276,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0244119682498865,0.931397510237949,1.1267153596164385,0.04660880566568255,30,0.6086215105478507,0.9924688003756363,Phthalates,urine,0.6086215105478507,0.2156527024097504,+,FALSE,FALSE,FALSE,MEP_ln_U
AsB_binary_U,HM_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2235,840,1395,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0832637954495754,0.7867576825094174,1.4915144479924078,0.1565968801218097,30,0.6132790774788559,0.9924688003756363,Heavy Metals,urine,0.6132790774788559,0.21234185137393854,+,FALSE,FALSE,FALSE,AsB_binary_U
Ba_ln_U,HM_urine.rds,Hypertension,Hypertension,natural_log_transformed,2233,843,1390,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9648568602337372,0.8292106573547223,1.1226927108124,0.07418477659622516,30,0.6331292047735518,0.9924688003756363,Heavy Metals,urine,0.6331292047735518,0.19850765302494366,-,FALSE,FALSE,FALSE,Ba_ln_U
Nitrate_ln_U,PERNT_urine.rds,Hypertension,Hypertension,natural_log_transformed,2224,839,1385,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0778931477435871,0.7842904723370984,1.481407308813001,0.1557011517153072,30,0.6334824924740746,0.9924688003756363,Inorganic Anions,urine,0.6334824924740746,0.1982653831909075,+,FALSE,FALSE,FALSE,Nitrate_ln_U
PFBA_binary_U,PFC_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,1013,417,596,15,2,2013-2014,WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.145560401564514,0.6301660348154519,2.0824807449626648,0.2804034931023344,15,0.6349344614648476,0.9924688003756363,Polyfluoroalkyl Substances (PFAS),urine,0.6349344614648476,0.19727110068142326,+,FALSE,FALSE,FALSE,PFBA_binary_U
MA_ln_U,VOC_urine.rds,Hypertension,Hypertension,natural_log_transformed,2183,824,1359,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.941961683659565,0.7301270982515946,1.215256652721867,0.1247365263439567,30,0.6351756252259253,0.9924688003756363,Volatile Organic Compounds (VOC),urine,0.6351756252259253,0.19710617625002586,-,FALSE,FALSE,FALSE,MA_ln_U
MHNCH_binary_U,Phthalates_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2146,869,1277,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9183748014747943,0.6354295837487518,1.3273103701091642,0.18034043725671606,30,0.6402285617798866,0.9924688003756363,Phthalates,urine,0.6402285617798866,0.19366495507988035,-,FALSE,FALSE,FALSE,MHNCH_binary_U
Mo_ln_U,HM_urine.rds,Hypertension,Hypertension,natural_log_transformed,2232,843,1389,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0598285171661856,0.817552130240685,1.3739019742606486,0.1270877097436044,30,0.6508063819862131,0.9924688003756363,Heavy Metals,urine,0.6508063819862131,0.18654819690327032,+,FALSE,FALSE,FALSE,Mo_ln_U
o_Xylene_binary_S,VOC_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,3155,1234,1921,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9425061653354257,0.7230742313982339,1.2285292894168245,0.12977238746853734,30,0.6514733470972129,0.9924688003756363,Volatile Organic Compounds (VOC),serum,0.6514733470972129,0.18610334732727496,-,FALSE,FALSE,FALSE,o_Xylene_binary_S
IPM1_Cys_ln_U,VOC_urine.rds,Hypertension,Hypertension,natural_log_transformed,1051,400,651,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.903955819699971,0.561860459034302,1.454339971483132,0.2231002665039534,15,0.6573151702958762,0.9924688003756363,Volatile Organic Compounds (VOC),urine,0.6573151702958762,0.18222634444295477,-,FALSE,FALSE,FALSE,IPM1_Cys_ln_U
MeFOSAA_binary_S,PFC_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,2074,836,1238,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9271283568894255,0.6561905043246294,1.309935124759505,0.1692432711493641,30,0.658037058603589,0.9924688003756363,Polyfluoroalkyl Substances (PFAS),serum,0.658037058603589,0.18174964758080833,-,FALSE,FALSE,FALSE,MeFOSAA_binary_S
DEP_ln_U,pesticides_urine.rds,Hypertension,Hypertension,natural_log_transformed,1039,416,623,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9501899929455498,0.745215713822232,1.2115431893713902,0.11400139987179607,15,0.6604278698188096,0.9924688003756363,Pesticides,urine,0.6604278698188096,0.18017460795144416,-,FALSE,FALSE,FALSE,DEP_ln_U
DBUP_binary_U,BFR_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,1945,766,1179,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9320395880835428,0.6738634623240369,1.2891302798328814,0.1588170946686869,30,0.6608356928034806,0.9924688003756363,Brominated Flame Retardants,urine,0.6608356928034806,0.17990650810752035,-,FALSE,FALSE,FALSE,DBUP_binary_U
