"Pollutant","Modifier","Outcome","Exposure_Type","Exposure_Scale","n","N_Healthy","N_Risk","Beta_Interaction","Interaction_Low","Interaction_High","P_Interaction","P_FDR_BH_within_modifier","P_FDR_BH_all_tests","Toxicant_Beta_Healthy","Toxicant_Beta_Healthy_Low","Toxicant_Beta_Healthy_High","Toxicant_Beta_Risk","Toxicant_Beta_Risk_Low","Toxicant_Beta_Risk_High","Interaction_Direction"
"BP3_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-2.01279526778747,-2.95975258463755,-1.06583795093738,0.000673432101727675,0.100341383157424,0.177903487298715,2.67831289855201,1.68953487337262,3.6670909237314,0.665517630764544,-0.546511095820861,1.87754635734995,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"Harman_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1163,613,550,-2.4450954253553,-4.22303534132438,-0.667155509386211,0.00702994625450313,0.310086924462403,0.420286715374257,1.30895189318769,-0.193459165183834,2.81136295155922,-1.1361435321676,-2.18538289086547,-0.0869041734697398,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"DMTP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1043,512,531,-2.71305879456459,-4.91060894863077,-0.515508640498409,0.0155316560499872,0.310086924462403,0.420286715374257,1.44447923404577,0.0330732580358166,2.85588521005571,-1.26857956051882,-2.51041719728405,-0.0267419237536013,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MiBP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-1.8666185732192,-3.31164632688923,-0.421590819549172,0.0159921121294888,0.310086924462403,0.420286715374257,0.640791603856203,-0.351564957012413,1.63314816472482,-1.225826969363,-2.2559465975282,-0.195707341197794,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X2_HPMA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2230,1139,1091,-2.14440829824059,-3.8466684897035,-0.442148106777679,0.018140067859025,0.310086924462403,0.420286715374257,0.464637980198569,-0.56670896222351,1.49598492262065,-1.67977031804202,-2.77342609377839,-0.586114542305651,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"PMM_Cys_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2229,1144,1085,-1.92925380661977,-3.49437492890621,-0.364132684333317,0.0201804175982081,0.310086924462403,0.420286715374257,-1.54634840102259,-2.79253587427943,-0.300160927765749,-3.47560220764236,-4.47284750781374,-2.47835690747097,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"TCPY_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2243,1105,1138,-1.64255822148169,-2.98902949961873,-0.296086943344656,0.0212186500491555,0.310086924462403,0.420286715374257,1.39199238589954,0.373444022091046,2.41054074970804,-0.250565835582152,-1.16392160986576,0.662789938701459,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X14_DCB_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3343,1712,1631,2.52643404323919,0.44691408469078,4.60595400178759,0.0216387239628042,0.310086924462403,0.420286715374257,-1.050563195843,-2.71965782327137,0.61853143158537,1.47587084739619,-0.0655940616938564,3.01733575648623,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"PFHS_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2211,1115,1096,1.74476096419681,0.304867926227022,3.18465400216659,0.0219111347799393,0.310086924462403,0.420286715374257,-0.407963342306622,-1.39908036748726,0.583153682874017,1.33679762189018,-0.0448478282167684,2.71844307199714,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"PNP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2222,1097,1125,-1.67576634225496,-3.05992553719331,-0.291607147316621,0.0220021829539534,0.310086924462403,0.420286715374257,1.08871929453206,0.115008071692766,2.06243051737136,-0.587047047722899,-1.77075271457481,0.596658619129011,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MECPP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-1.86405597114935,-3.42443747138168,-0.303674470917032,0.0234351906227637,0.310086924462403,0.420286715374257,0.377538719282314,-0.938251452138846,1.69332889070347,-1.48651725186704,-2.86752234336998,-0.105512160364099,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"DMP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1040,511,529,-2.38837483132252,-4.49789055926371,-0.278859103381332,0.0264830723917065,0.310086924462403,0.440531216458909,1.15677733839545,-0.237424450839607,2.55097912763052,-1.23159749292707,-2.50759754982307,0.0444025639689307,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X1_NP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2184,1113,1071,-1.86912012689447,-3.51649791370223,-0.221742340086707,0.0296512158664415,0.310086924462403,0.450973920290067,-0.632937000518761,-1.884762857149,0.618888856111477,-2.50205712741323,-3.84691860760907,-1.15719564721739,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MnBP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-1.65340005679169,-3.11361867333747,-0.193181440245916,0.0299199740228978,0.310086924462403,0.450973920290067,0.329451522189993,-0.615462746059748,1.27436579043973,-1.3239485346017,-2.59142507518826,-0.0564719940151337,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MEOHP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-1.82739224949092,-3.47245106383885,-0.182333435143003,0.0325367090142163,0.310086924462403,0.450973920290067,0.348128617673105,-0.812975890001513,1.50923312534772,-1.47926363181782,-2.91614908763867,-0.0423781759969706,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MHBP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2131,1076,1055,-1.53758272205457,-2.92917342158136,-0.145992022527789,0.0332979247744862,0.310086924462403,0.451035526490768,2.33087979667956,1.22714471462314,3.43461487873599,0.79329707462499,-0.392575366490927,1.97916951574091,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"DHB_Cys_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2138,1084,1054,-1.67706879052927,-3.21824558179802,-0.135891999260525,0.035542156821052,0.311516550960985,0.460502727507543,0.307608421419424,-0.756899781130036,1.37211662396888,-1.36946036910985,-2.42317609623331,-0.315744641986385,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"Nitrate_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2255,1153,1102,-1.94517257120107,-3.87538978684358,-0.0149553555585578,0.0485316201398638,0.401733966713317,0.529982234921422,2.25909086903165,0.741936792078645,3.77624494598465,0.313918297830577,-1.03390543611467,1.66174203177583,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"BMA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2244,1148,1096,-1.53758157773967,-3.10158653063953,0.0264233751601965,0.0533501300822853,0.418377335908448,0.529982234921422,1.6681608449266,0.744339046303636,2.59198264354956,0.130579267186929,-0.947150878760793,1.20830941313465,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"HIBP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2131,1076,1055,-1.51658919311299,-3.09006493448674,0.0568865482607666,0.0574291765678294,0.427847365430329,0.529982234921422,1.49473856857284,0.368610481205209,2.62086665594047,-0.021850624540148,-0.940825331290912,0.897124082210616,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"DCVDMPCA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2235,1100,1135,2.91975368935345,-0.194439406905464,6.03394678561236,0.0634740804615316,0.428286571069252,0.558287001933687,-0.441538466203731,-2.29802498682766,1.4149480544202,2.47821522314972,-0.247506714743216,5.20393716104265,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"GLYP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2048,1009,1039,-1.67853913717942,-3.47801790255458,0.120939628195727,0.0646338978748732,0.428286571069252,0.558287001933687,0.223066984933926,-1.08112408756486,1.52725805743272,-1.4554721522455,-2.50694611970177,-0.403998184789229,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MBzP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,1.27605505615445,-0.109851685824659,2.66196179813355,0.0676534023361315,0.428286571069252,0.567907433694851,-1.73849740831987,-2.64255611071925,-0.834438705920495,-0.462442352165425,-1.46231394179904,0.537429237468194,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"MeP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-1.69151893731744,-3.54541422342459,0.1623763487897,0.0698147200538729,0.428286571069252,0.577910738223726,1.80905451604284,0.346811626633474,3.27129740545221,0.117535578725397,-1.02560642710896,1.26067758455975,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MEHHP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-1.58620442221255,-3.33939028398168,0.166981439556579,0.0718601629310825,0.428286571069252,0.586693932971578,0.104865510276129,-1.26083677967189,1.47056780022415,-1.48133891193642,-2.67305514962081,-0.289622674252032,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"m_p_Xylene_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3358,1715,1643,-2.67750567485111,-5.79894437248721,0.443933022784991,0.0856773081755384,0.473368814564476,0.604203180326258,-0.177503778935045,-2.2289583242585,1.87395076638841,-2.85500945378616,-5.13630138661919,-0.573717520953124,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MeFOSAA_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",2211,1115,1096,2.35345204917783,-0.411558193927688,5.11846229228334,0.0878122178642932,0.473368814564476,0.604203180326258,-1.07408621361765,-3.22839037635836,1.08021794912305,1.27936583556017,-0.715307524775521,3.27403919589587,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"AsC_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2272,1159,1113,-2.7383165688672,-5.98101304558893,0.504379907854528,0.0900205188682747,0.473368814564476,0.604203180326258,1.56048584211686,-1.16891818156605,4.28988986579978,-1.17783072675034,-3.49976633777476,1.14410488427408,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"PrP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-1.4135077336755,-3.0998869010846,0.272871433733611,0.0921321853850322,0.473368814564476,0.610119805438658,1.85365432663211,0.86497032479736,2.84233832846686,0.440146592956615,-0.854772878082973,1.7350660639962,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"THg_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",3437,1761,1676,1.15990611657773,-0.263511937611477,2.58332417076693,0.100394191089195,0.483393467722654,0.62589063985396,0.932565964592047,-0.157365372520171,2.02249730170426,2.09247208116978,1.08753294717551,3.09741121516404,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"Hg_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2273,1161,1112,3.58664223247383,-0.875987332351067,8.04927179729873,0.104585121995233,0.483393467722654,0.62589063985396,-0.980501915865017,-3.1021808246982,1.14117699296817,2.60614031660881,-0.409366514937139,5.62164714815477,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"CMAC_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2229,1138,1091,-1.27152336506944,-2.87412704918489,0.331080319046011,0.108588073714068,0.483393467722654,0.628334873141598,-1.20067173115331,-2.48103484301179,0.0796913807051645,-2.47219509622276,-3.67652280125596,-1.26786739118955,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"PPDA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",945,463,482,4.88844209605808,-1.15549424490509,10.9323784370212,0.112908779111361,0.483393467722654,0.633958646193645,-4.50082016354232,-9.22921169636467,0.227571369280036,0.387621932515761,-2.90060026304862,3.67584412808015,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"Cd_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,-1.0225903123561,-2.34568680729974,0.300506182587543,0.116986877007989,0.483393467722654,0.633958646193645,-0.73111839422599,-1.72583319734367,0.263596408891695,-1.75370870658209,-3.12910901934661,-0.378308393817569,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MB3_Cys_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2197,1117,1080,-1.15950480025086,-2.66089926628618,0.341889665784464,0.117237143732213,0.483393467722654,0.633958646193645,-1.86276686225762,-3.02683825238953,-0.698695472125713,-3.02227166250848,-3.89449455636798,-2.15004876864898,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X4_ABP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1127,594,533,-1.85541536852139,-4.21277940394151,0.501948666898725,0.122919872802733,0.483393467722654,0.633958646193645,-0.203042448657404,-2.27405270193091,1.8679678046161,-2.05845781717879,-3.45495209540469,-0.661963538952902,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2210,1132,1078,-1.53667378287104,-3.57730275953936,0.503955193797275,0.125647782720083,0.483393467722654,0.633958646193645,-0.461389592286859,-1.81964412700342,0.896864942429698,-1.9980633751579,-3.34702132973772,-0.649105420578076,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X34_MHA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2248,1151,1097,-1.5373481540692,-3.59474802216872,0.520051714030317,0.128290411515468,0.483393467722654,0.633958646193645,-0.400419240713454,-1.96729827633211,1.1664597949052,-1.93776739478265,-3.24027890898563,-0.635255880579673,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"Total_As_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,-1.20266557240088,-2.81534632923709,0.410015184435326,0.128968166455643,0.483393467722654,0.633958646193645,2.54413803235291,1.31425350036357,3.77402256434224,1.34147245995202,0.128550488774237,2.55439443112981,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"EtP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2214,1118,1096,-2.21148646725086,-5.18382911090588,0.760856176404162,0.129770058449035,0.483393467722654,0.633958646193645,2.36684675887089,-0.0459842449198153,4.77967776266159,0.155360291620029,-1.83990926149632,2.15062984473638,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"Sn_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2265,1159,1106,1.20235442339256,-0.441717152569386,2.84642599935451,0.135775373573174,0.490558969897015,0.642239068647711,-1.39501682790461,-2.87858141858055,0.0885477627713347,-0.192662404512048,-1.13443191112583,0.749107102101739,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"PFNA_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2211,1115,1096,1.294352785657,-0.488055338649427,3.07676090996342,0.138278367353521,0.490558969897015,0.642658863218045,-0.268414761228096,-1.90393132691954,1.36710180446334,1.0259380244289,-0.11340944774218,2.16528549659998,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"NDMA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",927,450,477,-2.68253034381368,-6.41667639637986,1.05161570875249,0.159132242076183,0.52850963964241,0.669456998147066,2.29722299244759,-0.868226104070645,5.46267208896582,-0.385307351366097,-4.20661948102878,3.43600477829659,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"DMA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2270,1158,1112,-0.871962424411851,-2.1457092550393,0.401784406215601,0.160050538285678,0.52850963964241,0.669456998147066,2.53286050842685,1.36850298093812,3.69721803591559,1.660898084015,0.641436692148394,2.68035947588161,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X25_DMF_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3370,1723,1647,2.33525873985155,-1.15533735361021,5.82585483331332,0.168915045258788,0.52850963964241,0.669456998147066,-11.58826566214,-14.3693747477566,-8.80715657652341,-9.25300692228846,-12.1193304013143,-6.3866834432626,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"DPHP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2049,1010,1039,-0.928262577395511,-2.32578981870995,0.469264663918925,0.171732685202741,0.52850963964241,0.669456998147066,0.6808185744048,-0.282657955875412,1.64429510468501,-0.247444002990711,-1.32030581785916,0.825417811877736,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"Cd_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",3437,1761,1676,-0.679733323006669,-1.70812769399829,0.348661047984948,0.173665941900933,0.52850963964241,0.669456998147066,-2.62617475323772,-3.65743396008982,-1.59491554638562,-3.30590807624439,-4.28746605876978,-2.324350093719,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"Pb_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",3437,1761,1676,0.702323326669152,-0.36113887353068,1.76578552686898,0.173996801256572,0.52850963964241,0.669456998147066,-0.082006449986363,-1.41782233288993,1.2538094329172,0.620316876682789,-0.153750011738311,1.39438376510389,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"X1_AN_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1110,593,517,-1.21159227329882,-2.97944705849827,0.556262511900634,0.179189886592011,0.52850963964241,0.669456998147066,-1.28992868727006,-2.96358851874849,0.383731144208374,-2.50152096056888,-3.52165701535071,-1.48138490578705,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X25_DCP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,1.18750295337119,-0.634600340227027,3.0096062469694,0.17926273195153,0.52850963964241,0.669456998147066,-0.665945409059585,-2.09086619343078,0.758975375311614,0.521557544311601,-0.682474824225013,1.72558991284821,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"X3_HPMA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2170,1110,1060,-1.11903513980831,-2.84998223200859,0.611911952391977,0.182498600136444,0.52850963964241,0.671414602971116,-1.53644597802815,-2.77257692477468,-0.300315031281622,-2.65548111783646,-3.63188871743625,-1.67907351823667,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"PMA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2222,1136,1086,2.14647528645429,-1.22898204271115,5.52193261561974,0.189191145667402,0.52850963964241,0.675491610430536,-2.45530447070518,-5.13288831127449,0.22227936986414,-0.308829184250884,-2.50903602252178,1.89137765402001,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"PGA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2211,1132,1079,-1.19234586157032,-3.06888294524966,0.684191222109021,0.189518626134269,0.52850963964241,0.675491610430536,-0.164524459278226,-1.47860880899554,1.14955989043909,-1.35687032084855,-2.41517769411863,-0.298562947578466,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"BuP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2214,1118,1096,-2.02284994115027,-5.22221004079244,1.1765101584919,0.191540406313357,0.52850963964241,0.675491610430536,2.29003312528175,-0.304615247283667,4.88468149784717,0.267183184131483,-2.39535850857045,2.92972487683342,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"Benzene_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3280,1679,1601,-2.1487470936651,-5.64982443451164,1.35233024718144,0.203882093974909,0.543577528072106,0.70647516284329,-3.63532300005819,-6.12189253871277,-1.14875346140362,-5.78407009372329,-8.36222490724491,-3.20591528020168,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"BPF_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2213,1118,1095,-1.6711220923501,-4.42847372957077,1.08622954487056,0.209186785402663,0.543577528072106,0.709857390100895,-0.747526439637143,-2.86346593368999,1.3684130544157,-2.41864853198724,-4.57461712145015,-0.262679942524334,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"Co_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,-0.837494723672286,-2.22760632437517,0.552616877030594,0.211709213172016,0.543577528072106,0.709857390100895,1.33080767347234,0.368357815070624,2.29325753187405,0.49331294980005,-0.599099278891214,1.58572517849131,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X2_AN_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1113,589,524,-1.20456541797381,-3.10195693749237,0.692826101544747,0.213392938845771,0.543577528072106,0.709857390100895,-0.267334241013655,-1.99025542885191,1.4555869468246,-1.47189965898747,-2.33685133624071,-0.606947981734222,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"CYHA_Cys_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1074,531,543,2.68329297496144,-1.58560101442312,6.95218696434601,0.217959567765879,0.543577528072106,0.709857390100895,-12.0465755510957,-15.0472541769048,-9.04589692528651,-9.36328257613423,-12.6533803163236,-6.07318483594486,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"X1_PY_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2259,1154,1105,-1.25910929229714,-3.39117301563724,0.87295443104296,0.220243652942145,0.543577528072106,0.7133979193126,-0.0375288028825998,-1.83473630317272,1.75967869740752,-1.29663809517974,-2.43968173352101,-0.153594456838463,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"DMDTP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1040,510,530,-1.98392593770217,-5.18842799932393,1.22057612391959,0.224967316647965,0.543577528072106,0.717045429584856,-0.183955399630704,-2.13239990797601,1.7644891087146,-2.16788133733287,-4.5510062037237,0.21524352905795,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"PFHxA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1094,565,529,-2.36948088766724,-6.20681504585425,1.46785327051977,0.226186622419266,0.543577528072106,0.717045429584856,2.58846754764703,-1.01314718345936,6.19008227875341,0.218986659979789,-1.93891308762241,2.37688640758199,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"As_III_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2272,1159,1113,1.65580495595979,-1.25276472976725,4.56437464168682,0.236190744514793,0.558609856074669,0.717045429584856,1.68499993139751,-0.34409899413371,3.71409885692872,3.34080488735729,1.30515993807587,5.37644983663872,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"IPM1_Cys_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1072,530,542,-1.74530365225162,-4.77906131176712,1.28845400726387,0.259507387405323,0.604165636303018,0.765675261849369,-1.67349526217927,-3.94786822316843,0.600877698809893,-3.41879891443089,-4.93355011370728,-1.9040477151545,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"PFBA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1094,565,529,2.6404576403435,-1.99692826760803,7.27784354829503,0.264433284649369,0.606162452503939,0.765743909399809,1.94793286880683,-1.55043912073801,5.44630485835167,4.58839050915033,0.970707805903628,8.20607321239703,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"Thiocyanate_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2249,1148,1101,-1.17841013424629,-3.40470756280943,1.04788729431685,0.268656762240747,0.606512993543504,0.765743909399809,-0.846856392799591,-2.67669577390812,0.982982988308938,-2.02526652704588,-3.1800552558223,-0.870477798269462,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"TTCA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1180,622,558,2.10119713431162,-1.71062942265759,5.91302369128084,0.279967214199749,0.61859509370539,0.768598159437073,-2.63720423784937,-4.90865751067554,-0.365750965023195,-0.536007103537744,-3.60624660049079,2.53423239341531,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"X23_OH_PH_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2260,1154,1106,-0.967935866618715,-2.85563386100856,0.91976212777113,0.283089025211723,0.61859509370539,0.769894580565299,-1.28880323477655,-2.68052864041118,0.102922170858069,-2.25673910139527,-3.46767932008721,-1.04579888270332,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"CEMA_CEM_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2240,1145,1095,-0.88549539084543,-2.62522633907199,0.854235557381133,0.28646349976961,0.61859509370539,0.769894580565299,-2.34205522821751,-3.54531008934407,-1.13880036709095,-3.22755061906294,-4.35453721545313,-2.10056402267274,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X1_PH_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2260,1154,1106,-0.876740095877077,-2.70375597277398,0.950275781019822,0.313522500701154,0.658610186955429,0.785123573184402,-0.760773086164547,-1.88972905802644,0.368182885697342,-1.63751318204162,-2.91126381029508,-0.363762553788171,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X3_FL_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2256,1154,1102,-0.766494624893385,-2.37942033742502,0.846431087638251,0.318023191393204,0.658610186955429,0.785315449316656,-1.8036411235699,-3.0346238585364,-0.572658388603391,-2.57013574846328,-3.61499449538441,-1.52527700154215,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"IHg_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3437,1761,1676,1.39210115671768,-1.5387490160884,4.32295132952377,0.318254586985174,0.658610186955429,0.785315449316656,-0.181279720864465,-2.75398223668361,2.39142279495468,1.21082143585322,-1.00291357847845,3.42455645018489,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"Cs_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,-0.681166693062082,-2.15444975768154,0.792116371557379,0.330720098034792,0.671837678531981,0.785315449316656,1.75670207524643,0.528394274286779,2.98500987620608,1.07553538218435,-0.114403562319427,2.26547432668812,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"DETP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1043,513,530,-3.0085990078975,-9.10809595602536,3.09089794023036,0.333664350411856,0.671837678531981,0.785315449316656,2.58783195323113,-1.87262928823473,7.04829319469698,-0.42076705466637,-3.81653522861648,2.97500111928375,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
