"Pollutant","Modifier","Outcome","Exposure_Type","Exposure_Scale","n","N_Healthy","N_Risk","Beta_Interaction","Interaction_Low","Interaction_High","P_Interaction","P_FDR_BH_within_modifier","P_FDR_BH_all_tests","Toxicant_Beta_Healthy","Toxicant_Beta_Healthy_Low","Toxicant_Beta_Healthy_High","Toxicant_Beta_Risk","Toxicant_Beta_Risk_Low","Toxicant_Beta_Risk_High","Interaction_Direction"
"Sm_PFOS_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1045,510,535,0.34094232579776,-2.02787374767066,2.70975839926618,0.777869531165032,0.905488751121795,0.956885338977553,0.856955873893071,-0.832709242281264,2.54662099006741,1.19789819969083,-1.09371972557234,3.489516124954,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"PFDA_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2211,1115,1096,0.199371229992954,-1.48296165755784,1.88170411754375,0.799037546883883,0.919635512550758,0.968637118395984,0.914765084987676,-0.482268184475193,2.31179835445054,1.11413631498063,-0.367338958408658,2.59561158836992,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"Perchlorate_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2254,1152,1102,-0.219153185111448,-2.10033208103587,1.66202571081297,0.802366554574487,0.919635512550758,0.970000946301002,1.55433723963269,0.305184099575937,2.80349037968945,1.33518405452124,-0.0971178080895927,2.76748591713208,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"W_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2265,1159,1106,0.14109814364376,-1.29399546587836,1.57619175316588,0.832636454746995,0.947044517231315,0.972739501409888,-0.226259820787935,-1.38606462245647,0.933544980880598,-0.0851616771441749,-0.988784800928774,0.818461446640424,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"MEP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-0.143154590286644,-1.78182148945794,1.49551230888466,0.851027426153718,0.960629443158364,0.97514028889492,0.365356125112499,-0.582061742189311,1.31277399241431,0.222201534825855,-1.4471717296682,1.89157479931991,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"NPMA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2224,1137,1087,0.163644333247147,-1.94353670219097,2.27082536868526,0.867383024189814,0.971729854167536,0.980949302499296,0.654655584429088,-0.692930927586292,2.00224209644447,0.818299917676235,-0.488996335466725,2.1255961708192,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"o_Xylene_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3365,1722,1643,-0.31371280671207,-4.57355293707047,3.94612732364633,0.874174084612669,0.972029392591699,0.984465611407303,-3.80319560150753,-6.82701843510688,-0.779372767908175,-4.1169084082196,-6.71798984284607,-1.51582697359313,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"IPPPP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",932,453,479,0.523896459798038,-6.48952739450258,7.53732031409866,0.883599668711237,0.97368679084445,0.984465611407303,-3.82942442065182,-7.21177676807955,-0.447072073224092,-3.30552796085378,-8.27415361917285,1.66309769746529,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"Toluene_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",3306,1689,1617,0.119529599882038,-1.73077194491657,1.96983114468065,0.889505627626561,0.97368679084445,0.984465611407303,-2.67095556743934,-3.77910524359687,-1.5628058912818,-2.5514259675573,-3.82793734568612,-1.27491458942848,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"BCPP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2053,1012,1041,-0.237447336117742,-4.11682581892736,3.64193114669188,0.895269062722749,0.97368679084445,0.984465611407303,-0.824419495774584,-4.2798725641557,2.63103357260654,-1.06186683189233,-2.98722995460275,0.863496290818101,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"n_PFOS_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1045,510,535,0.124423619567242,-2.16489254255191,2.4137397816864,0.915167065595112,0.975746326778988,0.98447297975783,1.31373065415397,-0.234092834314021,2.86155414262196,1.43815427372121,-0.254744565025202,3.13105311246762,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"MCNP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,0.0848257547655574,-1.69171835468617,1.86136986421729,0.918194797427484,0.975746326778988,0.98447297975783,0.248051775991125,-1.04226340566348,1.53836695764573,0.332877530756682,-0.91910772118114,1.5848627826945,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"MCPP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,-0.05247140500979,-1.44115800410135,1.33621519408177,0.935215216615489,0.975746326778988,0.98447297975783,0.385488016088415,-0.577016806958579,1.34799283913541,0.333016611078625,-0.707769695943324,1.37380291810057,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"HEMA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2238,1144,1094,-0.132075815893553,-3.70775781102797,3.44360617924087,0.936665087769563,0.975746326778988,0.98447297975783,-3.15420585614419,-5.42409384324884,-0.884317869039535,-3.28628167203774,-5.88212528656725,-0.690438057508233,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"GAM_Cys_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2253,1152,1101,0.0896969980017066,-2.53237674370667,2.71177073971008,0.941334072885639,0.975746326778988,0.98447297975783,-5.13862165662446,-7.24807811459349,-3.02916519865543,-5.04892465862275,-7.34359586662237,-2.75425345062313,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"Pb_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,-0.0494966825908626,-1.56593438492893,1.4669410197472,0.944018502676989,0.975746326778988,0.98447297975783,1.36344257914225,-0.101399407874611,2.82828456615911,1.31394589655139,0.293297918302297,2.33459387480048,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MDA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1044,513,531,-0.271739145368592,-7.96479397130368,7.42131568056649,0.944805638247102,0.975746326778988,0.98447297975783,-3.79660146806423,-8.53519794037941,0.941995004250942,-4.06834061343283,-9.14991163432447,1.01323040745882,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"MCOP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,0.0430911518299061,-1.42215975007679,1.5083420537366,0.949551794516464,0.975746326778988,0.98447297975783,0.0480713036716751,-1.08755381640467,1.18369642374802,0.0911624555015811,-1.05326189121625,1.23558680221941,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"BPS_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2211,1118,1093,0.0555542231881062,-2.16296329040762,2.27407173678383,0.957035007763814,0.976700110663071,0.988549158799364,-0.371974168929706,-1.84396271388488,1.10001437602547,-0.316419945741599,-1.54461471184132,0.91177482035812,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"IPM3_Cys_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1072,530,542,-0.0221663410145034,-1.95193713267432,1.90760445064532,0.982038618028582,0.995371047068848,0.997922557157492,-3.33300065340217,-4.57999791255149,-2.08600339425285,-3.35516699441667,-4.76642128087253,-1.94391270796081,"More negative / less positive toxicant–LE8_no_diet association in lifestyle-risk group"
"X26_DMA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1063,563,500,0.0353389844478494,-4.85109596464924,4.92177393354494,0.988690704471071,0.995371047068848,0.997922557157492,-3.7806365488567,-6.87426941831113,-0.687003679402272,-3.74529756440885,-7.18821396471802,-0.302381164099685,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"OXY_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2257,1115,1142,0.000607109960129771,-4.21891851482453,4.22013273474479,0.999752995974053,0.999752995974053,0.999752995974053,0.91421631662288,-2.56669246269698,4.39512509594274,0.914823426583009,-1.84283633229834,3.67248318546436,"More positive / less negative toxicant–LE8_no_diet association in lifestyle-risk group"
"NDMA_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",927,571,356,-10.1109702143473,-14.5209204418669,-5.70101998682763,6.99854722785548e-06,0.00104278353695047,0.00417113414780186,5.82913851062141,2.37001485352088,9.28826216772193,-4.28183170372585,-8.1366177875531,-0.427045619898596,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"MeP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2212,1313,899,-1.83693328271986,-2.73461983090677,-0.939246734532943,0.000895487352174738,0.066713807737018,0.177903487298715,2.6512320265593,1.76188497870973,3.54057907440888,0.814298743839443,-0.181202610469437,1.80980009814832,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"GLYP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2048,1229,819,-2.00337312882491,-3.33467044732201,-0.67207581032781,0.00692763088004474,0.288616097514176,0.420286715374257,1.09548395640566,0.0302344535061418,2.16073345930518,-0.907889172419246,-1.7953446794353,-0.0204336654031951,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"Pb_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2266,1362,904,1.86360925631229,0.547769059390927,3.17944945323364,0.00979828358346317,0.288616097514176,0.420286715374257,0.708103087288252,-0.129507684460228,1.54571385903673,2.57171234360054,1.02252684412909,4.12089784307199,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"DMTP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1043,643,400,-2.54872439810849,-4.59479088012767,-0.502657916089314,0.0146276413800388,0.288616097514176,0.420286715374257,2.79090566349498,1.55351760453802,4.02829372245194,0.242181265386489,-1.35044511371271,1.83480764448569,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"BP3_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2212,1313,899,-2.02322859212422,-3.58095636822281,-0.465500816025624,0.0155524192417082,0.288616097514176,0.420286715374257,2.60663906197058,1.17472765531519,4.03855046862597,0.583410469846366,-0.521008159394308,1.68782909908704,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"MMA_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2272,1364,908,3.3726982717538,0.750921168222397,5.99447537528521,0.0163316573439012,0.288616097514176,0.420286715374257,1.42209938751346,-0.245458335199167,3.08965711022608,4.79479765926726,2.57480916400345,7.01478615453108,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"BMA_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2244,1352,892,1.52463609907123,0.319021229359755,2.73025096878271,0.0177955540878237,0.288616097514176,0.420286715374257,0.961912485984788,0.204905649035681,1.7189193229339,2.48654858505602,1.46290118829559,3.51019598181645,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"MA_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2210,1335,875,1.60064322703348,0.331569258350911,2.86971719571605,0.0180313693486892,0.288616097514176,0.420286715374257,-1.79217841484496,-2.64158491139061,-0.942771918299315,-0.191535187811478,-1.60570071386831,1.22263033824535,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"PrP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2212,1313,899,-1.61225123450509,-2.91653328319204,-0.307969185818132,0.0199070531351613,0.288616097514176,0.420286715374257,2.27389948721699,1.37339118463206,3.17440778980192,0.661648252711905,-0.449442063385996,1.7727385688098,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"PNP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2222,1341,881,-1.46243716184936,-2.68176168674761,-0.243112636951097,0.0230004054752541,0.288616097514176,0.420286715374257,1.64581279416455,0.820015484146724,2.47161010418237,0.18337563231519,-0.715941780380906,1.08269304501129,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"CYHA_Cys_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",1074,616,458,-3.86138117550724,-7.19626310818578,-0.526499242828707,0.023244249464229,0.288616097514176,0.420286715374257,-10.2196145872481,-12.6385211186277,-7.80070805586846,-14.0809957627553,-17.1172465369429,-11.0447449885677,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"DPHP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2049,1229,820,-1.91500569004726,-3.56268398928011,-0.267327390814413,0.0266092681082563,0.304983149856168,0.440531216458909,1.0644412063714,0.104665949998942,2.02421646274386,-0.850564483675862,-2.0874309902057,0.38630202285398,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"MeFOSAA_binary_S","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2211,1301,910,3.30930091786974,0.33465252999921,6.28394930574026,0.0323259947652616,0.344040944287427,0.450973920290067,-0.421066671389115,-2.43284049031899,1.59070714754076,2.88823424648062,0.694516841563048,5.0819516513982,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"X14_DCB_binary_S","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",3343,1985,1358,2.32760687331776,0.151361708689893,4.50385203794562,0.0382119815348489,0.36300927827085,0.464651876186689,-0.596924499257593,-2.07653265398832,0.882683655473131,1.73068237406016,-0.36338664748712,3.82475139560745,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"DMP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1040,640,400,-2.16812637906736,-4.22658043515611,-0.109672322978599,0.0389808620961987,0.36300927827085,0.464651876186689,1.96506105576638,0.969916478879004,2.96020563265376,-0.203065323300973,-2.08496470271058,1.67883405610863,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"ATCA_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2197,1321,876,1.73716116029604,0.0226356168551196,3.45168670373696,0.0475227651781355,0.408821588851686,0.529982234921422,-0.600100932509981,-1.76360405223441,0.56340218721445,1.13706022778606,-0.291707753556995,2.56582820912911,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"X4_MDA_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",1029,601,428,-2.82323003942905,-5.65809120892557,0.0116311300674665,0.050947410861005,0.408821588851686,0.529982234921422,0.467953287021464,-1.68856466645711,2.62447124050004,-2.35527675240759,-4.58247006628357,-0.128083438531609,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"IPM1_Cys_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1072,615,457,-2.60192360114665,-5.22785434038477,0.0240071380914757,0.0521316120012218,0.408821588851686,0.529982234921422,-2.56830630612926,-4.10083323527054,-1.03577937698797,-5.1702299072759,-6.88327701834863,-3.45718279620318,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"DHB_Cys_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2138,1285,853,1.60685611076911,-0.0410401047760018,3.25475232631423,0.0550120659409684,0.409839891260215,0.529982234921422,-1.3531061956375,-2.54738363801508,-0.158828753259916,0.253749915131616,-1.29611888370601,1.80361871396924,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"MINP_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2213,1314,899,3.06304073021927,-0.209017672748781,6.33509913318732,0.0638227531086115,0.452837629199196,0.558287001933687,0.107285036140334,-1.86306763721241,2.07763770949308,3.1703257663596,0.402336864596847,5.93831466812235,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"X25_DCP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2212,1313,899,1.43343675190707,-0.311277027824876,3.17815053163901,0.0979483675361926,0.626070743510068,0.62589063985396,-0.531669874189079,-1.77791801644493,0.71457826806677,0.901766877717988,-0.369960307826198,2.17349406326217,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"Mn_ln_S","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",3437,2047,1390,-0.799935468273388,-1.78527483266945,0.185403896122671,0.10151827867134,0.626070743510068,0.62589063985396,-0.227699823169303,-0.809838626217303,0.354438979878698,-1.02763529144269,-2.09114429445469,0.0358737115693037,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"Pb_ln_S","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",3437,2047,1390,1.08450351112146,-0.266391500015105,2.43539852225804,0.10493055589247,0.626070743510068,0.62589063985396,-0.0141392137105155,-0.915855081912781,0.88757665449175,1.07036429741095,-0.368040147735199,2.5087687425571,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"n_PFOA_ln_S","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1045,635,410,-1.37733470656167,-3.10548791672199,0.350818503598654,0.118267391937463,0.626070743510068,0.633958646193645,1.64981924482187,0.369843821199427,2.9297946684443,0.272484538260196,-1.51202213766126,2.05699121418165,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"DMDTP_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",1040,640,400,-2.92349012763519,-6.61384588911029,0.766865633839906,0.120500005858074,0.626070743510068,0.633958646193645,1.87443241602844,0.144392643707432,3.60447218834945,-1.04905771160675,-4.12150362406187,2.02338820084837,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"Sm_PFOS_ln_S","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1045,635,410,1.28692517016542,-0.3508786580461,2.92472899837695,0.123544118510151,0.626070743510068,0.633958646193645,0.697073422150099,-0.890886332184131,2.28503317648433,1.98399859231552,0.483091070468869,3.48490611416218,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"Perchlorate_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2254,1357,897,-1.31217687593448,-3.07340449098974,0.449050739120772,0.129300637092749,0.626070743510068,0.633958646193645,2.60283762853655,1.5424463527692,3.6632289043039,1.29066075260207,-0.286365410389773,2.86768691559392,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"Furan_binary_S","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",3375,2004,1371,-2.1888973789576,-5.15564301651196,0.777848258596756,0.132678145433211,0.626070743510068,0.637711086114468,-11.201927292952,-13.3510424848489,-9.05281210105501,-13.3908246719096,-16.0158062043639,-10.7658431394552,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"Tl_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2266,1362,904,-1.19899939520988,-2.83705839954132,0.439059609121568,0.135468669896587,0.626070743510068,0.642239068647711,2.35660721957284,1.13771835576883,3.57549608337684,1.15760782436296,0.246609927900567,2.06860572082536,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"X24D_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2265,1369,896,-1.18710506786994,-2.84533359495538,0.471123459215504,0.143408173414201,0.626070743510068,0.652452453090565,2.33641069037862,1.60390101819858,3.06892036255867,1.14930562250869,-0.301784008119637,2.60039525313701,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"Hg_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2273,1364,909,2.48194499088396,-1.06700705183978,6.03089703360769,0.151999352842848,0.626070743510068,0.669456998147066,0.446988333035826,-0.874010734400386,1.76798740047204,2.92893332391978,-0.0600443634861851,5.91791101132575,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"MDA_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",1044,641,403,-4.75530270989486,-11.2665298569646,1.75592443717485,0.152313342509165,0.626070743510068,0.669456998147066,1.22743050377422,-2.02743013952047,4.48229114706891,-3.52787220612064,-8.40022195903044,1.34447754678916,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"OXY_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2257,1364,893,2.10567577789738,-0.919888785015192,5.13124034080995,0.15381131259213,0.626070743510068,0.669456998147066,0.113984114476452,-2.49128981471513,2.71925804366804,2.21965989237383,-0.131232618404248,4.57055240315192,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"X24_DCP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2212,1313,899,0.960697811042878,-0.420969854655729,2.34236547674148,0.154158031718796,0.626070743510068,0.669456998147066,0.499105707394457,-0.640877041807822,1.63908845659673,1.45980351843733,0.429663335827263,2.48994370104741,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"PGA_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2211,1333,878,1.11342236140853,-0.488964866801883,2.71580958961894,0.154409095766565,0.626070743510068,0.669456998147066,-1.43719839862205,-2.39003688337439,-0.484359913869711,-0.323776037213522,-1.67619489571442,1.02864282128737,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"Mo_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2265,1361,904,-1.07484309435674,-2.62607104059042,0.476384851876934,0.155467231609883,0.626070743510068,0.669456998147066,1.77180155808122,0.669454143177763,2.87414897298468,0.696958463724477,-0.512217789648433,1.90613471709739,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"TCPY_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2243,1357,886,-1.11376856230166,-2.75408700219437,0.526549877591048,0.163178363055853,0.639830949876896,0.669456998147066,1.76392489282575,0.820224025937493,2.707625759714,0.650156330524086,-0.543999721127223,1.84431238217539,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"m_p_Xylene_binary_S","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",3358,1995,1363,1.61182895039451,-0.838603090467702,4.06226099125672,0.175581522791357,0.655349610660338,0.669456998147066,-2.82363990848182,-4.46499620894996,-1.18228360801368,-1.21181095808731,-3.77659546980329,1.35297355362866,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"X1_PH_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2260,1358,902,-1.23025888042595,-3.10225415636407,0.641736395512156,0.175932781385326,0.655349610660338,0.669456998147066,-0.998459752949108,-2.1595511882268,0.162631682328584,-2.22871863337506,-3.38515679158021,-1.07228047516991,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"A_a_C_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",1162,733,429,3.53379533206673,-1.74122633459699,8.80881699873045,0.18918242875418,0.678644646043185,0.675491610430536,-6.38234529829314,-8.48481250744113,-4.27987808914515,-2.84854996622641,-6.95152812806552,1.2544281956127,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"W_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2265,1361,904,-1.17191081336062,-3.02431185364507,0.680490226923826,0.191295806267207,0.678644646043185,0.675491610430536,0.378606365587426,-0.666002734143627,1.42321546531848,-0.793304447773198,-2.06055984656062,0.473950951014221,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"Harman_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1163,734,429,1.22948360045228,-0.654767751919946,3.11373495282451,0.200937034871263,0.696270190600422,0.700341946101009,-0.131301413797975,-0.784067449797921,0.52146462220197,1.09818218665431,-0.806483928657321,3.00284830196593,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"BuP_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2214,1315,899,-2.16059444023557,-5.7943307186012,1.47314183813007,0.217321072873092,0.721737787678314,0.709857390100895,1.98049895950862,-0.64158165224301,4.60257957126026,-0.180095480726943,-3.06353586079017,2.70334489933628,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"U_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2266,1362,904,0.784250040895292,-0.56912113896154,2.13762122075212,0.228436295099209,0.721737787678314,0.717045429584856,-1.08474326483307,-1.98602097139928,-0.18346555826686,-0.300493223937779,-1.41410216810077,0.813115720225214,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"n_PFOS_ln_S","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1045,635,410,1.19426146940372,-0.752385723349601,3.14090866215705,0.229196477617615,0.721737787678314,0.717045429584856,1.05877475206662,-0.522611413318228,2.64016091745147,2.25303622147035,0.878383858676149,3.62768858426454,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"MeA_a_C_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",1162,734,428,2.66567230294702,-1.69311223908778,7.02445684498183,0.230667225327109,0.721737787678314,0.717045429584856,-9.50684033993883,-11.8765135242789,-7.1371671555988,-6.84116803699181,-10.9422203165041,-2.74011575747949,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"As_III_binary_U","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",2272,1364,908,1.9834755807019,-1.50853265645898,5.47548381786279,0.237179806757347,0.721737787678314,0.717045429584856,1.71132110110849,-0.285162773566743,3.70780497578373,3.69479668181039,0.565302853899031,6.82429050972176,"More positive / less negative toxicant–LE8_no_PA association in lifestyle-risk group"
"NPMA_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2224,1347,877,-0.9797158714894,-2.7052229842914,0.745791241312601,0.237350010713003,0.721737787678314,0.717045429584856,1.19668170157869,0.310519810417426,2.08284359273995,0.216965830089288,-1.22349152949223,1.65742318967081,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"Chloroform_binary_S","PhysicalActivity","LE8_no_PA","Binary","Binary 0/1",3280,1944,1336,-1.25284717031211,-3.65315931118464,1.14746497056042,0.275002754458577,0.791514137119995,0.765743909399809,0.994145124491481,-0.369629721403349,2.35791997038631,-0.258702045820632,-2.31194643603628,1.79454234439502,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"DEP_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",1046,644,402,-1.25666711630933,-3.51324451756712,0.999910284948449,0.275059157639849,0.791514137119995,0.765743909399809,1.74712781754664,0.257423570121851,3.23683206497142,0.490460701237302,-1.39598637604634,2.37690777852094,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
"X2_HPMA_ln_U","PhysicalActivity","LE8_no_PA","Continuous","Continuous, per 1 SD",2230,1343,887,-1.00265965522195,-2.92885190316501,0.923532592721105,0.276233121679461,0.791514137119995,0.765743909399809,0.176355906684793,-0.84253400914435,1.19524582251394,-0.826303748537161,-2.31666792447445,0.664060427400127,"More negative / less positive toxicant–LE8_no_PA association in lifestyle-risk group"
