"category_group_id","family","outcome","direction","n_exposures","n_complete","requested_holdouts","successful_holdouts","bootstraps_per_holdout","total_attempted_bootstraps","validation_fraction","mean_estimate","sd_between_holdouts","median_estimate","percentile_ci_low","percentile_ci_high","mean_effect","median_effect","percentile_effect_ci_low","percentile_effect_ci_high","empirical_two_sided_p","total_converged_bootstraps","elapsed_minutes","warning_count","warnings","BH_FDR_empirical"
"C06","Urinary perchlorate, nitrate and thiocyanate","CVD","positive",3,2218,2,2,10,20,0.4,0.301103720180954,0.22076122172617,0.301103720180954,0.152807051120632,0.449400389241276,1.35134949648375,1.35134949648375,1.16510015248466,1.56737209050441,0,20,0.62525,1,"non-integer #successes in a binomial glm!",0
