Scenario,Category,CategoryID,GO,Description,LogP,Log(q-value),FDR,Count,HitListN,GeneRatio,Hits,SourceFile
Minus_SEA,GO Biological Processes,19,GO:0030500,regulation of bone mineralization,-3.9,-2.6,0.07427357821433388,4,114,0.03508771929824561,ACVR2B|ALOX5|FBN2|SLC8A1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0031348,negative regulation of defense response,-3.9,-2.6,0.07427357821433388,7,114,0.06140350877192982,ALOX5|APOA1|APOE|GRN|IL10|PPARG|TNFAIP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0046632,alpha-beta T cell differentiation,-3.8,-2.6,0.07427357821433388,4,114,0.03508771929824561,MTOR|IL6|IL10|TBK1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0060048,cardiac muscle contraction,-3.8,-2.6,0.07427357821433388,4,114,0.03508771929824561,GJA1|KCNQ1|PIK3CA|SLC8A1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0071773,cellular response to BMP stimulus,-3.8,-2.6,0.07427357821433388,4,114,0.03508771929824561,ACVR2B|ENG|SMAD4|PPARG,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0071772,response to BMP,-3.8,-2.6,0.07427357821433388,4,114,0.03508771929824561,ACVR2B|ENG|SMAD4|PPARG,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0030003,intracellular monoatomic cation homeostasis,-3.8,-2.6,0.07427357821433388,8,114,0.07017543859649122,ACVR2B|APP|CAV1|DRD3|EDN1|GRN|SMAD4|SLC8A1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0030098,lymphocyte differentiation,-3.8,-2.6,0.07427357821433388,6,114,0.05263157894736842,MTOR|IL6|IL10|PIK3R2|TBK1|CHD7,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,-3.8,-2.6,0.07427357821433388,9,114,0.07894736842105263,ACTB|CAV1|MTOR|GRN|IL6|IL10|PTPN11|SMARCA4|TNFAIP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,-3.8,-2.6,0.07427357821433388,3,114,0.02631578947368421,GPX1|SERPINE1|TNFAIP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0050820,positive regulation of coagulation,-3.8,-2.6,0.07427357821433388,3,114,0.02631578947368421,F12|SERPINE1|EMILIN1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0003230,cardiac atrium development,-3.8,-2.6,0.07427357821433388,3,114,0.02631578947368421,ENG|NOTCH1|NPHP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0044344,cellular response to fibroblast growth factor stimulus,-3.8,-2.6,0.07427357821433388,4,114,0.03508771929824561,CPS1|FGFR1|PTPN11|FGFRL1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0046486,glycerolipid metabolic process,-3.8,-2.6,0.07427357821433388,7,114,0.06140350877192982,APOA1|APOA2|APOB|APOE|CAV1|CPS1|PIK3CA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,-3.8,-2.6,0.07427357821433388,6,114,0.05263157894736842,CAV1|CTNNB1|TGFBR1|TNFAIP3|VCP|SQSTM1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0050778,positive regulation of immune response,-3.8,-2.6,0.07427357821433388,10,114,0.08771929824561403,CFH|IL6|IL10|LIMK1|NONO|PIK3CA|PTK2|TNFAIP3|MATR3|TBK1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0150116,regulation of cell-substrate junction organization,-3.8,-2.6,0.07427357821433388,4,114,0.03508771929824561,KDR|PTK2|TSC1|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0030198,extracellular matrix organization,-3.8,-2.5,0.0820849986238988,6,114,0.05263157894736842,APP|ENG|FBN1|TGFBR1|ADAMTSL2|EMILIN1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0034284,response to monosaccharide,-3.8,-2.5,0.0820849986238988,5,114,0.043859649122807015,APOA2|GPX1|SMAD4|NR0B2|NCF1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0032924,activin receptor signaling pathway,-3.8,-2.5,0.0820849986238988,3,114,0.02631578947368421,ACVR2B|SMAD4|TGFBR1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0043062,extracellular structure organization,-3.8,-2.5,0.0820849986238988,6,114,0.05263157894736842,APP|ENG|FBN1|TGFBR1|ADAMTSL2|EMILIN1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0051640,organelle localization,-3.8,-2.5,0.0820849986238988,8,114,0.07017543859649122,CTNNB1|DCTN1|GJA1|GNAQ|LMNA|MAPT|MAP2K1|MFN2,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1901873,regulation of post-translational protein modification,-3.7,-2.5,0.0820849986238988,6,114,0.05263157894736842,CAV1|CTNNB1|TGFBR1|TNFAIP3|VCP|SQSTM1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0045229,external encapsulating structure organization,-3.7,-2.5,0.0820849986238988,6,114,0.05263157894736842,APP|ENG|FBN1|TGFBR1|ADAMTSL2|EMILIN1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0010639,negative regulation of organelle organization,-3.7,-2.5,0.0820849986238988,7,114,0.06140350877192982,MTOR|GPX1|HNRNPA1|SMAD4|MAPT|PIK3CA|PPARG,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0010562,positive regulation of phosphorus metabolic process,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,APP|MTOR|MAP2K1|VCP,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,KEGG Pathway,24,hsa01524,Platinum drug resistance,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,CASP8|PIK3CA|PIK3R2|MAPK1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0010565,regulation of ketone metabolic process,-3.7,-2.5,0.0820849986238988,5,114,0.043859649122807015,CAV1|EDN1|IRS1|PPARG|PTGS2,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0006897,endocytosis,-3.7,-2.5,0.0820849986238988,8,114,0.07017543859649122,APOE|APP|CAV1|DRD3|LIMK1|MAPK1|PTK2|TSC2,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0099536,synaptic signaling,-3.7,-2.5,0.0820849986238988,8,114,0.07017543859649122,APOE|DRD3|GNA11|GNAQ|NR3C1|MET|NOTCH1|MAPK1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0048010,vascular endothelial growth factor receptor signaling pathway,-3.7,-2.5,0.0820849986238988,3,114,0.02631578947368421,KDR|PTK2|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0070252,actin-mediated cell contraction,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,ACTC1|GJA1|KCNQ1|PIK3CA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0007626,locomotory behavior,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,APOE|APP|DRD3|TSC1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0071216,cellular response to biotic stimulus,-3.7,-2.5,0.0820849986238988,6,114,0.05263157894736842,IL6|IL10|NOTCH1|SERPINE1|TNFAIP3|EIF2AK3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0051149,positive regulation of muscle cell differentiation,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,EDN1|ENG|NOTCH1|PIEZO1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1903578,regulation of ATP metabolic process,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,APP|MTOR|MAP2K1|VCP,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0050870,positive regulation of T cell activation,-3.7,-2.5,0.0820849986238988,6,114,0.05263157894736842,ACTB|CAV1|MTOR|IL6|PTPN11|SMARCA4,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1904385,cellular response to angiotensin,-3.7,-2.5,0.0820849986238988,3,114,0.02631578947368421,CAV1|ACE|NONO,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0002269,leukocyte activation involved in inflammatory response,-3.7,-2.5,0.0820849986238988,3,114,0.02631578947368421,APP|GRN|MAPT,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0046326,positive regulation of D-glucose import across plasma membrane,-3.7,-2.5,0.0820849986238988,3,114,0.02631578947368421,IRS1|PTPN11|CAPN10,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0010575,positive regulation of vascular endothelial growth factor production,-3.7,-2.5,0.0820849986238988,3,114,0.02631578947368421,IL6|PTGS2|EIF2AK3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0001774,microglial cell activation,-3.7,-2.5,0.0820849986238988,3,114,0.02631578947368421,APP|GRN|MAPT,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0030513,positive regulation of BMP signaling pathway,-3.7,-2.5,0.0820849986238988,3,114,0.02631578947368421,ENG|KDR|NOTCH1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0090140,regulation of mitochondrial fission,-3.7,-2.5,0.0820849986238988,3,114,0.02631578947368421,KDR|MAPT|PPARG,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,KEGG Pathway,24,hsa05140,Leishmaniasis,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,IL10|MAPK1|PTGS2|NCF1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0060560,developmental growth involved in morphogenesis,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,APP|CTNNB1|EDN1|NOTCH1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0014013,regulation of gliogenesis,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,DRD3|IDH2|IL6|NOTCH1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0060541,respiratory system development,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,FBN1|VEGFA|NPHP3|CHD7,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,IL6|IL10|PKD2|STAMBP,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0071774,response to fibroblast growth factor,-3.7,-2.5,0.0820849986238988,4,114,0.03508771929824561,CPS1|FGFR1|PTPN11|FGFRL1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,-3.7,-2.5,0.0820849986238988,7,114,0.06140350877192982,ACTB|CAV1|MTOR|IL6|IL10|PTPN11|SMARCA4,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0030856,regulation of epithelial cell differentiation,-3.7,-2.5,0.0820849986238988,5,114,0.043859649122807015,CAV1|CTNNB1|NOTCH1|SERPINE1|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0051147,regulation of muscle cell differentiation,-3.6,-2.4,0.09071795328941251,5,114,0.043859649122807015,EDN1|ENG|SMAD4|NOTCH1|PIEZO1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0032872,regulation of stress-activated MAPK cascade,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,MAPK1|MAP2K1|MAP2K2,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0007528,neuromuscular junction development,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,DCTN1|MAP2K1|RAF1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:2000352,negative regulation of endothelial cell apoptotic process,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,KDR|SERPINE1|TNFAIP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0060251,regulation of glial cell proliferation,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,IDH2|IL6|NOTCH1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0010661,positive regulation of muscle cell apoptotic process,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,SMAD4|PPARG|MFN2,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,GPX1|SERPINE1|TGFBR1|TNFAIP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0043536,positive regulation of blood vessel endothelial cell migration,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,FGFR1|KDR|PTGS2|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0034103,regulation of tissue remodeling,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,CSF1R|IL6|PPARG|TNFAIP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,-3.6,-2.4,0.09071795328941251,7,114,0.06140350877192982,ACTB|APP|CSF1R|EDN1|NOTCH1|PTK2|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0009636,response to toxic substance,-3.6,-2.4,0.09071795328941251,6,114,0.05263157894736842,APOE|CPS1|EDN1|GPX1|PTGS2|EHMT1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1903321,negative regulation of protein modification by small protein conjugation or removal,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,CAV1|CTNNB1|TNFAIP3|SQSTM1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,KDR|NOTCH1|PTGS2|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:2000179,positive regulation of neural precursor cell proliferation,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,CTNNB1|NOTCH1|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,CAV1|IL6|IL10|NOTCH1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0051591,response to cAMP,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,APP|CPS1|KCNQ1|PKD2,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,KEGG Pathway,24,hsa04623,Cytosolic DNA-sensing pathway,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,ADAR|CASP8|IL6|TBK1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0051153,regulation of striated muscle cell differentiation,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,EDN1|SMAD4|NOTCH1|PIEZO1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0042542,response to hydrogen peroxide,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,EDN1|GPX1|IL6|TNFAIP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0007179,transforming growth factor beta receptor signaling pathway,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,ENG|SMAD4|PTK2|TGFBR1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0003002,regionalization,-3.6,-2.4,0.09071795328941251,6,114,0.05263157894736842,ACVR2B|ENG|NOTCH1|PKD2|TGFBR1|NPHP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0060412,ventricular septum morphogenesis,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,SMAD4|NOTCH1|TGFBR1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0070302,regulation of stress-activated protein kinase signaling cascade,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,MAPK1|MAP2K1|MAP2K2,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0014014,negative regulation of gliogenesis,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,DRD3|IDH2|NOTCH1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0002701,negative regulation of production of molecular mediator of immune response,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,APOA1|APOA2|IL10,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0003161,cardiac conduction system development,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,GJA1|SMAD4|NOTCH1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0003203,endocardial cushion morphogenesis,-3.6,-2.4,0.09071795328941251,3,114,0.02631578947368421,ENG|SMAD4|NOTCH1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0071229,cellular response to acid chemical,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,MTOR|PIK3CA|PKD2|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0008203,cholesterol metabolic process,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,APOA1|APOB|APOE|NR0B2,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1901874,negative regulation of post-translational protein modification,-3.6,-2.4,0.09071795328941251,4,114,0.03508771929824561,CAV1|CTNNB1|TNFAIP3|SQSTM1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0140546,defense response to symbiont,-3.6,-2.4,0.09071795328941251,10,114,0.08771929824561403,ADAR|APP|CSF1R|EDN1|F12|CFH|PPARG|RAF1|TBK1|NCF1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,KEGG Pathway,24,hsa04261,Adrenergic signaling in cardiomyocytes,-3.5,-2.4,0.09071795328941251,5,114,0.043859649122807015,ACTC1|GNAQ|KCNQ1|MAPK1|SLC8A1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,-3.5,-2.4,0.09071795328941251,7,114,0.06140350877192982,GRN|NONO|PTPN11|TNFAIP3|MATR3|EMILIN1|TBK1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,-3.5,-2.3,0.10025884372280375,5,114,0.043859649122807015,DRD3|ESR1|GNA11|GNAQ|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,-3.5,-2.3,0.10025884372280375,8,114,0.07017543859649122,ACTB|CAV1|MTOR|IL6|IL10|PTPN11|SMARCA4|TNFAIP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1905332,positive regulation of morphogenesis of an epithelium,-3.5,-2.3,0.10025884372280375,3,114,0.02631578947368421,CTNNB1|GJA1|VEGFA,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1904888,cranial skeletal system development,-3.5,-2.3,0.10025884372280375,3,114,0.02631578947368421,CTNNB1|GNA11|TGFBR1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,-3.5,-2.3,0.10025884372280375,3,114,0.02631578947368421,CTNNB1|IL10|NONO,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0015908,fatty acid transport,-3.5,-2.3,0.10025884372280375,4,114,0.03508771929824561,APOE|ACE|DRD3|PPARG,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0007368,determination of left/right symmetry,-3.5,-2.3,0.10025884372280375,4,114,0.03508771929824561,ENG|NOTCH1|PKD2|NPHP3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0098542,defense response to other organism,-3.5,-2.3,0.10025884372280375,10,114,0.08771929824561403,ADAR|APP|CSF1R|EDN1|F12|CFH|PPARG|RAF1|TBK1|NCF1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0008277,regulation of G protein-coupled receptor signaling pathway,-3.5,-2.3,0.10025884372280375,5,114,0.043859649122807015,APP|DRD3|EDN1|SERPINE1|PKD2,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0019722,calcium-mediated signaling,-3.5,-2.3,0.10025884372280375,5,114,0.043859649122807015,APP|EDN1|PKD2|SLC8A1|EIF2AK3,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,KEGG Pathway,24,hsa04390,Hippo signaling pathway,-3.5,-2.3,0.10025884372280375,5,114,0.043859649122807015,ACTB|CTNNB1|SMAD4|SERPINE1|TGFBR1,results/metascape/Minus_SEA_GO_AllLists.csv
Minus_SEA,GO Biological Processes,19,GO:0007613,memory,-3.5,-2.3,0.10025884372280375,4,114,0.03508771929824561,APOE|APP|MAPT|ADNP,results/metascape/Minus_SEA_GO_AllLists.csv
