Category,Description,LogP,Log(q-value),#GeneInGOAndHitList,#GeneInHitList,Hits,CategoryID,GO,Enrichment,FDR,Significant_FDR_0_05,GeneID,LogQ,Count,HitListN,GeneRatio,MinusLog10FDR
GO Biological Processes,regulation of actin cytoskeleton organization,-7.3,-5.6,11,116,APOA1|CSF1R|EDN1|MTOR|HRAS|LIMK1|SMAD4|PIK3CA|TGFBR1|TSC1|CAPN10,19,GO:0032956,8.9,2.5118864315095823e-6,TRUE,335|1436|1906|2475|3265|3984|4089|5290|7046|7248|11132,-5.6,11,116,0.09482758620689655,5.6
GO Biological Processes,vascular process in circulatory system,-7.3,-5.6,10,116,APOE|CAV1|CPS1|ACE|EDN1|FBN1|MAP2K1|PTPN11|SLC8A1|VEGFA,19,GO:0003018,10,2.5118864315095823e-6,TRUE,348|857|1373|1636|1906|2200|5604|5781|6546|7422,-5.6,10,116,0.08620689655172414,5.6
GO Biological Processes,regulation of response to biotic stimulus,-7.3,-5.6,14,116,APOE|APP|CASP8|GRN|CFH|NONO|PPARG|PTPN11|TNFAIP3|SQSTM1|MATR3|EMILIN1|TBK1|NCF1,19,GO:0002831,6.3,2.5118864315095823e-6,TRUE,348|351|841|2896|3075|4841|5468|5781|7128|8878|9782|11117|29110|653361,-5.6,14,116,0.1206896551724138,5.6
GO Biological Processes,regulation of hormone levels,-7.3,-5.6,13,116,ALOX5|ACE|EDN1|GJA1|GNAQ|IL6|IRS1|KCNQ1|PPARG|SLC2A2|NR0B2|CAPN10|CHD7,19,GO:0010817,6.9,2.5118864315095823e-6,TRUE,240|1636|1906|2697|2776|3569|3667|3784|5468|6514|8431|11132|55636,-5.6,13,116,0.11206896551724138,5.6
GO Biological Processes,lipid transport,-7.3,-5.6,11,116,APOA1|APOA2|APOB|APOE|CAV1|ACE|DCTN1|DRD3|KCNQ1|MTTP|PPARG,19,GO:0006869,8.8,2.5118864315095823e-6,TRUE,335|336|338|348|857|1636|1639|1814|3784|4547|5468,-5.6,11,116,0.09482758620689655,5.6
GO Biological Processes,regulation of innate immune response,-7.2,-5.6,13,116,APOE|APP|CASP8|GRN|CFH|NONO|PPARG|PTPN11|TNFAIP3|SQSTM1|MATR3|TBK1|NCF1,19,GO:0045088,6.9,2.5118864315095823e-6,TRUE,348|351|841|2896|3075|4841|5468|5781|7128|8878|9782|29110|653361,-5.6,13,116,0.11206896551724138,5.6
GO Biological Processes,lipid localization,-7.2,-5.6,11,116,APOA1|APOA2|APOB|APOE|CAV1|ACE|DCTN1|DRD3|KCNQ1|MTTP|PPARG,19,GO:0010876,8.8,2.5118864315095823e-6,TRUE,335|336|338|348|857|1636|1639|1814|3784|4547|5468,-5.6,11,116,0.09482758620689655,5.6
GO Biological Processes,regulation of lipid metabolic process,-7.2,-5.6,11,116,APOA1|APOA2|APOE|CAV1|EDN1|EPHX2|MTOR|IRS1|PPARG|MAPK1|PTGS2,19,GO:0019216,8.8,2.5118864315095823e-6,TRUE,335|336|348|857|1906|2053|2475|3667|5468|5594|5743,-5.6,11,116,0.09482758620689655,5.6
GO Biological Processes,negative regulation of response to external stimulus,-7.2,-5.6,12,116,ALOX5|APOA1|APOE|DRD3|EDN1|F12|GRN|IL10|NOTCH1|SERPINE1|PPARG|TNFAIP3,19,GO:0032102,7.7,2.5118864315095823e-6,TRUE,240|335|348|1814|1906|2161|2896|3586|4851|5054|5468|7128,-5.6,12,116,0.10344827586206896,5.6
GO Biological Processes,positive regulation of leukocyte migration,-7.2,-5.6,8,116,APP|CSF1R|EDN1|IL6|SERPINE1|MAPK1|PTK2|VEGFA,19,GO:0002687,15,2.5118864315095823e-6,TRUE,351|1436|1906|3569|5054|5594|5747|7422,-5.6,8,116,0.06896551724137931,5.6
GO Biological Processes,leukocyte activation,-7.2,-5.5,13,116,APP|CASP8|EDN1|MTOR|GJA1|GNAQ|GRN|IL6|IL10|MAPT|PIK3R2|TBK1|CHD7,19,GO:0045321,6.8,3.162277660168379e-6,TRUE,351|841|1906|2475|2697|2776|2896|3569|3586|4137|5296|29110|55636,-5.5,13,116,0.11206896551724138,5.5
GO Biological Processes,negative regulation of apoptotic signaling pathway,-7.1,-5.5,9,116,CTNNB1|GPX1|IL10|NONO|SERPINE1|MAP2K1|PTGS2|TGFBR1|TNFAIP3,19,GO:2001234,12,3.162277660168379e-6,TRUE,1499|2876|3586|4841|5054|5604|5743|7046|7128,-5.5,9,116,0.07758620689655173,5.5
GO Biological Processes,positive regulation of miRNA transcription,-7.1,-5.5,6,116,NR3C1|IL6|IL10|SMAD4|PPARG|SMARCA4,19,GO:1902895,28,3.162277660168379e-6,TRUE,2908|3569|3586|4089|5468|6597,-5.5,6,116,0.05172413793103448,5.5
GO Biological Processes,positive regulation of programmed cell death,-7.1,-5.5,13,116,APP|CASP8|CAV1|CTNNB1|GRN|IL6|IL10|SMAD4|NOTCH1|PPARG|TGFBR1|SQSTM1|MFN2,19,GO:0043068,6.7,3.162277660168379e-6,TRUE,351|841|857|1499|2896|3569|3586|4089|4851|5468|7046|8878|9927,-5.5,13,116,0.11206896551724138,5.5
GO Biological Processes,regulation of neuron apoptotic process,-7.1,-5.5,9,116,APP|CASP8|CTNNB1|GRN|IL10|KDR|NONO|SIGMAR1|ADNP,19,GO:0043523,12,3.162277660168379e-6,TRUE,351|841|1499|2896|3586|3791|4841|10280|23394,-5.5,9,116,0.07758620689655173,5.5
GO Biological Processes,astrocyte differentiation,-7.1,-5.5,5,116,APP|GRN|NR3C1|MAPT|NOTCH1,19,GO:0048708,46,3.162277660168379e-6,TRUE,351|2896|2908|4137|4851,-5.5,5,116,0.04310344827586207,5.5
GO Biological Processes,epidermal growth factor receptor signaling pathway,-7.1,-5.5,6,116,CTNNB1|EFEMP1|PIK3CA|MAPK1|PTK2|PTPN11,19,GO:0007173,28,3.162277660168379e-6,TRUE,1499|2202|5290|5594|5747|5781,-5.5,6,116,0.05172413793103448,5.5
GO Biological Processes,cardiocyte differentiation,-7,-5.4,7,116,ACTC1|EDN1|MTOR|SMAD4|NOTCH1|SLC8A1|VEGFA,19,GO:0035051,19,3.981071705534969e-6,TRUE,70|1906|2475|4089|4851|6546|7422,-5.4,7,116,0.0603448275862069,5.4
GO Biological Processes,cardiac muscle tissue development,-7,-5.4,8,116,ACTC1|ENG|GJA1|SMAD4|NOTCH1|SLC8A1|TGFBR1|VEGFA,19,GO:0048738,14,3.981071705534969e-6,TRUE,70|2022|2697|4089|4851|6546|7046|7422,-5.4,8,116,0.06896551724137931,5.4
GO Biological Processes,striated muscle tissue development,-7,-5.4,9,116,ACTC1|CAV1|ENG|GJA1|SMAD4|NOTCH1|SLC8A1|TGFBR1|VEGFA,19,GO:0014706,12,3.981071705534969e-6,TRUE,70|857|2022|2697|4089|4851|6546|7046|7422,-5.4,9,116,0.07758620689655173,5.4
GO Biological Processes,ERK1 and ERK2 cascade,-7,-5.4,5,116,EDN1|SMAD4|MAPK1|MAP2K1|MAP2K2,19,GO:0070371,44,3.981071705534969e-6,TRUE,1906|4089|5594|5604|5605,-5.4,5,116,0.04310344827586207,5.4
GO Biological Processes,kidney development,-7,-5.4,9,116,ACE|EDN1|FBN1|SMAD4|NOTCH1|PKD2|TGFBR1|VEGFA|NPHP3,19,GO:0001822,11,3.981071705534969e-6,TRUE,1636|1906|2200|4089|4851|5311|7046|7422|27031,-5.4,9,116,0.07758620689655173,5.4
GO Biological Processes,response to cytokine,-7,-5.4,15,116,ADAR|APP|CASP8|CSF1R|EDN1|IL6|IL10|IRS1|ITIH4|SMAD4|NOTCH1|MAPK1|PTPN11|RAF1|TBK1,19,GO:0034097,5.5,3.981071705534969e-6,TRUE,103|351|841|1436|1906|3569|3586|3667|3700|4089|4851|5594|5781|5894|29110,-5.4,15,116,0.12931034482758622,5.4
GO Biological Processes,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,-7,-5.3,7,116,ACVR2B|ENG|KDR|SMAD4|NOTCH1|TGFBR1|ZEB2,19,GO:0090100,19,5.011872336272725e-6,TRUE,93|2022|3791|4089|4851|7046|9839,-5.3,7,116,0.0603448275862069,5.3
GO Biological Processes,central nervous system development,-7,-5.3,15,116,ACTB|APP|CSF1R|CTNNB1|DCTN1|GRN|NR3C1|CFH|MAPT|NOTCH1|PKD2|PTPN11|UGP2|ZEB2|CHD7,19,GO:0007417,5.4,5.011872336272725e-6,TRUE,60|351|1436|1499|1639|2896|2908|3075|4137|4851|5311|5781|7360|9839|55636,-5.3,15,116,0.12931034482758622,5.3
GO Biological Processes,epithelial cell differentiation,-6.9,-5.3,12,116,ACVR2B|CPS1|CTNNB1|EDN1|FBN1|KCNQ1|KDR|SMAD4|MET|NOTCH1|PPARG|VEGFA,19,GO:0030855,7.2,5.011872336272725e-6,TRUE,93|1373|1499|1906|2200|3784|3791|4089|4233|4851|5468|7422,-5.3,12,116,0.10344827586206896,5.3
GO Biological Processes,regulation of leukocyte migration,-6.9,-5.3,9,116,APP|CSF1R|EDN1|IL6|SERPINE1|MAPK1|PTK2|VEGFA|EMILIN1,19,GO:0002685,11,5.011872336272725e-6,TRUE,351|1436|1906|3569|5054|5594|5747|7422|11117,-5.3,9,116,0.07758620689655173,5.3
GO Biological Processes,insulin receptor signaling pathway,-6.9,-5.3,6,116,HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|RAF1,19,GO:0008286,26,5.011872336272725e-6,TRUE,3265|3667|5290|5296|5594|5894,-5.3,6,116,0.05172413793103448,5.3
GO Biological Processes,regulation of cold-induced thermogenesis,-6.9,-5.3,8,116,ACVR2B|CAV1|GJA1|NOTCH1|SMARCA4|VEGFA|MFN2|EHMT1,19,GO:0120161,14,5.011872336272725e-6,TRUE,93|857|2697|4851|6597|7422|9927|79813,-5.3,8,116,0.06896551724137931,5.3
GO Biological Processes,positive regulation of growth,-6.9,-5.3,9,116,EDN1|MTOR|LIMK1|MAPT|NOTCH1|MAPK1|TGFBR1|VEGFA|ADNP,19,GO:0045927,11,5.011872336272725e-6,TRUE,1906|2475|3984|4137|4851|5594|7046|7422|23394,-5.3,9,116,0.07758620689655173,5.3
GO Biological Processes,renal system development,-6.9,-5.3,9,116,ACE|EDN1|FBN1|SMAD4|NOTCH1|PKD2|TGFBR1|VEGFA|NPHP3,19,GO:0072001,11,5.011872336272725e-6,TRUE,1636|1906|2200|4089|4851|5311|7046|7422|27031,-5.3,9,116,0.07758620689655173,5.3
GO Biological Processes,macrophage differentiation,-6.9,-5.3,5,116,APP|CASP8|CSF1R|NR3C1|VEGFA,19,GO:0030225,41,5.011872336272725e-6,TRUE,351|841|1436|2908|7422,-5.3,5,116,0.04310344827586207,5.3
GO Biological Processes,venous blood vessel development,-6.9,-5.2,4,116,ACVR2B|ENG|NOTCH1|VEGFA,19,GO:0060841,81,6.30957344480193e-6,TRUE,93|2022|4851|7422,-5.2,4,116,0.034482758620689655,5.2
GO Biological Processes,response to reactive oxygen species,-6.9,-5.2,8,116,APOE|EDN1|GPX1|IL6|MAPT|PKD2|SLC8A1|TNFAIP3,19,GO:0000302,14,6.30957344480193e-6,TRUE,348|1906|2876|3569|4137|5311|6546|7128,-5.2,8,116,0.06896551724137931,5.2
GO Biological Processes,positive regulation of cell development,-6.8,-5.2,11,116,ACTB|CASP8|CTNNB1|IL6|IL10|LIMK1|MAPT|NOTCH1|SMARCA4|VEGFA|ADNP,19,GO:0010720,8,6.30957344480193e-6,TRUE,60|841|1499|3569|3586|3984|4137|4851|6597|7422|23394,-5.2,11,116,0.09482758620689655,5.2
GO Biological Processes,outflow tract morphogenesis,-6.8,-5.2,6,116,CTNNB1|EDN1|ENG|SMAD4|NOTCH1|VEGFA,19,GO:0003151,25,6.30957344480193e-6,TRUE,1499|1906|2022|4089|4851|7422,-5.2,6,116,0.05172413793103448,5.2
GO Biological Processes,response to oxidative stress,-6.8,-5.2,11,116,APOE|EDN1|FBN1|GPX1|IL6|MAPT|PKD2|MAP2K1|PTGS2|SLC8A1|TNFAIP3,19,GO:0006979,7.9,6.30957344480193e-6,TRUE,348|1906|2200|2876|3569|4137|5311|5604|5743|6546|7128,-5.2,11,116,0.09482758620689655,5.2
GO Biological Processes,regulation of plasma lipoprotein particle levels,-6.8,-5.2,6,116,APOA1|APOA2|APOB|APOE|FBN1|MTTP,19,GO:0097006,25,6.30957344480193e-6,TRUE,335|336|338|348|2200|4547,-5.2,6,116,0.05172413793103448,5.2
GO Biological Processes,regulation of blood coagulation,-6.8,-5.2,6,116,APOE|CAV1|EDN1|F12|SERPINE1|EMILIN1,19,GO:0030193,25,6.30957344480193e-6,TRUE,348|857|1906|2161|5054|11117,-5.2,6,116,0.05172413793103448,5.2
GO Biological Processes,apoptotic process,-6.8,-5.1,13,116,APP|CASP8|CAV1|MTOR|NR3C1|IL6|IL10|SMAD4|PIK3CA|MAPK1|RAF1|TSC2|CAPN10,19,GO:0006915,6.2,7.943282347242822e-6,TRUE,351|841|857|2475|2908|3569|3586|4089|5290|5594|5894|7249|11132,-5.1,13,116,0.11206896551724138,5.1
GO Biological Processes,regulation of hemostasis,-6.8,-5.1,6,116,APOE|CAV1|EDN1|F12|SERPINE1|EMILIN1,19,GO:1900046,24,7.943282347242822e-6,TRUE,348|857|1906|2161|5054|11117,-5.1,6,116,0.05172413793103448,5.1
GO Biological Processes,MAPK cascade,-6.7,-5.1,8,116,EDN1|FGFR1|HRAS|SMAD4|MAPK1|MAP2K1|MAP2K2|RAF1,19,GO:0000165,13,7.943282347242822e-6,TRUE,1906|2260|3265|4089|5594|5604|5605|5894,-5.1,8,116,0.06896551724137931,5.1
GO Biological Processes,organic hydroxy compound transport,-6.7,-5.1,8,116,APOA1|APOA2|APOB|APOE|CAV1|DCTN1|KCNQ1|MTTP,19,GO:0015850,13,7.943282347242822e-6,TRUE,335|336|338|348|857|1639|3784|4547,-5.1,8,116,0.06896551724137931,5.1
GO Biological Processes,chordate embryonic development,-6.7,-5.1,9,116,CASP8|CTNNB1|EDN1|FGFR1|PKD2|TGFBR1|TSC2|VEGFA|CHD7,19,GO:0043009,11,7.943282347242822e-6,TRUE,841|1499|1906|2260|5311|7046|7249|7422|55636,-5.1,9,116,0.07758620689655173,5.1
GO Biological Processes,regulation of Golgi inheritance,-6.7,-5.1,3,116,MAPK1|MAP2K1|MAP2K2,19,GO:0090170,200,7.943282347242822e-6,TRUE,5594|5604|5605,-5.1,3,116,0.02586206896551724,5.1
GO Biological Processes,positive regulation of wound healing,-6.7,-5.1,6,116,F12|MTOR|HRAS|SERPINE1|PTK2|EMILIN1,19,GO:0090303,24,7.943282347242822e-6,TRUE,2161|2475|3265|5054|5747|11117,-5.1,6,116,0.05172413793103448,5.1
GO Biological Processes,intracellular chemical homeostasis,-6.6,-5,13,116,ACVR2B|APP|CAV1|DRD3|EDN1|GPX1|GRN|KCNQ1|SMAD4|PIK3R2|SLC8A1|ADNP|NCF1,19,GO:0055082,6.1,1e-5,TRUE,93|351|857|1814|1906|2876|2896|3784|4089|5296|6546|23394|653361,-5,13,116,0.11206896551724138,5
GO Biological Processes,regulation of transforming growth factor beta receptor signaling pathway,-6.6,-5,8,116,ENG|FBN1|FBN2|SMAD4|PPARG|ADAMTSL2|ZEB2|EMILIN1,19,GO:0017015,13,1e-5,TRUE,2022|2200|2201|4089|5468|9719|9839|11117,-5,8,116,0.06896551724137931,5
GO Biological Processes,regulation of intrinsic apoptotic signaling pathway,-6.6,-5,8,116,APP|CAV1|CTNNB1|IL10|NONO|MAP2K1|PTGS2|EIF2AK3,19,GO:2001242,13,1e-5,TRUE,351|857|1499|3586|4841|5604|5743|9451,-5,8,116,0.06896551724137931,5
GO Biological Processes,cholesterol transport,-6.6,-5,6,116,APOA1|APOA2|APOB|APOE|CAV1|DCTN1,19,GO:0030301,23,1e-5,TRUE,335|336|338|348|857|1639,-5,6,116,0.05172413793103448,5
GO Biological Processes,endothelial cell differentiation,-6.6,-5,6,116,ACVR2B|FBN1|KDR|SMAD4|MET|NOTCH1,19,GO:0045446,23,1e-5,TRUE,93|2200|3791|4089|4233|4851,-5,6,116,0.05172413793103448,5
GO Biological Processes,cellular response to abiotic stimulus,-6.6,-5,10,116,CASP8|MTOR|GJA1|GNAQ|HRAS|PIK3CA|PKD2|PTGS2|PTPN11|PIEZO1,19,GO:0071214,8.7,1e-5,TRUE,841|2475|2697|2776|3265|5290|5311|5743|5781|9780,-5,10,116,0.08620689655172414,5
GO Biological Processes,cellular response to environmental stimulus,-6.6,-5,10,116,CASP8|MTOR|GJA1|GNAQ|HRAS|PIK3CA|PKD2|PTGS2|PTPN11|PIEZO1,19,GO:0104004,8.7,1e-5,TRUE,841|2475|2697|2776|3265|5290|5311|5743|5781|9780,-5,10,116,0.08620689655172414,5
GO Biological Processes,positive regulation of endothelial cell chemotaxis,-6.6,-5,4,116,FGFR1|KDR|MET|VEGFA,19,GO:2001028,70,1e-5,TRUE,2260|3791|4233|7422,-5,4,116,0.034482758620689655,5
GO Biological Processes,regulation of cellular response to transforming growth factor beta stimulus,-6.6,-5,8,116,ENG|FBN1|FBN2|SMAD4|PPARG|ADAMTSL2|ZEB2|EMILIN1,19,GO:1903844,13,1e-5,TRUE,2022|2200|2201|4089|5468|9719|9839|11117,-5,8,116,0.06896551724137931,5
GO Biological Processes,detection of external stimulus,-6.6,-5,7,116,CTNNB1|GNA11|GNAQ|KCNQ1|PKD2|PTK2|PIEZO1,19,GO:0009581,16,1e-5,TRUE,1499|2767|2776|3784|5311|5747|9780,-5,7,116,0.0603448275862069,5
GO Biological Processes,cardiac septum development,-6.6,-5,6,116,ENG|SMAD4|NOTCH1|TGFBR1|MATR3|NPHP3,19,GO:0003279,23,1e-5,TRUE,2022|4089|4851|7046|9782|27031,-5,6,116,0.05172413793103448,5
GO Biological Processes,regulation of coagulation,-6.5,-4.9,6,116,APOE|CAV1|EDN1|F12|SERPINE1|EMILIN1,19,GO:0050818,22,1.2589254117941661e-5,TRUE,348|857|1906|2161|5054|11117,-4.9,6,116,0.05172413793103448,4.9
GO Biological Processes,regulation of cell activation,-6.5,-4.9,13,116,ACTB|APOE|APP|CAV1|MTOR|GNAQ|GRN|IL6|IL10|PTPN11|SMARCA4|TNFAIP3|EMILIN1,19,GO:0050865,5.9,1.2589254117941661e-5,TRUE,60|348|351|857|2475|2776|2896|3569|3586|5781|6597|7128|11117,-4.9,13,116,0.11206896551724138,4.9
GO Biological Processes,regulation of molecular function,-6.5,-4.9,14,116,ADAR|CSF1R|EDN1|ESR1|FGFR1|MTOR|GRN|IL10|KCNQ1|NOTCH1|PIK3CA|MAP2K1|MAP2K2|TSC1,19,GO:0065009,5.4,1.2589254117941661e-5,TRUE,103|1436|1906|2099|2260|2475|2896|3586|3784|4851|5290|5604|5605|7248,-4.9,14,116,0.1206896551724138,4.9
GO Biological Processes,detection of abiotic stimulus,-6.5,-4.9,7,116,CTNNB1|GNA11|GNAQ|KCNQ1|PKD2|PTK2|PIEZO1,19,GO:0009582,16,1.2589254117941661e-5,TRUE,1499|2767|2776|3784|5311|5747|9780,-4.9,7,116,0.0603448275862069,4.9
GO Biological Processes,positive regulation of epithelial cell proliferation,-6.5,-4.9,8,116,FGFR1|GRN|HRAS|IL10|KDR|TGFBR1|TNFAIP3|VEGFA,19,GO:0050679,12,1.2589254117941661e-5,TRUE,2260|2896|3265|3586|3791|7046|7128|7422,-4.9,8,116,0.06896551724137931,4.9
GO Biological Processes,regulation of lipid localization,-6.5,-4.9,8,116,APOA1|APOA2|APOB|APOE|CAV1|EDN1|IL6|PPARG,19,GO:1905952,12,1.2589254117941661e-5,TRUE,335|336|338|348|857|1906|3569|5468,-4.9,8,116,0.06896551724137931,4.9
GO Biological Processes,response to glucocorticoid,-6.4,-4.8,7,116,CPS1|EDN1|NR3C1|IL6|IL10|PIK3CA|MAP2K1,19,GO:0051384,15,1.584893192461114e-5,TRUE,1373|1906|2908|3569|3586|5290|5604,-4.8,7,116,0.0603448275862069,4.8
GO Biological Processes,embryo development ending in birth or egg hatching,-6.4,-4.8,9,116,CASP8|CTNNB1|EDN1|FGFR1|PKD2|TGFBR1|TSC2|VEGFA|CHD7,19,GO:0009792,9.7,1.584893192461114e-5,TRUE,841|1499|1906|2260|5311|7046|7249|7422|55636,-4.8,9,116,0.07758620689655173,4.8
GO Biological Processes,regulation of extracellular matrix organization,-6.4,-4.8,6,116,IL6|SMAD4|NOTCH1|PPARG|TGFBR1|EMILIN1,19,GO:1903053,21,1.584893192461114e-5,TRUE,3569|4089|4851|5468|7046|11117,-4.8,6,116,0.05172413793103448,4.8
GO Biological Processes,programmed cell death,-6.4,-4.8,13,116,APP|CASP8|CAV1|MTOR|NR3C1|IL6|IL10|SMAD4|PIK3CA|MAPK1|RAF1|TSC2|CAPN10,19,GO:0012501,5.8,1.584893192461114e-5,TRUE,351|841|857|2475|2908|3569|3586|4089|5290|5594|5894|7249|11132,-4.8,13,116,0.11206896551724138,4.8
GO Biological Processes,negative regulation of neuron apoptotic process,-6.3,-4.8,7,116,CTNNB1|GRN|IL10|KDR|NONO|SIGMAR1|ADNP,19,GO:0043524,15,1.584893192461114e-5,TRUE,1499|2896|3586|3791|4841|10280|23394,-4.8,7,116,0.0603448275862069,4.8
GO Biological Processes,positive regulation of developmental growth,-6.3,-4.8,7,116,EDN1|LIMK1|MAPT|NOTCH1|MAPK1|VEGFA|ADNP,19,GO:0048639,15,1.584893192461114e-5,TRUE,1906|3984|4137|4851|5594|7422|23394,-4.8,7,116,0.0603448275862069,4.8
GO Biological Processes,cell death,-6.3,-4.8,13,116,APP|CASP8|CAV1|MTOR|NR3C1|IL6|IL10|SMAD4|PIK3CA|MAPK1|RAF1|TSC2|CAPN10,19,GO:0008219,5.7,1.584893192461114e-5,TRUE,351|841|857|2475|2908|3569|3586|4089|5290|5594|5894|7249|11132,-4.8,13,116,0.11206896551724138,4.8
GO Biological Processes,cell junction organization,-6.3,-4.7,12,116,ACTB|APOE|APP|CHD4|CSF1R|CTNNB1|DCTN1|GJA1|GRN|MAPT|MAP2K1|RAF1,19,GO:0034330,6.3,1.9952623149688786e-5,TRUE,60|348|351|1108|1436|1499|1639|2697|2896|4137|5604|5894,-4.7,12,116,0.10344827586206896,4.7
GO Biological Processes,regulation of cytokine-mediated signaling pathway,-6.3,-4.7,8,116,APOA1|CASP8|EDN1|IL6|PPARG|PTPN11|TNFAIP3|TBK1,19,GO:0001959,11,1.9952623149688786e-5,TRUE,335|841|1906|3569|5468|5781|7128|29110,-4.7,8,116,0.06896551724137931,4.7
GO Biological Processes,vasculogenesis,-6.3,-4.7,5,116,CAV1|ENG|KDR|NOTCH1|VEGFA,19,GO:0001570,31,1.9952623149688786e-5,TRUE,857|2022|3791|4851|7422,-4.7,5,116,0.04310344827586207,4.7
GO Biological Processes,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,-6.3,-4.7,8,116,CAV1|ENG|FBN1|FBN2|NOTCH1|PPARG|ADAMTSL2|EMILIN1,19,GO:0090101,11,1.9952623149688786e-5,TRUE,857|2022|2200|2201|4851|5468|9719|11117,-4.7,8,116,0.06896551724137931,4.7
GO Biological Processes,regulation of muscle system process,-6.2,-4.7,9,116,CAV1|EDN1|KCNQ1|LMNA|SMAD4|NOTCH1|PPARG|MAP2K1|SLC8A1,19,GO:0090257,9.4,1.9952623149688786e-5,TRUE,857|1906|3784|4000|4089|4851|5468|5604|6546,-4.7,9,116,0.07758620689655173,4.7
GO Biological Processes,negative regulation of anoikis,-6.2,-4.7,4,116,CAV1|NOTCH1|PIK3CA|PTK2,19,GO:2000811,59,1.9952623149688786e-5,TRUE,857|4851|5290|5747,-4.7,4,116,0.034482758620689655,4.7
GO Biological Processes,negative regulation of transport,-6.2,-4.7,11,116,APOA2|APOE|CAV1|CTNND1|DRD3|EDN1|GJA1|IDH2|IRS1|KCNQ1|NOTCH1,19,GO:0051051,7,1.9952623149688786e-5,TRUE,336|348|857|1500|1814|1906|2697|3418|3667|3784|4851,-4.7,11,116,0.09482758620689655,4.7
GO Biological Processes,positive regulation of vasculature development,-6.2,-4.7,8,116,CTNNB1|GRN|IL10|KDR|SERPINE1|TGFBR1|VEGFA|EMILIN1,19,GO:1904018,11,1.9952623149688786e-5,TRUE,1499|2896|3586|3791|5054|7046|7422|11117,-4.7,8,116,0.06896551724137931,4.7
GO Biological Processes,cell-cell signaling,-6.2,-4.6,14,116,APOE|CTNNB1|DRD3|EDN1|GJA1|GNA11|GNAQ|NR3C1|IL6|KCNQ1|MAPT|MET|NOTCH1|MAPK1,19,GO:0007267,5.1,2.5118864315095822e-5,TRUE,348|1499|1814|1906|2697|2767|2776|2908|3569|3784|4137|4233|4851|5594,-4.6,14,116,0.1206896551724138,4.6
GO Biological Processes,response to steroid hormone,-6.2,-4.6,9,116,CAV1|CPS1|EDN1|ESR1|NR3C1|IL6|IL10|PIK3CA|MAP2K1,19,GO:0048545,9.2,2.5118864315095822e-5,TRUE,857|1373|1906|2099|2908|3569|3586|5290|5604,-4.6,9,116,0.07758620689655173,4.6
GO Biological Processes,cellular response to transforming growth factor beta stimulus,-6.1,-4.6,7,116,EDN1|ENG|FBN1|NR3C1|SMAD4|PTK2|TGFBR1,19,GO:0071560,14,2.5118864315095822e-5,TRUE,1906|2022|2200|2908|4089|5747|7046,-4.6,7,116,0.0603448275862069,4.6
GO Biological Processes,positive regulation of endothelial cell migration,-6.1,-4.6,7,116,EDN1|FGFR1|GRN|KDR|MET|PTGS2|VEGFA,19,GO:0010595,14,2.5118864315095822e-5,TRUE,1906|2260|2896|3791|4233|5743|7422,-4.6,7,116,0.0603448275862069,4.6
GO Biological Processes,regulation of cell size,-6.1,-4.6,7,116,APOE|EDN1|MTOR|LIMK1|MAPT|VEGFA|ADNP,19,GO:0008361,14,2.5118864315095822e-5,TRUE,348|1906|2475|3984|4137|7422|23394,-4.6,7,116,0.0603448275862069,4.6
GO Biological Processes,positive regulation of DNA metabolic process,-6.1,-4.5,9,116,ACTB|CTNNB1|DYRK1A|HNRNPA1|HNRNPA2B1|IL6|MAPK1|SMARCA4|VEGFA,19,GO:0051054,8.9,3.1622776601683795e-5,TRUE,60|1499|1859|3178|3181|3569|5594|6597|7422,-4.5,9,116,0.07758620689655173,4.5
GO Biological Processes,response to ketone,-6.1,-4.5,8,116,CAV1|CPS1|EDN1|F5|GNAQ|NR3C1|PIK3CA|NCF1,19,GO:1901654,11,3.1622776601683795e-5,TRUE,857|1373|1906|2153|2776|2908|5290|653361,-4.5,8,116,0.06896551724137931,4.5
GO Biological Processes,regulation of response to cytokine stimulus,-6.1,-4.5,8,116,APOA1|CASP8|EDN1|IL6|PPARG|PTPN11|TNFAIP3|TBK1,19,GO:0060759,11,3.1622776601683795e-5,TRUE,335|841|1906|3569|5468|5781|7128|29110,-4.5,8,116,0.06896551724137931,4.5
GO Biological Processes,negative regulation of secretion by cell,-6,-4.5,7,116,APOE|DRD3|EDN1|GJA1|IDH2|IRS1|NOTCH1,19,GO:1903531,14,3.1622776601683795e-5,TRUE,348|1814|1906|2697|3418|3667|4851,-4.5,7,116,0.0603448275862069,4.5
GO Biological Processes,negative regulation of protein localization,-6,-4.5,8,116,APOE|APP|DRD3|MTOR|IDH2|IRS1|MAPT|VCP,19,GO:1903828,11,3.1622776601683795e-5,TRUE,348|351|1814|2475|3418|3667|4137|7415,-4.5,8,116,0.06896551724137931,4.5
GO Biological Processes,response to transforming growth factor beta,-6,-4.5,7,116,EDN1|ENG|FBN1|NR3C1|SMAD4|PTK2|TGFBR1,19,GO:0071559,13,3.1622776601683795e-5,TRUE,1906|2022|2200|2908|4089|5747|7046,-4.5,7,116,0.0603448275862069,4.5
