Category,Description,LogP,Log(q-value),#GeneInGOAndHitList,#GeneInHitList,Hits,CategoryID,GO,Enrichment,FDR,Significant_FDR_0_05,GeneID,LogQ,Count,HitListN,GeneRatio,MinusLog10FDR
GO Biological Processes,negative regulation of cell population proliferation,-15,-13,23,116,ALOX5|APOE|APP|CAV1|CSF1R|CTNNB1|ENG|HRAS|IDH2|IL6|IL10|LMNA|NOTCH1|PKD2|PPARG|MAP2K1|PTPN11|RAF1|TNFAIP3|TSC1|TSC2|MFN2|B4GALT7,19,GO:0008285,9.3,1e-13,TRUE,240|348|351|857|1436|1499|2022|3265|3418|3569|3586|4000|4851|5311|5468|5604|5781|5894|7128|7248|7249|9927|11285,-13,23,116,0.19827586206896552,13
GO Biological Processes,animal organ morphogenesis,-15,-13,22,116,ACTC1|CAV1|CSF1R|CTNNB1|EDN1|ENG|FBN1|FBN2|EFEMP1|FGFR1|HRAS|KCNQ1|SMAD4|NOTCH1|SERPINE1|PKD2|PTK2|TGFBR1|VEGFA|NPHP3|ANKRD11|CHD7,19,GO:0009887,9.9,1e-13,TRUE,70|857|1436|1499|1906|2022|2200|2201|2202|2260|3265|3784|4089|4851|5054|5311|5747|7046|7422|27031|29123|55636,-13,22,116,0.1896551724137931,13
GO Biological Processes,tube development,-15,-12,21,116,CASP8|CAV1|CPS1|CSF1R|CTNNB1|CTNND1|EDN1|ENG|FBN1|KCNQ1|KDR|MET|NOTCH1|SERPINE1|PKD2|PTK2|TGFBR1|TSC2|VEGFA|EIF2AK3|NPHP3,19,GO:0035295,11,1e-12,TRUE,841|857|1373|1436|1499|1500|1906|2022|2200|3784|3791|4233|4851|5054|5311|5747|7046|7249|7422|9451|27031,-12,21,116,0.1810344827586207,12
GO Biological Processes,tube morphogenesis,-15,-12,19,116,CASP8|CAV1|CSF1R|CTNNB1|CTNND1|EDN1|ENG|FBN1|KDR|MET|NOTCH1|SERPINE1|PKD2|PTK2|TGFBR1|TSC2|VEGFA|EIF2AK3|NPHP3,19,GO:0035239,12,1e-12,TRUE,841|857|1436|1499|1500|1906|2022|2200|3791|4233|4851|5054|5311|5747|7046|7249|7422|9451|27031,-12,19,116,0.16379310344827586,12
GO Biological Processes,negative regulation of apoptotic process,-15,-12,24,116,CAV1|CSF1R|CTNNB1|EDN1|ESR1|MTOR|GPX1|GRN|IL6|IL10|KDR|NONO|NOTCH1|SERPINE1|PIK3CA|MAP2K1|PTGS2|PTK2|RAF1|TGFBR1|TNFAIP3|VEGFA|SIGMAR1|ADNP,19,GO:0043066,8.1,1e-12,TRUE,857|1436|1499|1906|2099|2475|2876|2896|3569|3586|3791|4841|4851|5054|5290|5604|5743|5747|5894|7046|7128|7422|10280|23394,-12,24,116,0.20689655172413793,12
GO Biological Processes,cellular response to peptide hormone stimulus,-14,-12,16,116,CAV1|CPS1|ACE|EDN1|FBN1|MTOR|HRAS|IRS1|NONO|PIK3CA|PIK3R2|PPARG|MAPK1|PTK2|RAF1|CAPN10,19,GO:0071375,16,1e-12,TRUE,857|1373|1636|1906|2200|2475|3265|3667|4841|5290|5296|5468|5594|5747|5894|11132,-12,16,116,0.13793103448275862,12
GO Biological Processes,cell surface receptor protein tyrosine kinase signaling pathway,-14,-12,18,116,CSF1R|CTNNB1|EFEMP1|FGFR1|HRAS|IRS1|KDR|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|PTK2|PTPN11|RAF1|VEGFA|EIF2AK3|FGFRL1,19,GO:0007169,12,1e-12,TRUE,1436|1499|2202|2260|3265|3667|3791|4233|5290|5296|5594|5604|5747|5781|5894|7422|9451|53834,-12,18,116,0.15517241379310345,12
GO Biological Processes,cellular response to hormone stimulus,-14,-12,20,116,CAV1|CPS1|ACE|EDN1|ESR1|FBN1|MTOR|GNAQ|NR3C1|HRAS|IRS1|NONO|NOTCH1|PIK3CA|PIK3R2|PPARG|MAPK1|PTK2|RAF1|CAPN10,19,GO:0032870,10,1e-12,TRUE,857|1373|1636|1906|2099|2200|2475|2776|2908|3265|3667|4841|4851|5290|5296|5468|5594|5747|5894|11132,-12,20,116,0.1724137931034483,12
GO Biological Processes,regulation of nitric oxide metabolic process,-14,-11,10,116,APOE|APP|CAV1|EDN1|ESR1|IL10|PKD2|PTGS2|SIGMAR1|ADNP,19,GO:0080164,44,1e-11,TRUE,348|351|857|1906|2099|3586|5311|5743|10280|23394,-11,10,116,0.08620689655172414,11
GO Biological Processes,embryonic organ development,-13,-11,15,116,CASP8|CTNNB1|EDN1|ENG|FBN1|FBN2|EFEMP1|KCNQ1|KDR|NOTCH1|PKD2|TGFBR1|VEGFA|NPHP3|CHD7,19,GO:0048568,16,1e-11,TRUE,841|1499|1906|2022|2200|2201|2202|3784|3791|4851|5311|7046|7422|27031|55636,-11,15,116,0.12931034482758622,11
GO Biological Processes,positive regulation of cell migration,-13,-11,20,116,APP|CASP8|CAV1|CSF1R|EDN1|FGFR1|MTOR|GRN|HRAS|IL6|KDR|MET|NOTCH1|SERPINE1|MAPK1|MAP2K1|PTGS2|PTK2|TGFBR1|VEGFA,19,GO:0030335,9.2,1e-11,TRUE,351|841|857|1436|1906|2260|2475|2896|3265|3569|3791|4233|4851|5054|5594|5604|5743|5747|7046|7422,-11,20,116,0.1724137931034483,11
GO Biological Processes,regulation of response to wounding,-13,-11,13,116,ALOX5|APOE|CAV1|EDN1|F12|MTOR|GRN|HRAS|IL10|SERPINE1|PTK2|TNFAIP3|EMILIN1,19,GO:1903034,21,1e-11,TRUE,240|348|857|1906|2161|2475|2896|3265|3586|5054|5747|7128|11117,-11,13,116,0.11206896551724138,11
GO Biological Processes,positive regulation of protein metabolic process,-13,-11,22,116,APOE|APP|CASP8|CAV1|CSF1R|CTNNB1|F12|FGFR1|MTOR|GRN|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|PTK2|RAF1|TNFAIP3|VCP|VEGFA,19,GO:0051247,7.7,1e-11,TRUE,348|351|841|857|1436|1499|2161|2260|2475|2896|3569|3586|3791|5290|5594|5604|5605|5747|5894|7128|7415|7422,-11,22,116,0.1896551724137931,11
GO Biological Processes,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,-13,-11,15,116,APP|CSF1R|DRD3|ENG|FGFR1|MTOR|IRS1|KDR|PIK3CA|PTK2|PTPN11|TGFBR1|TSC2|VEGFA|STAMBP,19,GO:0051896,15,1e-11,TRUE,351|1436|1814|2022|2260|2475|3667|3791|5290|5747|5781|7046|7249|7422|10617,-11,15,116,0.12931034482758622,11
GO Biological Processes,positive regulation of cell motility,-13,-11,20,116,APP|CASP8|CAV1|CSF1R|EDN1|FGFR1|MTOR|GRN|HRAS|IL6|KDR|MET|NOTCH1|SERPINE1|MAPK1|MAP2K1|PTGS2|PTK2|TGFBR1|VEGFA,19,GO:2000147,8.8,1e-11,TRUE,351|841|857|1436|1906|2260|2475|2896|3265|3569|3791|4233|4851|5054|5594|5604|5743|5747|7046|7422,-11,20,116,0.1724137931034483,11
GO Biological Processes,vasculature development,-13,-10,16,116,ACVR2B|CASP8|CAV1|CTNND1|EDN1|ENG|FBN1|KDR|NOTCH1|SERPINE1|PIK3CA|PKD2|PTK2|TGFBR1|VEGFA|EIF2AK3,19,GO:0001944,13,1e-10,TRUE,93|841|857|1500|1906|2022|2200|3791|4851|5054|5290|5311|5747|7046|7422|9451,-10,16,116,0.13793103448275862,10
GO Biological Processes,positive regulation of locomotion,-13,-10,20,116,APP|CASP8|CAV1|CSF1R|EDN1|FGFR1|MTOR|GRN|HRAS|IL6|KDR|MET|NOTCH1|SERPINE1|MAPK1|MAP2K1|PTGS2|PTK2|TGFBR1|VEGFA,19,GO:0040017,8.6,1e-10,TRUE,351|841|857|1436|1906|2260|2475|2896|3265|3569|3791|4233|4851|5054|5594|5604|5743|5747|7046|7422,-10,20,116,0.1724137931034483,10
GO Biological Processes,regulation of MAPK cascade,-13,-10,20,116,APOE|APP|CAV1|CSF1R|EDN1|FGFR1|HRAS|IL6|KDR|SMAD4|NOTCH1|PIK3R2|PPARG|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|VEGFA|EMILIN1,19,GO:0043408,8.4,1e-10,TRUE,348|351|857|1436|1906|2260|3265|3569|3791|4089|4851|5296|5468|5594|5604|5605|5781|5894|7422|11117,-10,20,116,0.1724137931034483,10
GO Biological Processes,positive regulation of cellular component biogenesis,-12,-10,18,116,APOA1|APOE|CAV1|DCTN1|HRAS|KDR|LIMK1|SMAD4|MAPT|PIK3CA|PTK2|TGFBR1|TSC1|VCP|VEGFA|PIEZO1|EMILIN1|ADNP,19,GO:0044089,9.9,1e-10,TRUE,335|348|857|1639|3265|3791|3984|4089|4137|5290|5747|7046|7248|7415|7422|9780|11117|23394,-10,18,116,0.15517241379310345,10
GO Biological Processes,positive regulation of response to external stimulus,-12,-9.9,19,116,APP|CSF1R|EDN1|FGFR1|GRN|IL6|KDR|MET|NONO|SERPINE1|MAPK1|PTGS2|PTK2|PTPN11|TNFAIP3|VEGFA|MATR3|EMILIN1|TBK1,19,GO:0032103,8.7,1.2589254117941662e-10,TRUE,351|1436|1906|2260|2896|3569|3791|4233|4841|5054|5594|5743|5747|5781|7128|7422|9782|11117|29110,-9.9,19,116,0.16379310344827586,9.9
GO Biological Processes,regulation of nitric oxide biosynthetic process,-12,-9.8,9,116,APOE|APP|CAV1|EDN1|ESR1|IL10|PKD2|PTGS2|SIGMAR1,19,GO:0045428,42,1.584893192461111e-10,TRUE,348|351|857|1906|2099|3586|5311|5743|10280,-9.8,9,116,0.07758620689655173,9.8
GO Biological Processes,blood vessel development,-12,-9.7,15,116,ACVR2B|CASP8|CAV1|CTNND1|EDN1|ENG|FBN1|KDR|NOTCH1|SERPINE1|PKD2|PTK2|TGFBR1|VEGFA|EIF2AK3,19,GO:0001568,13,1.9952623149688828e-10,TRUE,93|841|857|1500|1906|2022|2200|3791|4851|5054|5311|5747|7046|7422|9451,-9.7,15,116,0.12931034482758622,9.7
GO Biological Processes,regulation of miRNA metabolic process,-12,-9.6,10,116,APP|ESR1|NR3C1|HRAS|IL6|IL10|SMAD4|PPARG|SMARCA4|VEGFA,19,GO:2000628,30,2.511886431509582e-10,TRUE,351|2099|2908|3265|3569|3586|4089|5468|6597|7422,-9.6,10,116,0.08620689655172414,9.6
GO Biological Processes,regulation of protein modification process,-12,-9.6,19,116,ADAR|CAV1|CSF1R|CTNNB1|FGFR1|MTOR|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|TNFAIP3|VCP|VEGFA|SQSTM1,19,GO:0031399,8.3,2.511886431509582e-10,TRUE,103|857|1436|1499|2260|2475|3569|3586|3791|5290|5594|5604|5605|5894|7046|7128|7415|7422|8878,-9.6,19,116,0.16379310344827586,9.6
GO Biological Processes,embryo development,-12,-9.4,18,116,CASP8|CTNNB1|EDN1|ENG|FBN1|FBN2|EFEMP1|FGFR1|KCNQ1|KDR|SMAD4|NOTCH1|PKD2|TGFBR1|TSC2|VEGFA|NPHP3|CHD7,19,GO:0009790,8.8,3.9810717055349694e-10,TRUE,841|1499|1906|2022|2200|2201|2202|2260|3784|3791|4089|4851|5311|7046|7249|7422|27031|55636,-9.4,18,116,0.15517241379310345,9.4
GO Biological Processes,blood vessel morphogenesis,-12,-9.4,14,116,CASP8|CAV1|CTNND1|EDN1|ENG|FBN1|KDR|NOTCH1|SERPINE1|PKD2|PTK2|TGFBR1|VEGFA|EIF2AK3,19,GO:0048514,14,3.9810717055349694e-10,TRUE,841|857|1500|1906|2022|2200|3791|4851|5054|5311|5747|7046|7422|9451,-9.4,14,116,0.1206896551724138,9.4
GO Biological Processes,regulation of wound healing,-11,-9.2,11,116,ALOX5|APOE|CAV1|EDN1|F12|MTOR|HRAS|SERPINE1|PTK2|TNFAIP3|EMILIN1,19,GO:0061041,22,6.309573444801942e-10,TRUE,240|348|857|1906|2161|2475|3265|5054|5747|7128|11117,-9.2,11,116,0.09482758620689655,9.2
GO Biological Processes,intracellular signaling cassette,-11,-9.2,20,116,APOE|APP|EDN1|FGFR1|MTOR|HRAS|IRS1|LIMK1|SMAD4|PIK3CA|PIK3R2|PKD2|MAPK1|MAP2K1|MAP2K2|RAF1|SLC8A1|TSC2|EIF2AK3|TBK1,19,GO:0141124,7.3,6.309573444801942e-10,TRUE,348|351|1906|2260|2475|3265|3667|3984|4089|5290|5296|5311|5594|5604|5605|5894|6546|7249|9451|29110,-9.2,20,116,0.1724137931034483,9.2
GO Biological Processes,positive regulation of chemotaxis,-11,-9.2,11,116,APP|CSF1R|EDN1|FGFR1|IL6|KDR|MET|SERPINE1|MAPK1|PTK2|VEGFA,19,GO:0050921,22,6.309573444801942e-10,TRUE,351|1436|1906|2260|3569|3791|4233|5054|5594|5747|7422,-9.2,11,116,0.09482758620689655,9.2
GO Biological Processes,hemopoiesis,-11,-9.2,17,116,APP|CASP8|CSF1R|ACE|MTOR|NR3C1|IL6|IL10|KCNQ1|KDR|PIK3R2|PPARG|VEGFA|KAT6A|CDK13|TBK1|CHD7,19,GO:0030097,9.3,6.309573444801942e-10,TRUE,351|841|1436|1636|2475|2908|3569|3586|3784|3791|5296|5468|7422|7994|8621|29110|55636,-9.2,17,116,0.14655172413793102,9.2
GO Biological Processes,heart morphogenesis,-11,-9.1,12,116,ACTC1|CTNNB1|EDN1|ENG|SMAD4|NOTCH1|PKD2|PTK2|TGFBR1|VEGFA|NPHP3|CHD7,19,GO:0003007,17,7.943282347242822e-10,TRUE,70|1499|1906|2022|4089|4851|5311|5747|7046|7422|27031|55636,-9.1,12,116,0.10344827586206896,9.1
GO Biological Processes,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,-11,-8.9,12,116,APP|CSF1R|ENG|FGFR1|MTOR|IRS1|KDR|PIK3CA|PTK2|PTPN11|TGFBR1|VEGFA,19,GO:0051897,17,1.2589254117941663e-9,TRUE,351|1436|2022|2260|2475|3667|3791|5290|5747|5781|7046|7422,-8.9,12,116,0.10344827586206896,8.9
GO Biological Processes,regulation of miRNA transcription,-11,-8.8,9,116,APP|ESR1|NR3C1|IL6|IL10|SMAD4|PPARG|SMARCA4|VEGFA,19,GO:1902893,32,1.584893192461111e-9,TRUE,351|2099|2908|3569|3586|4089|5468|6597|7422,-8.8,9,116,0.07758620689655173,8.8
GO Biological Processes,response to insulin,-11,-8.8,12,116,MTOR|HRAS|IL10|IRS1|KCNQ1|PIK3CA|PIK3R2|PPARG|MAPK1|RAF1|TSC1|CAPN10,19,GO:0032868,16,1.584893192461111e-9,TRUE,2475|3265|3586|3667|3784|5290|5296|5468|5594|5894|7248|11132,-8.8,12,116,0.10344827586206896,8.8
GO Biological Processes,regulation of chemotaxis,-11,-8.8,12,116,APP|CSF1R|EDN1|FGFR1|IL6|KDR|MET|NOTCH1|SERPINE1|MAPK1|PTK2|VEGFA,19,GO:0050920,16,1.584893192461111e-9,TRUE,351|1436|1906|2260|3569|3791|4233|4851|5054|5594|5747|7422,-8.8,12,116,0.10344827586206896,8.8
GO Biological Processes,regulation of epithelial cell proliferation,-11,-8.7,14,116,ALOX5|APOE|CAV1|ENG|FGFR1|GPX1|GRN|HRAS|IL10|KDR|PPARG|TGFBR1|TNFAIP3|VEGFA,19,GO:0050678,12,1.9952623149688828e-9,TRUE,240|348|857|2022|2260|2876|2896|3265|3586|3791|5468|7046|7128|7422,-8.7,14,116,0.1206896551724138,8.7
GO Biological Processes,embryonic organ morphogenesis,-11,-8.5,11,116,CTNNB1|ENG|FBN1|FBN2|EFEMP1|KCNQ1|NOTCH1|PKD2|TGFBR1|NPHP3|CHD7,19,GO:0048562,19,3.1622776601683795e-9,TRUE,1499|2022|2200|2201|2202|3784|4851|5311|7046|27031|55636,-8.5,11,116,0.09482758620689655,8.5
GO Biological Processes,positive regulation of small molecule metabolic process,-11,-8.4,11,116,APOA1|APOE|APP|EDN1|MTOR|IRS1|PPARG|MAPK1|MAP2K1|PTGS2|VCP,19,GO:0062013,18,3.981071705534969e-9,TRUE,335|348|351|1906|2475|3667|5468|5594|5604|5743|7415,-8.4,11,116,0.09482758620689655,8.4
GO Biological Processes,gland development,-10,-8.3,12,116,CAV1|CPS1|CSF1R|EDN1|IL6|IL10|SMAD4|MET|PKD2|TGFBR1|VEGFA|NPHP3,19,GO:0048732,15,5.011872336272715e-9,TRUE,857|1373|1436|1906|3569|3586|4089|4233|5311|7046|7422|27031,-8.3,12,116,0.10344827586206896,8.3
GO Biological Processes,gliogenesis,-10,-8.3,11,116,APP|CSF1R|GRN|NR3C1|CFH|HRAS|MAPT|NOTCH1|MAPK1|MAP2K1|RAF1,19,GO:0042063,17,5.011872336272715e-9,TRUE,351|1436|2896|2908|3075|3265|4137|4851|5594|5604|5894,-8.3,11,116,0.09482758620689655,8.3
GO Biological Processes,positive regulation of protein phosphorylation,-10,-8.3,12,116,CSF1R|FGFR1|MTOR|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1|VEGFA,19,GO:0001934,14,5.011872336272715e-9,TRUE,1436|2260|2475|3569|3586|3791|5290|5594|5604|5605|5894|7422,-8.3,12,116,0.10344827586206896,8.3
GO Biological Processes,regulation of cell adhesion,-10,-8.2,19,116,ACTB|ALOX5|APOA1|CAV1|CTNNB1|ENG|MTOR|IL6|IL10|KDR|NOTCH1|SERPINE1|MAP2K1|PTK2|PTPN11|SMARCA4|TSC1|VEGFA|PIEZO1,19,GO:0030155,6.8,6.309573444801943e-9,TRUE,60|240|335|857|1499|2022|2475|3569|3586|3791|4851|5054|5604|5747|5781|6597|7248|7422|9780,-8.2,19,116,0.16379310344827586,8.2
GO Biological Processes,regulation of anatomical structure size,-10,-8.2,15,116,APOE|CAV1|CPS1|ACE|EDN1|FBN1|MTOR|LIMK1|MAPT|PIK3CA|MAP2K1|PTPN11|SLC8A1|VEGFA|ADNP,19,GO:0090066,9.6,6.309573444801943e-9,TRUE,348|857|1373|1636|1906|2200|2475|3984|4137|5290|5604|5781|6546|7422|23394,-8.2,15,116,0.12931034482758622,8.2
GO Biological Processes,positive regulation of epithelial to mesenchymal transition,-10,-8.2,8,116,CTNNB1|ENG|MTOR|IL6|SMAD4|NOTCH1|PTK2|TGFBR1,19,GO:0010718,36,6.309573444801943e-9,TRUE,1499|2022|2475|3569|4089|4851|5747|7046,-8.2,8,116,0.06896551724137931,8.2
GO Biological Processes,glial cell differentiation,-10,-8.2,10,116,APP|GRN|NR3C1|CFH|HRAS|MAPT|NOTCH1|MAPK1|MAP2K1|RAF1,19,GO:0010001,21,6.309573444801943e-9,TRUE,351|2896|2908|3075|3265|4137|4851|5594|5604|5894,-8.2,10,116,0.08620689655172414,8.2
GO Biological Processes,positive regulation of protein modification process,-10,-8.2,14,116,CAV1|CSF1R|FGFR1|MTOR|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1|VCP|VEGFA,19,GO:0031401,11,6.309573444801943e-9,TRUE,857|1436|2260|2475|3569|3586|3791|5290|5594|5604|5605|5894|7415|7422,-8.2,14,116,0.1206896551724138,8.2
GO Biological Processes,regulation of cytoskeleton organization,-10,-8,16,116,APOA1|CSF1R|DCTN1|DYRK1A|EDN1|MTOR|HRAS|LIMK1|SMAD4|MAPT|PIK3CA|MAPK1|PTK2|TGFBR1|TSC1|CAPN10,19,GO:0051493,8.3,1e-8,TRUE,335|1436|1639|1859|1906|2475|3265|3984|4089|4137|5290|5594|5747|7046|7248|11132,-8,16,116,0.13793103448275862,8
GO Biological Processes,regulation of anatomical structure morphogenesis,-10,-7.9,19,116,ALOX5|CSF1R|CTNNB1|CTNND1|EDN1|GJA1|GRN|IL6|IL10|KDR|LIMK1|MAPT|SERPINE1|PPARG|PTK2|TNFAIP3|VEGFA|EMILIN1|ADNP,19,GO:0022603,6.5,1.2589254117941661e-8,TRUE,240|1436|1499|1500|1906|2697|2896|3569|3586|3791|3984|4137|5054|5468|5747|7128|7422|11117|23394,-7.9,19,116,0.16379310344827586,7.9
GO Biological Processes,tissue morphogenesis,-9.9,-7.9,14,116,ACTB|ACTC1|CSF1R|CTNNB1|ENG|KDR|SMAD4|MET|NOTCH1|PKD2|TGFBR1|TSC2|VEGFA|NPHP3,19,GO:0048729,10,1.2589254117941661e-8,TRUE,60|70|1436|1499|2022|3791|4089|4233|4851|5311|7046|7249|7422|27031,-7.9,14,116,0.1206896551724138,7.9
GO Biological Processes,positive regulation of cell adhesion,-9.9,-7.9,15,116,ACTB|ALOX5|APOA1|CAV1|CTNNB1|MTOR|IL6|IL10|KDR|PTK2|PTPN11|SMARCA4|TSC1|VEGFA|PIEZO1,19,GO:0045785,9.1,1.2589254117941661e-8,TRUE,60|240|335|857|1499|2475|3569|3586|3791|5747|5781|6597|7248|7422|9780,-7.9,15,116,0.12931034482758622,7.9
