Category,CategoryID,GO,Description,LogP,Enrichment,#GeneInGOAndHitList,#GeneInHitList,Hits,Log(q-value),GeneID,Source,FDR,Significant_FDR_0_05
GO Biological Processes,19,GO:0140115,export across plasma membrane,-2.7,12,3,116,GJA1|KCNQ1|SLC8A1,-1.6,2697|3784|6546,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0015833,peptide transport,-2.7,12,3,116,EDN1|GJA1|IL6,-1.6,1906|2697|3569,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0030858,positive regulation of epithelial cell differentiation,-2.7,12,3,116,CTNNB1|NOTCH1|SERPINE1,-1.6,1499|4851|5054,Metascape session t_e1w6klz,0.20189651799465538,FALSE
Canonical Pathways,11,M153,PID P75 NTR PATHWAY,-2.7,12,3,116,APP|PIK3CA|SQSTM1,-1.6,351|5290|8878,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,-2.7,12,3,116,DRD3|TSC2|STAMBP,-1.6,1814|7249|10617,Metascape session t_e1w6klz,0.20189651799465538,FALSE
KEGG Pathway,24,hsa05017,Spinocerebellar ataxia,-2.7,7.3,4,116,MTOR|GNAQ|PIK3CA|PIK3R2,-1.6,2475|2776|5290|5296,Metascape session t_e1w6klz,0.20189651799465538,FALSE
KEGG Pathway,24,hsa04936,Alcoholic liver disease,-2.7,7.3,4,116,CASP8|CTNNB1|IL6|TBK1,-1.6,841|1499|3569|29110,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0009314,response to radiation,-2.6,4.5,6,116,APP|DRD3|GNA11|GNAQ|GPX1|HRAS,-1.6,351|1814|2767|2776|2876|3265,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0010976,positive regulation of neuron projection development,-2.6,7.3,4,116,APOE|GRN|ADNP|KIDINS220,-1.6,348|2896|23394|57498,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0071695,anatomical structure maturation,-2.6,7.3,4,116,APP|EDN1|PPARG|VEGFA,-1.6,351|1906|5468|7422,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0007268,chemical synaptic transmission,-2.6,4.5,6,116,APOE|DRD3|NR3C1|MET|NOTCH1|MAPK1,-1.6,348|1814|2908|4233|4851|5594,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0098916,anterograde trans-synaptic signaling,-2.6,4.5,6,116,APOE|DRD3|NR3C1|MET|NOTCH1|MAPK1,-1.6,348|1814|2908|4233|4851|5594,Metascape session t_e1w6klz,0.20189651799465538,FALSE
KEGG Pathway,24,hsa04924,Renin secretion,-2.6,11,3,116,ACE|EDN1|GNAQ,-1.6,1636|1906|2776,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0046620,regulation of organ growth,-2.6,11,3,116,EDN1|NOTCH1|TGFBR1,-1.6,1906|4851|7046,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0000422,autophagy of mitochondrion,-2.6,11,3,116,VCP|SQSTM1|MFN2,-1.6,7415|8878|9927,Metascape session t_e1w6klz,0.20189651799465538,FALSE
GO Biological Processes,19,GO:0110053,regulation of actin filament organization,-2.6,5.4,5,116,APOA1|LIMK1|PIK3CA|TGFBR1|TSC1,-1.5,335|3984|5290|7046|7248,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0007584,response to nutrient,-2.6,7.2,4,116,F5|MTOR|GPX1|PPARG,-1.5,2153|2475|2876|5468,Metascape session t_e1w6klz,0.22313016014842982,FALSE
KEGG Pathway,24,hsa05416,Viral myocarditis,-2.6,11,3,116,ACTB|CASP8|CAV1,-1.5,60|841|857,Metascape session t_e1w6klz,0.22313016014842982,FALSE
KEGG Pathway,24,hsa04920,Adipocytokine signaling pathway,-2.6,11,3,116,MTOR|IRS1|PTPN11,-1.5,2475|3667|5781,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0055007,cardiac muscle cell differentiation,-2.6,11,3,116,ACTC1|SLC8A1|VEGFA,-1.5,70|6546|7422,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0043954,cellular component maintenance,-2.6,11,3,116,CSF1R|DCTN1|GRN,-1.5,1436|1639|2896,Metascape session t_e1w6klz,0.22313016014842982,FALSE
Reactome Gene Sets,6,R-HSA-9013026,RHOB GTPase cycle,-2.6,11,3,116,ACTC1|CAV1|PIK3R2,-1.5,70|857|5296,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0031397,negative regulation of protein ubiquitination,-2.6,11,3,116,CAV1|TNFAIP3|SQSTM1,-1.5,857|7128|8878,Metascape session t_e1w6klz,0.22313016014842982,FALSE
WikiPathways,27,WP2880,Glucocorticoid receptor pathway,-2.6,11,3,116,NR3C1|PTGS2|TNFAIP3,-1.5,2908|5743|7128,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,-2.6,11,3,116,APOA1|CASP8|TNFAIP3,-1.5,335|841|7128,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0002700,regulation of production of molecular mediator of immune response,-2.6,7.1,4,116,APOA1|APOA2|IL6|IL10,-1.5,335|336|3569|3586,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0051174,regulation of phosphorus metabolic process,-2.6,7.1,4,116,APP|MTOR|MAP2K1|VCP,-1.5,351|2475|5604|7415,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0006936,muscle contraction,-2.6,5.4,5,116,EDN1|GJA1|KCNQ1|PIK3CA|SLC8A1,-1.5,1906|2697|3784|5290|6546,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0045216,cell-cell junction organization,-2.6,7.1,4,116,ACTB|CSF1R|CTNNB1|GJA1,-1.5,60|1436|1499|2697,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0043542,endothelial cell migration,-2.6,11,3,116,CTNND1|PIK3CA|VEGFA,-1.5,1500|5290|7422,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0006022,aminoglycan metabolic process,-2.6,11,3,116,GUSB|ITIH4|B4GALT7,-1.5,2990|3700|11285,Metascape session t_e1w6klz,0.22313016014842982,FALSE
KEGG Pathway,24,hsa04622,RIG-I-like receptor signaling pathway,-2.6,11,3,116,ADAR|CASP8|TBK1,-1.5,103|841|29110,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0009914,hormone transport,-2.6,11,3,116,EDN1|IL6|KCNQ1,-1.5,1906|3569|3784,Metascape session t_e1w6klz,0.22313016014842982,FALSE
WikiPathways,27,WP2572,Primary focal segmental glomerulosclerosis FSGS,-2.6,11,3,116,CTNNB1|NOTCH1|PTK2,-1.5,1499|4851|5747,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0042113,B cell activation,-2.6,7,4,116,CASP8|IL6|IL10|PIK3R2,-1.5,841|3569|3586|5296,Metascape session t_e1w6klz,0.22313016014842982,FALSE
WikiPathways,27,WP536,Calcium regulation in cardiac cells,-2.6,7,4,116,GJA1|GNA11|GNAQ|SLC8A1,-1.5,2697|2767|2776|6546,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0032732,positive regulation of interleukin-1 production,-2.6,11,3,116,APP|CASP8|IL6,-1.5,351|841|3569,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0071260,cellular response to mechanical stimulus,-2.6,11,3,116,CASP8|PTPN11|PIEZO1,-1.5,841|5781|9780,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0009416,response to light stimulus,-2.6,5.3,5,116,APP|DRD3|GNA11|GNAQ|GPX1,-1.5,351|1814|2767|2776|2876,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0015718,monocarboxylic acid transport,-2.6,6.9,4,116,APOE|ACE|DRD3|PPARG,-1.5,348|1636|1814|5468,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0006941,striated muscle contraction,-2.6,6.9,4,116,GJA1|KCNQ1|PIK3CA|SLC8A1,-1.5,2697|3784|5290|6546,Metascape session t_e1w6klz,0.22313016014842982,FALSE
Reactome Gene Sets,6,R-HSA-73887,Death Receptor Signaling,-2.6,6.9,4,116,CASP8|TNFAIP3|SQSTM1|TBK1,-1.5,841|7128|8878|29110,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0060070,canonical Wnt signaling pathway,-2.6,11,3,116,CAV1|CTNNB1|EDN1,-1.5,857|1499|1906,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0071496,cellular response to external stimulus,-2.6,11,3,116,CASP8|PTPN11|PIEZO1,-1.5,841|5781|9780,Metascape session t_e1w6klz,0.22313016014842982,FALSE
KEGG Pathway,24,hsa04115,p53 signaling pathway,-2.5,11,3,116,CASP8|SERPINE1|TSC2,-1.5,841|5054|7249,Metascape session t_e1w6klz,0.22313016014842982,FALSE
Reactome Gene Sets,6,R-HSA-9976102,Differentiation of naive CD4+ T cells to T helper 2 cells (Th2 cells),-2.5,11,3,116,CHD4|NOTCH1|SMARCA4,-1.5,1108|4851|6597,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0001818,negative regulation of cytokine production,-2.5,4.3,6,116,APOA1|APOA2|IL6|IL10|PTPN11|TNFAIP3,-1.5,335|336|3569|3586|5781|7128,Metascape session t_e1w6klz,0.22313016014842982,FALSE
Reactome Gene Sets,6,R-HSA-5633007,Regulation of TP53 Activity,-2.5,6.8,4,116,CHD4|MTOR|KAT6A|EHMT1,-1.5,1108|2475|7994|79813,Metascape session t_e1w6klz,0.22313016014842982,FALSE
GO Biological Processes,19,GO:0007204,positive regulation of cytosolic calcium ion concentration,-2.5,6.8,4,116,CAV1|EDN1|ESR1|SLC8A1,-1.5,857|1906|2099|6546,Metascape session t_e1w6klz,0.22313016014842982,FALSE
KEGG Pathway,24,hsa04971,Gastric acid secretion,-2.5,10,3,116,ACTB|GNAQ|KCNQ1,-1.4,60|2776|3784,Metascape session t_e1w6klz,0.2465969639416065,FALSE
KEGG Pathway,24,hsa03320,PPAR signaling pathway,-2.5,10,3,116,APOA1|APOA2|PPARG,-1.4,335|336|5468,Metascape session t_e1w6klz,0.2465969639416065,FALSE
WikiPathways,27,WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,-2.5,10,3,116,IL6|IL10|ZEB2,-1.4,3569|3586|9839,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0048588,developmental cell growth,-2.5,10,3,116,APP|CTNNB1|EDN1,-1.4,351|1499|1906,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0071248,cellular response to metal ion,-2.5,6.7,4,116,APP|EDN1|PKD2|EIF2AK3,-1.4,351|1906|5311|9451,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0032675,regulation of interleukin-6 production,-2.5,6.7,4,116,APP|IL6|IL10|TNFAIP3,-1.4,351|3569|3586|7128,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0006816,calcium ion transport,-2.5,5.1,5,116,APP|CAV1|EDN1|PKD2|SLC8A1,-1.4,351|857|1906|5311|6546,Metascape session t_e1w6klz,0.2465969639416065,FALSE
WikiPathways,27,WP5473,Cytokine cytokine receptor interaction,-2.5,5.1,5,116,ACVR2B|CSF1R|IL6|IL10|TGFBR1,-1.4,93|1436|3569|3586|7046,Metascape session t_e1w6klz,0.2465969639416065,FALSE
KEGG Pathway,24,hsa04145,Phagocytosis,-2.5,5.1,5,116,ACTB|DCTN1|PIK3CA|PIK3R2|NCF1,-1.4,60|1639|5290|5296|653361,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0072593,reactive oxygen species metabolic process,-2.5,10,3,116,EDN1|GPX1|NCF1,-1.4,1906|2876|653361,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0016049,cell growth,-2.5,10,3,116,APP|CTNNB1|EDN1,-1.4,351|1499|1906,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0048565,digestive tract development,-2.5,10,3,116,CPS1|KCNQ1|NPHP3,-1.4,1373|3784|27031,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0045913,positive regulation of carbohydrate metabolic process,-2.5,10,3,116,APP|MTOR|IRS1,-1.4,351|2475|3667,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0044788,host-mediated perturbation of viral process,-2.5,10,3,116,APOE|CSF1R|SMARCA4,-1.4,348|1436|6597,Metascape session t_e1w6klz,0.2465969639416065,FALSE
Reactome Gene Sets,6,R-HSA-9937848,CHD chromatin remodelers,-2.5,6.6,4,116,CHD4|CTNNB1|ADNP|CHD7,-1.4,1108|1499|23394|55636,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0006066,alcohol metabolic process,-2.5,5.1,5,116,APOA1|APOB|APOE|IDH2|NR0B2,-1.4,335|338|348|3418|8431,Metascape session t_e1w6klz,0.2465969639416065,FALSE
Reactome Gene Sets,6,R-HSA-422356,Regulation of insulin secretion,-2.5,10,3,116,GNA11|GNAQ|SLC2A2,-1.4,2767|2776|6514,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0009408,response to heat,-2.5,10,3,116,MTOR|MAPT|VCP,-1.4,2475|4137|7415,Metascape session t_e1w6klz,0.2465969639416065,FALSE
KEGG Pathway,24,hsa05133,Pertussis,-2.5,10,3,116,IL6|IL10|MAPK1,-1.4,3569|3586|5594,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0098869,cellular oxidant detoxification,-2.5,10,3,116,APOE|GPX1|PTGS2,-1.4,348|2876|5743,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0099537,trans-synaptic signaling,-2.5,4.2,6,116,APOE|DRD3|NR3C1|MET|NOTCH1|MAPK1,-1.4,348|1814|2908|4233|4851|5594,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0072009,nephron epithelium development,-2.5,10,3,116,EDN1|NOTCH1|PKD2,-1.4,1906|4851|5311,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0070664,negative regulation of leukocyte proliferation,-2.5,10,3,116,IL10|PTPN11|TNFAIP3,-1.4,3586|5781|7128,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0043266,regulation of potassium ion transport,-2.5,9.9,3,116,CAV1|DRD3|KCNQ1,-1.4,857|1814|3784,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,-2.5,9.9,3,116,CSF1R|IL6|IL10,-1.4,1436|3569|3586,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:2000278,regulation of DNA biosynthetic process,-2.5,9.9,3,116,CTNNB1|HNRNPA1|VEGFA,-1.4,1499|3178|7422,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0051057,positive regulation of small GTPase mediated signal transduction,-2.5,9.9,3,116,APOA1|HRAS|NOTCH1,-1.4,335|3265|4851,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0002286,T cell activation involved in immune response,-2.5,9.9,3,116,MTOR|IL6|IL10,-1.4,2475|3569|3586,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0032007,negative regulation of TOR signaling,-2.5,9.9,3,116,TSC1|TSC2|TBK1,-1.4,7248|7249|29110,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0051606,detection of stimulus,-2.5,3.2,8,116,CTNNB1|ENG|GNA11|GNAQ|KCNQ1|PKD2|PTK2|PIEZO1,-1.4,1499|2022|2767|2776|3784|5311|5747|9780,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0003073,regulation of systemic arterial blood pressure,-2.4,9.8,3,116,ACE|EDN1|ENG,-1.4,1636|1906|2022,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0050905,neuromuscular process,-2.4,9.8,3,116,DCTN1|DRD3|KCNQ1,-1.4,1639|1814|3784,Metascape session t_e1w6klz,0.2465969639416065,FALSE
Reactome Gene Sets,6,R-HSA-5668914,Diseases of metabolism,-2.4,4.9,5,116,CPS1|GUSB|NOTCH1|ADAMTSL2|B4GALT7,-1.4,1373|2990|4851|9719|11285,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0055123,digestive system development,-2.4,9.7,3,116,CPS1|KCNQ1|NPHP3,-1.4,1373|3784|27031,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0071333,cellular response to glucose stimulus,-2.4,9.7,3,116,GPX1|SMAD4|NCF1,-1.4,2876|4089|653361,Metascape session t_e1w6klz,0.2465969639416065,FALSE
Reactome Gene Sets,6,R-HSA-438064,Post NMDA receptor activation events,-2.4,9.7,3,116,HRAS|MAPT|MAPK1,-1.4,3265|4137|5594,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0043537,negative regulation of blood vessel endothelial cell migration,-2.4,9.7,3,116,APOE|NOTCH1|PPARG,-1.4,348|4851|5468,Metascape session t_e1w6klz,0.2465969639416065,FALSE
Reactome Gene Sets,6,R-HSA-9918487,Dengue Virus Genome Translation and Replication,-2.4,9.7,3,116,APOA1|VCP|ACOT2,-1.4,335|7415|10965,Metascape session t_e1w6klz,0.2465969639416065,FALSE
GO Biological Processes,19,GO:0002218,activation of innate immune response,-2.4,6.3,4,116,NONO|TNFAIP3|MATR3|TBK1,-1.3,4841|7128|9782|29110,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0050848,regulation of calcium-mediated signaling,-2.4,9.6,3,116,APP|EDN1|MAPT,-1.3,351|1906|4137,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0032024,positive regulation of insulin secretion,-2.4,9.6,3,116,SLC2A2|NR0B2|CAPN10,-1.3,6514|8431|11132,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0045444,fat cell differentiation,-2.4,9.6,3,116,PPARG|PTGS2|EHMT1,-1.3,5468|5743|79813,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0043473,pigmentation,-2.4,9.6,3,116,APOE|MAP2K1|ZEB2,-1.3,348|5604|9839,Metascape session t_e1w6klz,0.2725317930340126,FALSE
Reactome Gene Sets,6,R-HSA-381119,Unfolded Protein Response (UPR),-2.4,9.6,3,116,DCTN1|LMNA|EIF2AK3,-1.3,1639|4000|9451,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0032006,regulation of TOR signaling,-2.4,6.3,4,116,PIK3CA|TSC1|TSC2|TBK1,-1.3,5290|7248|7249|29110,Metascape session t_e1w6klz,0.2725317930340126,FALSE
Reactome Gene Sets,6,R-HSA-5628897,TP53 Regulates Metabolic Genes,-2.4,9.4,3,116,MTOR|TSC1|TSC2,-1.3,2475|7248|7249,Metascape session t_e1w6klz,0.2725317930340126,FALSE
Canonical Pathways,11,M195,PID CMYB PATHWAY,-2.4,9.4,3,116,CSF1R|HRAS|PTGS2,-1.3,1436|3265|5743,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,-2.4,6.2,4,116,ACTB|CASP8|IL10|SMARCA4,-1.3,60|841|3586|6597,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,-2.4,6.2,4,116,ACTB|CASP8|IL10|SMARCA4,-1.3,60|841|3586|6597,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0015748,organophosphate ester transport,-2.4,6.2,4,116,APOA1|APOA2|APOE|MTTP,-1.3,335|336|348|4547,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0006006,glucose metabolic process,-2.4,9.3,3,116,FBN1|FBN2|KCNQ1,-1.3,2200|2201|3784,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0071331,cellular response to hexose stimulus,-2.4,9.3,3,116,GPX1|SMAD4|NCF1,-1.3,2876|4089|653361,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0030168,platelet activation,-2.4,9.3,3,116,ACTB|IL6|PIK3CA,-1.3,60|3569|5290,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0007034,vacuolar transport,-2.4,6.1,4,116,DCTN1|GRN|VCP|SQSTM1,-1.3,1639|2896|7415|8878,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,-2.4,4.7,5,116,APP|DRD3|FBN1|GNA11|GNAQ,-1.3,351|1814|2200|2767|2776,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:1905475,regulation of protein localization to membrane,-2.4,6.1,4,116,HRAS|PIK3CA|MAP2K1|SQSTM1,-1.3,3265|5290|5604|8878,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0055117,regulation of cardiac muscle contraction,-2.4,9.2,3,116,CAV1|KCNQ1|SLC8A1,-1.3,857|3784|6546,Metascape session t_e1w6klz,0.2725317930340126,FALSE
Reactome Gene Sets,6,R-HSA-8878159,Transcriptional regulation by RUNX3,-2.4,9.2,3,116,CTNNB1|SMAD4|NOTCH1,-1.3,1499|4089|4851,Metascape session t_e1w6klz,0.2725317930340126,FALSE
KEGG Pathway,24,hsa04911,Insulin secretion,-2.4,9.2,3,116,GNA11|GNAQ|SLC2A2,-1.3,2767|2776|6514,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0071326,cellular response to monosaccharide stimulus,-2.4,9.1,3,116,GPX1|SMAD4|NCF1,-1.3,2876|4089|653361,Metascape session t_e1w6klz,0.2725317930340126,FALSE
Reactome Gene Sets,6,R-HSA-9945266,Differentiation of T cells,-2.4,9.1,3,116,CHD4|NOTCH1|SMARCA4,-1.3,1108|4851|6597,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0002695,negative regulation of leukocyte activation,-2.3,6,4,116,GRN|IL10|PTPN11|TNFAIP3,-1.3,2896|3586|5781|7128,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0060322,head development,-2.3,3.4,7,116,ACTB|CSF1R|CTNNB1|PTPN11|UGP2|ANKRD11|CHD7,-1.3,60|1436|1499|5781|7360|29123|55636,Metascape session t_e1w6klz,0.2725317930340126,FALSE
Reactome Gene Sets,6,R-HSA-418346,Platelet homeostasis,-2.3,9,3,116,APOB|PTPN11|SLC8A1,-1.3,338|5781|6546,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0006874,intracellular calcium ion homeostasis,-2.3,6,4,116,CAV1|DRD3|EDN1|SLC8A1,-1.3,857|1814|1906|6546,Metascape session t_e1w6klz,0.2725317930340126,FALSE
Reactome Gene Sets,6,R-HSA-3371556,Cellular response to heat stress,-2.3,8.9,3,116,MTOR|MAPK1|VCP,-1.3,2475|5594|7415,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,-2.3,5.9,4,116,APP|DRD3|FBN1|GNAQ,-1.3,351|1814|2200|2776,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0015849,organic acid transport,-2.3,4.6,5,116,APOE|ACE|DRD3|GJA1|PPARG,-1.3,348|1636|1814|2697|5468,Metascape session t_e1w6klz,0.2725317930340126,FALSE
GO Biological Processes,19,GO:0046942,carboxylic acid transport,-2.3,4.6,5,116,APOE|ACE|DRD3|GJA1|PPARG,-1.3,348|1636|1814|2697|5468,Metascape session t_e1w6klz,0.2725317930340126,FALSE
