Category,Description,LogP,Log(q-value),#GeneInGOAndHitList,#GeneInHitList,Hits,CategoryID,GO,Enrichment,FDR,Significant_FDR_0_05,GeneID,LogQ,Count,HitListN,GeneRatio,MinusLog10FDR
KEGG Pathway,Regulation of actin cytoskeleton,-8.8,-7,11,116,ACTB|FGFR1|HRAS|LIMK1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|RAF1,24,hsa04810,13,1e-7,TRUE,60|2260|3265|3984|5290|5296|5594|5604|5605|5747|5894,-7,11,116,0.09482758620689655,7
KEGG Pathway,IgSF CAM signaling,-8.8,-6.9,12,116,ACTB|APP|CTNNB1|FGFR1|KDR|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|PTPN11,24,hsa04517,11,1.2589254117941662e-7,TRUE,60|351|1499|2260|3791|5290|5296|5594|5604|5605|5747|5781,-6.9,12,116,0.10344827586206896,6.9
KEGG Pathway,MAPK signaling pathway,-8.8,-6.9,12,116,CSF1R|FGFR1|HRAS|KDR|MAPT|MET|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|VEGFA,24,hsa04010,11,1.2589254117941662e-7,TRUE,1436|2260|3265|3791|4137|4233|5594|5604|5605|5894|7046|7422,-6.9,12,116,0.10344827586206896,6.9
KEGG Pathway,Gap junction,-8.7,-6.9,8,116,GJA1|GNA11|GNAQ|HRAS|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04540,24,1.2589254117941662e-7,TRUE,2697|2767|2776|3265|5594|5604|5605|5894,-6.9,8,116,0.06896551724137931,6.9
KEGG Pathway,Adherens junction,-8.6,-6.7,8,116,ACTB|CTNNB1|CTNND1|FGFR1|SMAD4|MET|MAPK1|TGFBR1,24,hsa04520,23,1.9952623149688787e-7,TRUE,60|1499|1500|2260|4089|4233|5594|7046,-6.7,8,116,0.06896551724137931,6.7
KEGG Pathway,Salmonella infection,-8.5,-6.7,11,116,ACTB|CASP8|CTNNB1|DCTN1|HRAS|IL6|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa05132,12,1.9952623149688787e-7,TRUE,60|841|1499|1639|3265|3569|5290|5594|5604|5605|5894,-6.7,11,116,0.09482758620689655,6.7
KEGG Pathway,Long-term depression,-8.5,-6.7,7,116,GNA11|GNAQ|HRAS|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04730,31,1.9952623149688787e-7,TRUE,2767|2776|3265|5594|5604|5605|5894,-6.7,7,116,0.0603448275862069,6.7
KEGG Pathway,Estrogen signaling pathway,-8.5,-6.7,9,116,ESR1|GNAQ|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04915,17,1.9952623149688787e-7,TRUE,2099|2776|3265|5290|5296|5594|5604|5605|5894,-6.7,9,116,0.07758620689655173,6.7
KEGG Pathway,Osteoclast differentiation,-8.4,-6.6,9,116,CSF1R|PIK3CA|PIK3R2|PPARG|MAPK1|MAP2K1|TGFBR1|SQSTM1|NCF1,24,hsa04380,17,2.5118864315095823e-7,TRUE,1436|5290|5296|5468|5594|5604|7046|8878|653361,-6.6,9,116,0.07758620689655173,6.6
KEGG Pathway,Cadherin signaling,-8.3,-6.5,13,116,ACTB|CTNNB1|CTNND1|FGFR1|GJA1|HRAS|KDR|MET|MAPK1|MAP2K1|MAP2K2|PTK2|RAF1,24,hsa04519,8.5,3.162277660168379e-7,TRUE,60|1499|1500|2260|2697|3265|3791|4233|5594|5604|5605|5747|5894,-6.5,13,116,0.11206896551724138,6.5
KEGG Pathway,Melanogenesis,-8.3,-6.5,8,116,CTNNB1|EDN1|GNAQ|HRAS|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04916,21,3.162277660168379e-7,TRUE,1499|1906|2776|3265|5594|5604|5605|5894,-6.5,8,116,0.06896551724137931,6.5
KEGG Pathway,Thyroid cancer,-8.3,-6.5,6,116,CTNNB1|HRAS|PPARG|MAPK1|MAP2K1|MAP2K2,24,hsa05216,43,3.162277660168379e-7,TRUE,1499|3265|5468|5594|5604|5605,-6.5,6,116,0.05172413793103448,6.5
KEGG Pathway,Toll-like receptor signaling pathway,-8,-6.3,8,116,CASP8|IL6|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|TBK1,24,hsa04620,19,5.011872336272725e-7,TRUE,841|3569|5290|5296|5594|5604|5605|29110,-6.3,8,116,0.06896551724137931,6.3
KEGG Pathway,Efferocytosis,-8,-6.3,9,116,ALOX5|IL10|PPARG|MAPK1|MAP2K1|MAP2K2|PTGS2|PTK2|PTPN11,24,hsa04148,15,5.011872336272725e-7,TRUE,240|3586|5468|5594|5604|5605|5743|5747|5781,-6.3,9,116,0.07758620689655173,6.3
KEGG Pathway,Bladder cancer,-8,-6.2,6,116,HRAS|MAPK1|MAP2K1|MAP2K2|RAF1|VEGFA,24,hsa05219,39,6.30957344480193e-7,TRUE,3265|5594|5604|5605|5894|7422,-6.2,6,116,0.05172413793103448,6.2
KEGG Pathway,Cholinergic synapse,-7.9,-6.1,8,116,GNA11|GNAQ|HRAS|KCNQ1|PIK3CA|PIK3R2|MAPK1|MAP2K1,24,hsa04725,18,7.943282347242822e-7,TRUE,2767|2776|3265|3784|5290|5296|5594|5604,-6.1,8,116,0.06896551724137931,6.1
KEGG Pathway,Serotonergic synapse,-7.9,-6.1,8,116,ALOX5|APP|GNAQ|HRAS|MAPK1|MAP2K1|PTGS2|RAF1,24,hsa04726,18,7.943282347242822e-7,TRUE,240|351|2776|3265|5594|5604|5743|5894,-6.1,8,116,0.06896551724137931,6.1
KEGG Pathway,Leukocyte transendothelial migration,-7.8,-6.1,8,116,ACTB|CTNNB1|CTNND1|PIK3CA|PIK3R2|PTK2|PTPN11|NCF1,24,hsa04670,18,7.943282347242822e-7,TRUE,60|1499|1500|5290|5296|5747|5781|653361,-6.1,8,116,0.06896551724137931,6.1
KEGG Pathway,Amyotrophic lateral sclerosis,-7.8,-6,12,116,ACTB|DCTN1|MTOR|GPX1|HNRNPA1|HNRNPA2B1|VCP|SQSTM1|EIF2AK3|MATR3|SIGMAR1|TBK1,24,hsa05014,8.6,1e-6,TRUE,60|1639|2475|2876|3178|3181|7415|8878|9451|9782|10280|29110,-6,12,116,0.10344827586206896,6
KEGG Pathway,Bacterial invasion of epithelial cells,-7.7,-6,7,116,ACTB|CAV1|CTNNB1|MET|PIK3CA|PIK3R2|PTK2,24,hsa05100,24,1e-6,TRUE,60|857|1499|4233|5290|5296|5747,-6,7,116,0.0603448275862069,6
KEGG Pathway,Type II diabetes mellitus,-7.6,-5.9,6,116,MTOR|IRS1|PIK3CA|PIK3R2|MAPK1|SLC2A2,24,hsa04930,34,1.2589254117941661e-6,TRUE,2475|3667|5290|5296|5594|6514,-5.9,6,116,0.05172413793103448,5.9
KEGG Pathway,Sphingolipid signaling pathway,-7.6,-5.9,8,116,GNAQ|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04071,17,1.2589254117941661e-6,TRUE,2776|3265|5290|5296|5594|5604|5605|5894,-5.9,8,116,0.06896551724137931,5.9
KEGG Pathway,Herpes simplex virus 1 infection,-7.5,-5.8,9,116,CASP8|MTOR|IL6|PIK3CA|PIK3R2|PTPN11|TSC1|TSC2|TBK1,24,hsa05168,13,1.584893192461114e-6,TRUE,841|2475|3569|5290|5296|5781|7248|7249|29110,-5.8,9,116,0.07758620689655173,5.8
KEGG Pathway,Axon guidance,-7.4,-5.7,9,116,HRAS|LIMK1|MET|PIK3CA|PIK3R2|MAPK1|PTK2|PTPN11|RAF1,24,hsa04360,13,1.9952623149688787e-6,TRUE,3265|3984|4233|5290|5296|5594|5747|5781|5894,-5.7,9,116,0.07758620689655173,5.7
KEGG Pathway,Natural killer cell mediated cytotoxicity,-7.4,-5.7,8,116,HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1,24,hsa04650,16,1.9952623149688787e-6,TRUE,3265|5290|5296|5594|5604|5605|5781|5894,-5.7,8,116,0.06896551724137931,5.7
KEGG Pathway,Chemokine signaling pathway,-7.3,-5.6,9,116,GNAQ|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|PTK2|RAF1|NCF1,24,hsa04062,12,2.5118864315095823e-6,TRUE,2776|3265|5290|5296|5594|5604|5747|5894|653361,-5.6,9,116,0.07758620689655173,5.6
KEGG Pathway,B cell receptor signaling pathway,-7.2,-5.6,7,116,HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04662,20,2.5118864315095823e-6,TRUE,3265|5290|5296|5594|5604|5605|5894,-5.6,7,116,0.0603448275862069,5.6
KEGG Pathway,Neutrophil extracellular trap formation,-7.2,-5.6,9,116,ACTB|MTOR|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|NCF1,24,hsa04613,12,2.5118864315095823e-6,TRUE,60|2475|5290|5296|5594|5604|5605|5894|653361,-5.6,9,116,0.07758620689655173,5.6
KEGG Pathway,GnRH signaling pathway,-7.2,-5.5,7,116,GNA11|GNAQ|HRAS|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04912,20,3.162277660168379e-6,TRUE,2767|2776|3265|5594|5604|5605|5894,-5.5,7,116,0.0603448275862069,5.5
KEGG Pathway,Fc gamma R-mediated phagosome formation,-7,-5.4,7,116,LIMK1|PIK3CA|PIK3R2|MAPK1|MAP2K1|RAF1|NCF1,24,hsa04666,19,3.981071705534969e-6,TRUE,3984|5290|5296|5594|5604|5894|653361,-5.4,7,116,0.0603448275862069,5.4
KEGG Pathway,Hypertrophic cardiomyopathy,-7,-5.3,7,116,ACTB|ACTC1|ACE|EDN1|IL6|LMNA|SLC8A1,24,hsa05410,19,5.011872336272725e-6,TRUE,60|70|1636|1906|3569|4000|6546,-5.3,7,116,0.0603448275862069,5.3
KEGG Pathway,Oxytocin signaling pathway,-6.9,-5.2,8,116,ACTB|GNAQ|HRAS|MAPK1|MAP2K1|MAP2K2|PTGS2|RAF1,24,hsa04921,14,6.30957344480193e-6,TRUE,60|2776|3265|5594|5604|5605|5743|5894,-5.2,8,116,0.06896551724137931,5.2
KEGG Pathway,Amoebiasis,-6.9,-5.2,7,116,GNA11|GNAQ|IL6|IL10|PIK3CA|PIK3R2|PTK2,24,hsa05146,18,6.30957344480193e-6,TRUE,2767|2776|3569|3586|5290|5296|5747,-5.2,7,116,0.0603448275862069,5.2
KEGG Pathway,Human T-cell leukemia virus 1 infection,-6.7,-5.1,9,116,HRAS|IL6|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|TGFBR1,24,hsa05166,11,7.943282347242822e-6,TRUE,3265|3569|4089|5290|5296|5594|5604|5605|7046,-5.1,9,116,0.07758620689655173,5.1
KEGG Pathway,Insulin resistance,-6.7,-5.1,7,116,MTOR|IL6|IRS1|PIK3CA|PIK3R2|PTPN11|SLC2A2,24,hsa04931,17,7.943282347242822e-6,TRUE,2475|3569|3667|5290|5296|5781|6514,-5.1,7,116,0.0603448275862069,5.1
KEGG Pathway,Long-term potentiation,-6.7,-5.1,6,116,GNAQ|HRAS|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04720,24,7.943282347242822e-6,TRUE,2776|3265|5594|5604|5605|5894,-5.1,6,116,0.05172413793103448,5.1
KEGG Pathway,cGMP-PKG signaling pathway,-6.6,-5,8,116,GNA11|GNAQ|IRS1|MAPK1|MAP2K1|MAP2K2|RAF1|SLC8A1,24,hsa04022,13,1e-5,TRUE,2767|2776|3667|5594|5604|5605|5894|6546,-5,8,116,0.06896551724137931,5
KEGG Pathway,JAK-STAT signaling pathway,-6.6,-5,8,116,MTOR|HRAS|IL6|IL10|PIK3CA|PIK3R2|PTPN11|RAF1,24,hsa04630,13,1e-5,TRUE,2475|3265|3569|3586|5290|5296|5781|5894,-5,8,116,0.06896551724137931,5
KEGG Pathway,AMPK signaling pathway,-6.4,-4.8,7,116,MTOR|IRS1|PIK3CA|PIK3R2|PPARG|TSC1|TSC2,24,hsa04152,15,1.584893192461114e-5,TRUE,2475|3667|5290|5296|5468|7248|7249,-4.8,7,116,0.0603448275862069,4.8
KEGG Pathway,Vascular smooth muscle contraction,-6.1,-4.5,7,116,EDN1|GNA11|GNAQ|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04270,14,3.1622776601683795e-5,TRUE,1906|2767|2776|5594|5604|5605|5894,-4.5,7,116,0.0603448275862069,4.5
KEGG Pathway,Measles,-6,-4.5,7,116,ADAR|CASP8|IL6|PIK3CA|PIK3R2|TNFAIP3|TBK1,24,hsa05162,14,3.1622776601683795e-5,TRUE,103|841|3569|5290|5296|7128|29110,-4.5,7,116,0.0603448275862069,4.5
KEGG Pathway,IL-17 signaling pathway,-5.8,-4.3,6,116,CASP8|IL6|MAPK1|PTGS2|TNFAIP3|TBK1,24,hsa04657,17,5.011872336272725e-5,TRUE,841|3569|5594|5743|7128|29110,-4.3,6,116,0.05172413793103448,4.3
KEGG Pathway,Hormone signaling,-5.7,-4.2,8,116,DRD3|ESR1|GNA11|GNAQ|IRS1|SMAD4|PIK3CA|PIK3R2,24,hsa04081,9.7,6.309573444801929e-5,TRUE,1814|2099|2767|2776|3667|4089|5290|5296,-4.2,8,116,0.06896551724137931,4.2
KEGG Pathway,Non-alcoholic fatty liver disease,-5.6,-4.1,7,116,CASP8|IL6|IRS1|PIK3CA|PIK3R2|PPARG|EIF2AK3,24,hsa04932,12,7.943282347242822e-5,TRUE,841|3569|3667|5290|5296|5468|9451,-4.1,7,116,0.0603448275862069,4.1
KEGG Pathway,Mitophagy - animal,-5.5,-4,6,116,HRAS|VCP|SQSTM1|EIF2AK3|MFN2|TBK1,24,hsa04137,15,1e-4,TRUE,3265|7415|8878|9451|9927|29110,-4,6,116,0.05172413793103448,4
KEGG Pathway,Thermogenesis,-5.5,-4,8,116,ACTB|FGFR1|MTOR|HRAS|PPARG|SMARCA4|TSC1|TSC2,24,hsa04714,9,1e-4,TRUE,60|2260|2475|3265|5468|6597|7248|7249,-4,8,116,0.06896551724137931,4
KEGG Pathway,Longevity regulating pathway - multiple species,-5.4,-4,5,116,MTOR|HRAS|IRS1|PIK3CA|PIK3R2,24,hsa04213,21,1e-4,TRUE,2475|3265|3667|5290|5296,-4,5,116,0.04310344827586207,4
KEGG Pathway,"Parathyroid hormone synthesis, secretion and action",-5.3,-3.9,6,116,FGFR1|GNA11|GNAQ|MAPK1|MAP2K1|RAF1,24,hsa04928,14,1.2589254117941674e-4,TRUE,2260|2767|2776|5594|5604|5894,-3.9,6,116,0.05172413793103448,3.9
KEGG Pathway,Shigellosis,-5.2,-3.8,8,116,ACTB|MTOR|PIK3CA|PIK3R2|MAPK1|PTK2|SQSTM1|TBK1,24,hsa05131,8.4,1.5848931924611142e-4,TRUE,60|2475|5290|5296|5594|5747|8878|29110,-3.8,8,116,0.06896551724137931,3.8
KEGG Pathway,Prion disease,-5,-3.6,8,116,CAV1|IL6|NOTCH1|PIK3CA|PIK3R2|MAPK1|EIF2AK3|NCF1,24,hsa05020,7.7,2.5118864315095795e-4,TRUE,857|3569|4851|5290|5296|5594|9451|653361,-3.6,8,116,0.06896551724137931,3.6
KEGG Pathway,African trypanosomiasis,-4.9,-3.5,4,116,APOA1|GNAQ|IL6|IL10,24,hsa05143,29,3.1622776601683794e-4,TRUE,335|2776|3569|3586,-3.5,4,116,0.034482758620689655,3.5
KEGG Pathway,Aldosterone-regulated sodium reabsorption,-4.9,-3.5,4,116,IRS1|PIK3CA|PIK3R2|MAPK1,24,hsa04960,28,3.1622776601683794e-4,TRUE,3667|5290|5296|5594,-3.5,4,116,0.034482758620689655,3.5
KEGG Pathway,Diabetic cardiomyopathy,-4.9,-3.5,7,116,ACE|MTOR|IRS1|PIK3CA|PIK3R2|TGFBR1|NCF1,24,hsa05415,9,3.1622776601683794e-4,TRUE,1636|2475|3667|5290|5296|7046|653361,-3.5,7,116,0.0603448275862069,3.5
KEGG Pathway,Arrhythmogenic right ventricular cardiomyopathy,-4.7,-3.4,5,116,ACTB|CTNNB1|GJA1|LMNA|SLC8A1,24,hsa05412,15,3.9810717055349735e-4,TRUE,60|1499|2697|4000|6546,-3.4,5,116,0.04310344827586207,3.4
KEGG Pathway,cAMP signaling pathway,-4.6,-3.3,7,116,EDN1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,24,hsa04024,8.2,5.011872336272725e-4,TRUE,1906|5290|5296|5594|5604|5605|5894,-3.3,7,116,0.0603448275862069,3.3
KEGG Pathway,Cushing syndrome,-4.5,-3.2,6,116,CTNNB1|GNA11|GNAQ|MAPK1|MAP2K1|MAP2K2,24,hsa04934,10,6.30957344480193e-4,TRUE,1499|2767|2776|5594|5604|5605,-3.2,6,116,0.05172413793103448,3.2
KEGG Pathway,Coronavirus disease,-4.4,-3.1,7,116,ADAR|ACE|IL6|PIK3CA|PIK3R2|MAPK1|TBK1,24,hsa05171,7.7,7.943282347242813e-4,TRUE,103|1636|3569|5290|5296|5594|29110,-3.1,7,116,0.0603448275862069,3.1
KEGG Pathway,Cholesterol metabolism,-4.3,-3,4,116,APOA1|APOA2|APOB|APOE,24,hsa04979,20,0.001,TRUE,335|336|338|348,-3,4,116,0.034482758620689655,3
KEGG Pathway,Calcium signaling pathway,-4.3,-3,7,116,FGFR1|GNA11|GNAQ|KDR|MET|SLC8A1|VEGFA,24,hsa04020,7.3,0.001,TRUE,2260|2767|2776|3791|4233|6546|7422,-3,7,116,0.0603448275862069,3
KEGG Pathway,Th17 cell differentiation,-4.2,-2.9,5,116,MTOR|IL6|SMAD4|MAPK1|TGFBR1,24,hsa04659,12,0.0012589254117941675,TRUE,2475|3569|4089|5594|7046,-2.9,5,116,0.04310344827586207,2.9
KEGG Pathway,Progesterone-mediated oocyte maturation,-4.2,-2.9,5,116,PIK3CA|PIK3R2|MAPK1|MAP2K1|RAF1,24,hsa04914,12,0.0012589254117941675,TRUE,5290|5296|5594|5604|5894,-2.9,5,116,0.04310344827586207,2.9
KEGG Pathway,TGF-beta signaling pathway,-4.2,-2.9,5,116,ACVR2B|FBN1|SMAD4|MAPK1|TGFBR1,24,hsa04350,12,0.0012589254117941675,TRUE,93|2200|4089|5594|7046,-2.9,5,116,0.04310344827586207,2.9
KEGG Pathway,Regulation of lipolysis in adipocytes,-4.1,-2.9,4,116,IRS1|PIK3CA|PIK3R2|PTGS2,24,hsa04923,18,0.0012589254117941675,TRUE,3667|5290|5296|5743,-2.9,4,116,0.034482758620689655,2.9
KEGG Pathway,NOD-like receptor signaling pathway,-4.1,-2.8,6,116,CASP8|IL6|MAPK1|TNFAIP3|MFN2|TBK1,24,hsa04621,8.5,0.001584893192461114,TRUE,841|3569|5594|7128|9927|29110,-2.8,6,116,0.05172413793103448,2.8
KEGG Pathway,Transcriptional misregulation in cancer,-3.9,-2.7,6,116,CSF1R|IL6|MET|PPARG|PTK2|NSD2,24,hsa05202,7.9,0.001995262314968879,TRUE,1436|3569|4233|5468|5747|7468,-2.7,6,116,0.05172413793103448,2.7
KEGG Pathway,Platelet activation,-3.9,-2.7,5,116,ACTB|GNAQ|PIK3CA|PIK3R2|MAPK1,24,hsa04611,10,0.001995262314968879,TRUE,60|2776|5290|5296|5594,-2.7,5,116,0.04310344827586207,2.7
KEGG Pathway,Epstein-Barr virus infection,-3.9,-2.6,6,116,CASP8|IL6|PIK3CA|PIK3R2|TNFAIP3|TBK1,24,hsa05169,7.7,0.0025118864315095794,TRUE,841|3569|5290|5296|7128|29110,-2.6,6,116,0.05172413793103448,2.6
KEGG Pathway,Viral carcinogenesis,-3.9,-2.6,6,116,CASP8|CHD4|HRAS|PIK3CA|PIK3R2|MAPK1,24,hsa05203,7.7,0.0025118864315095794,TRUE,841|1108|3265|5290|5296|5594,-2.6,6,116,0.05172413793103448,2.6
KEGG Pathway,Platinum drug resistance,-3.7,-2.5,4,116,CASP8|PIK3CA|PIK3R2|MAPK1,24,hsa01524,14,0.0031622776601683794,TRUE,841|5290|5296|5594,-2.5,4,116,0.034482758620689655,2.5
KEGG Pathway,Leishmaniasis,-3.7,-2.4,4,116,IL10|MAPK1|PTGS2|NCF1,24,hsa05140,14,0.003981071705534973,TRUE,3586|5594|5743|653361,-2.4,4,116,0.034482758620689655,2.4
KEGG Pathway,Cytosolic DNA-sensing pathway,-3.5,-2.4,4,116,ADAR|CASP8|IL6|TBK1,24,hsa04623,13,0.003981071705534973,TRUE,103|841|3569|29110,-2.4,4,116,0.034482758620689655,2.4
KEGG Pathway,Adrenergic signaling in cardiomyocytes,-3.5,-2.3,5,116,ACTC1|GNAQ|KCNQ1|MAPK1|SLC8A1,24,hsa04261,8.6,0.005011872336272725,TRUE,70|2776|3784|5594|6546,-2.3,5,116,0.04310344827586207,2.3
KEGG Pathway,Hippo signaling pathway,-3.5,-2.3,5,116,ACTB|CTNNB1|SMAD4|SERPINE1|TGFBR1,24,hsa04390,8.4,0.005011872336272725,TRUE,60|1499|4089|5054|7046,-2.3,5,116,0.04310344827586207,2.3
KEGG Pathway,Complement and coagulation cascades,-3.4,-2.3,4,116,F5|F12|CFH|SERPINE1,24,hsa04610,12,0.005011872336272725,TRUE,2153|2161|3075|5054,-2.3,4,116,0.034482758620689655,2.3
KEGG Pathway,Small cell lung cancer,-3.4,-2.2,4,116,PIK3CA|PIK3R2|PTGS2|PTK2,24,hsa05222,11,0.00630957344480193,TRUE,5290|5296|5743|5747,-2.2,4,116,0.034482758620689655,2.2
KEGG Pathway,Fat digestion and absorption,-3.2,-2.1,3,116,APOA1|APOB|MTTP,24,hsa04975,18,0.007943282347242814,TRUE,335|338|4547,-2.1,3,116,0.02586206896551724,2.1
KEGG Pathway,Tuberculosis,-3.2,-2,5,116,CASP8|IL6|IL10|MAPK1|RAF1,24,hsa05152,7.3,0.01,TRUE,841|3569|3586|5594|5894,-2,5,116,0.04310344827586207,2
KEGG Pathway,Dilated cardiomyopathy,-3.2,-2,4,116,ACTB|ACTC1|LMNA|SLC8A1,24,hsa05414,10,0.01,TRUE,60|70|4000|6546,-2,4,116,0.034482758620689655,2
KEGG Pathway,Carbohydrate digestion and absorption,-3.1,-2,3,116,PIK3CA|PIK3R2|SLC2A2,24,hsa04973,17,0.01,TRUE,5290|5296|6514,-2,3,116,0.02586206896551724,2
KEGG Pathway,Toxoplasmosis,-3.1,-1.9,4,116,ALOX5|CASP8|IL10|MAPK1,24,hsa05145,9.4,0.012589254117941675,TRUE,240|841|3586|5594,-1.9,4,116,0.034482758620689655,1.9
KEGG Pathway,Malaria,-3,-1.9,3,116,IL6|IL10|MET,24,hsa05144,16,0.012589254117941675,TRUE,3569|3586|4233,-1.9,3,116,0.02586206896551724,1.9
KEGG Pathway,Pathogenic Escherichia coli infection,-3,-1.9,5,116,ACTB|CASP8|IL6|MAPK1|PTPN11,24,hsa05130,6.6,0.012589254117941675,TRUE,60|841|3569|5594|5781,-1.9,5,116,0.04310344827586207,1.9
KEGG Pathway,Ovarian steroidogenesis,-3,-1.9,3,116,ALOX5|PTGS2|ACOT2,24,hsa04913,15,0.012589254117941675,TRUE,240|5743|10965,-1.9,3,116,0.02586206896551724,1.9
KEGG Pathway,Endocrine and other factor-regulated calcium reabsorption,-3,-1.9,3,116,ESR1|GNAQ|SLC8A1,24,hsa04961,15,0.012589254117941675,TRUE,2099|2776|6546,-1.9,3,116,0.02586206896551724,1.9
KEGG Pathway,Huntington disease,-2.9,-1.8,6,116,CASP8|DCTN1|MTOR|GNAQ|GPX1|PPARG,24,hsa05016,5.1,0.015848931924611134,TRUE,841|1639|2475|2776|2876|5468,-1.8,6,116,0.05172413793103448,1.8
KEGG Pathway,Legionellosis,-2.9,-1.8,3,116,CASP8|IL6|VCP,24,hsa05134,14,0.015848931924611134,TRUE,841|3569|7415,-1.8,3,116,0.02586206896551724,1.8
KEGG Pathway,Arachidonic acid metabolism,-2.8,-1.7,3,116,ALOX5|EPHX2|PTGS2,24,hsa00590,13,0.0199526231496888,TRUE,240|2053|5743,-1.7,3,116,0.02586206896551724,1.7
KEGG Pathway,Cytoskeleton in muscle cells,-2.7,-1.6,5,116,ACTB|ACTC1|FBN1|FBN2|LMNA,24,hsa04820,5.7,0.025118864315095794,TRUE,60|70|2200|2201|4000,-1.6,5,116,0.04310344827586207,1.6
KEGG Pathway,Spinocerebellar ataxia,-2.7,-1.6,4,116,MTOR|GNAQ|PIK3CA|PIK3R2,24,hsa05017,7.3,0.025118864315095794,TRUE,2475|2776|5290|5296,-1.6,4,116,0.034482758620689655,1.6
KEGG Pathway,Alcoholic liver disease,-2.7,-1.6,4,116,CASP8|CTNNB1|IL6|TBK1,24,hsa04936,7.3,0.025118864315095794,TRUE,841|1499|3569|29110,-1.6,4,116,0.034482758620689655,1.6
KEGG Pathway,Renin secretion,-2.6,-1.6,3,116,ACE|EDN1|GNAQ,24,hsa04924,11,0.025118864315095794,TRUE,1636|1906|2776,-1.6,3,116,0.02586206896551724,1.6
KEGG Pathway,Viral myocarditis,-2.6,-1.5,3,116,ACTB|CASP8|CAV1,24,hsa05416,11,0.03162277660168379,TRUE,60|841|857,-1.5,3,116,0.02586206896551724,1.5
KEGG Pathway,Adipocytokine signaling pathway,-2.6,-1.5,3,116,MTOR|IRS1|PTPN11,24,hsa04920,11,0.03162277660168379,TRUE,2475|3667|5781,-1.5,3,116,0.02586206896551724,1.5
KEGG Pathway,RIG-I-like receptor signaling pathway,-2.6,-1.5,3,116,ADAR|CASP8|TBK1,24,hsa04622,11,0.03162277660168379,TRUE,103|841|29110,-1.5,3,116,0.02586206896551724,1.5
KEGG Pathway,p53 signaling pathway,-2.5,-1.5,3,116,CASP8|SERPINE1|TSC2,24,hsa04115,11,0.03162277660168379,TRUE,841|5054|7249,-1.5,3,116,0.02586206896551724,1.5
KEGG Pathway,Gastric acid secretion,-2.5,-1.4,3,116,ACTB|GNAQ|KCNQ1,24,hsa04971,10,0.039810717055349734,TRUE,60|2776|3784,-1.4,3,116,0.02586206896551724,1.4
KEGG Pathway,PPAR signaling pathway,-2.5,-1.4,3,116,APOA1|APOA2|PPARG,24,hsa03320,10,0.039810717055349734,TRUE,335|336|5468,-1.4,3,116,0.02586206896551724,1.4
KEGG Pathway,Phagocytosis,-2.5,-1.4,5,116,ACTB|DCTN1|PIK3CA|PIK3R2|NCF1,24,hsa04145,5.1,0.039810717055349734,TRUE,60|1639|5290|5296|653361,-1.4,5,116,0.04310344827586207,1.4
KEGG Pathway,Pertussis,-2.5,-1.4,3,116,IL6|IL10|MAPK1,24,hsa05133,10,0.039810717055349734,TRUE,3569|3586|5594,-1.4,3,116,0.02586206896551724,1.4
