exposure,module_rds,outcome,outcome_label,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,covariates_used,status,error,method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,p_fdr_bh
Sb_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9093920933906559,0.7575693858289578,1.0916412344415354,0.08944017965507348,30,0.2967431429981624,0.5862782214250606
IPM3_Cys_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,1039,261,778,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8764210754006102,0.6748471904899012,1.1382041923427948,0.1226209529041648,15,0.2990412404584202,0.5862782214250606
OXY_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,2173,534,1639,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.844330139240744,0.6046285993057472,1.1790599797112802,0.1635086411900146,30,0.3089958135505693,0.5889575995512831
Ethylbenzene_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3064,737,2327,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7956548370031239,0.5064529134721854,1.2500009434366417,0.22119189518701335,30,0.3096548981338665,0.5889575995512831
X4FPBA_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,2183,536,1647,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1781731892385623,0.8505746102175752,1.6319462715745703,0.15953221080528968,30,0.3122661098292038,0.5889575995512831
DPCP_binary_U,BFR_urine.rds,DM,Diabetes,binary_above_detection_threshold,1039,234,805,15,2,2013-2014,WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6673236055098032,0.2880071760088683,1.546214232026257,0.3942339142721763,15,0.32115813625978235,0.5981570287838446
EO_ln_S,gas_serum.rds,DM,Diabetes,natural_log_transformed,2115,489,1626,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9117949325643654,0.7529046053607791,1.104216912913791,0.09375662678549526,30,0.33255407174269436,0.6117352677735982
X2_HPMA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2178,497,1681,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9377022152415478,0.8191885635656555,1.0733614744835656,0.06616068131829221,30,0.3387144603469101,0.6148358656364721
MECPP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.082456414780351,0.9150494773890105,1.28049020173475,0.082266231228125,30,0.3431829067375445,0.6148358656364721
GLYP_ln_U,GYLP_urine.rds,DM,Diabetes,natural_log_transformed,1923,480,1443,30,4,2013-2014|2015-2016,WTSSCH2Y|WTSSGL2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9269800503340273,0.7883840842852892,1.0899408433597038,0.07929728300680763,30,0.34661887727156815,0.6148358656364721
Ba_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8882443098338111,0.6880845999517059,1.1466292865841188,0.12502496061759766,30,0.3507648176098699,0.6148700920455367
NDMA_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,882,245,637,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7836375298605981,0.45215758101232256,1.3581277943657526,0.2580008664019605,15,0.35963741140877825,0.6164404326236311
MDA_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,1025,285,740,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6905074397476177,0.2967500864213434,1.606740978905126,0.39622632600906293,15,0.36477765531633743,0.6164404326236311
HIBP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2017,538,1479,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9087062163254769,0.7339906491799242,1.125010228006526,0.10455292481775492,30,0.36715466838405664,0.6164404326236311
MBzP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0781158161000037,0.9112658195090719,1.2755155389797936,0.08232767271725425,30,0.36820938592955144,0.6164404326236311
Perchlorate_ln_U,PERNT_urine.rds,DM,Diabetes,natural_log_transformed,2199,499,1700,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9153818063303015,0.7464936762760791,1.122479503832572,0.09986625756515814,30,0.3830231419614263,0.6341160905805835
Sm_PFOS_ln_S,PFC_serum.rds,DM,Diabetes,natural_log_transformed,985,277,708,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8631248611138799,0.6049402158704105,1.2315010745333617,0.16675493332139482,15,0.39132121548769516,0.6407347374468855
HEMA_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,2181,496,1685,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1783279181605444,0.794612570561674,1.7473379281366368,0.1929208953357437,30,0.40173574137744295,0.6493103595749958
MnBP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.926984340781437,0.7706063879642925,1.115095827746775,0.0904673373703972,30,0.40861520557877684,0.6493103595749958
X14_DCB_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3101,738,2363,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1192372251315195,0.8500489203250315,1.4736704396273033,0.1347071891801656,30,0.40963203892650746,0.6493103595749958
Cs_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8693805379267376,0.6143458708186637,1.2302882718469181,0.1700178908666241,30,0.41683894160389656,0.6537789715682167
o_Xylene_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3122,747,2375,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8661303761349844,0.6012351612028998,1.2477344587812031,0.17874662350298845,30,0.4276982589224778,0.6638233393692624
X34_MHA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2195,497,1698,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0887860328979915,0.8741440500971899,1.356132350614231,0.10751427581582866,30,0.43504874013559913,0.6679141593752659
FA_ln_S,gas_serum.rds,DM,Diabetes,natural_log_transformed,1949,454,1495,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7337922272576671,0.3275761153486814,1.6437432631821312,0.3949059174613583,30,0.4392992457635977,0.6679141593752659
Co_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9172821970642191,0.7213839593402434,1.1663783456184509,0.1176354461653477,30,0.4686688990393193,0.7053703632005917
TCC_binary_U,PCCP_urine.rds,DM,Diabetes,binary_above_detection_threshold,2116,558,1558,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8982475305820746,0.6558104652672873,1.2303076405893425,0.15403128685214784,30,0.4913701353754423,0.7247426284194243
DCVDMPCA_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,2154,529,1625,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8986797932339462,0.6550270501982965,1.2329649142314287,0.15485213846017645,30,0.4955757781387359,0.7247426284194243
X2_NP_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2170,489,1681,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9410847755333219,0.7849909419550726,1.1282175467335402,0.08880355168036698,30,0.49936230667812576,0.7247426284194243
PFBA_binary_U,PFC_urine.rds,DM,Diabetes,binary_above_detection_threshold,998,257,741,15,2,2013-2014,WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7557670060326422,0.3180421915755873,1.7959370880256116,0.4060847161561882,15,0.5009965820617497,0.7247426284194243
BMA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2190,497,1693,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.041145464824443,0.9201048704174238,1.1781090544958581,0.060515501251017616,30,0.5103108103510243,0.7311183725221406
BPS_ln_U,PCCP_urine.rds,DM,Diabetes,natural_log_transformed,2113,557,1556,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0417103371659335,0.9166633810466011,1.1838156175927745,0.06261597380656657,30,0.5189765937103508,0.7344264044723366
PGA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2162,490,1672,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.927368863871784,0.73097541320994,1.176527957215769,0.1165229312894883,30,0.5224778447924006,0.7344264044723366
Hg_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2212,501,1711,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9344212638745802,0.7495258021232195,1.1649273392691373,0.10796141578380151,30,0.5345873140600115,0.7444253251863712
As_III_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2210,500,1710,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9206625044881916,0.6904211995300925,1.2276845608845262,0.14091737765845186,30,0.561862649220007,0.7549093232086777
MeA_a_C_binary_U,AA_urine.rds,DM,Diabetes,binary_above_detection_threshold,1142,232,910,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8201122787047471,0.39070737376967635,1.7214524087246537,0.34787705041838624,15,0.5770702040375884,0.7549093232086777
X1_PY_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2203,498,1705,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9422619028901045,0.7580716372520195,1.1712052661098493,0.10650164447131438,30,0.5807059524556302,0.7549093232086777
MCOCH_binary_U,Phthalates_urine.rds,DM,Diabetes,binary_above_detection_threshold,1021,282,739,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8664385946849471,0.5029706942034055,1.492563775606438,0.2551593752155566,15,0.5825097213280997,0.7549093232086777
Benzene_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3049,729,2320,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9155883660193557,0.6595915041672493,1.2709412578750099,0.16057905019605104,30,0.5869400925498824,0.7549093232086777
X1_PH_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2204,499,1705,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.063839629967214,0.84407317464857,1.3408254074180062,0.11330552074690824,30,0.588984703259079,0.7549093232086777
TBPPP_binary_U,BFR_urine.rds,DM,Diabetes,binary_above_detection_threshold,891,248,643,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8402759130383,0.4252428464764124,1.6603773958405976,0.3195336704148603,15,0.594018676802571,0.7549093232086777
IHg_binary_S,HM_serum.rds,DM,Diabetes,binary_above_detection_threshold,3221,770,2451,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9174048395117854,0.6615849089644571,1.272144554924938,0.1600719447823913,30,0.5941727012613349,0.7549093232086777
MeFOSAA_binary_S,PFC_serum.rds,DM,Diabetes,binary_above_detection_threshold,2043,547,1496,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9095110369320485,0.6343535736004259,1.3040209131418294,0.17642143969713678,30,0.5948036614276777,0.7549093232086777
MEOHP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9513833684685267,0.786285247782345,1.1511475210190811,0.0933261695255694,30,0.5972620016223545,0.7549093232086777
IPPPP_binary_U,BFR_urine.rds,DM,Diabetes,binary_above_detection_threshold,890,248,642,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8550042373608577,0.45509831523285116,1.6063171878168547,0.29585169077603424,15,0.6042182237265314,0.7549093232086777
BuP_binary_U,PCCP_urine.rds,DM,Diabetes,binary_above_detection_threshold,2116,558,1558,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9060487334960694,0.6164123717391882,1.3317777921192906,0.18860212256942396,30,0.6047310956601504,0.7549093232086777
PPDA_binary_U,AA_urine.rds,DM,Diabetes,binary_above_detection_threshold,928,231,697,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1372751716720417,0.6738988095930201,1.919271554853728,0.24551860286643185,15,0.6079806629868545,0.7549093232086777
MCOP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9677913590673126,0.8480971465705349,1.104378335044261,0.06464433118041374,30,0.6162467622981884,0.7562544161407291
IPM1_Cys_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,1039,261,778,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0885462984316865,0.7622189436337405,1.5545835664754972,0.16719352923542752,15,0.6192150252964359,0.7562544161407291
BDCPP_ln_U,BFR_urine.rds,DM,Diabetes,natural_log_transformed,1919,475,1444,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0285131087057455,0.9081949528393564,1.1647710785799419,0.06091762769582487,30,0.6477608063224534,0.7824804306958362
Tl_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0653556968647042,0.8001334913223811,1.4184917556272925,0.14017984293158986,30,0.6547873217077536,0.7824804306958362
TTCA_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,1160,237,923,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0962209439636343,0.7120595984908417,1.687640136487785,0.2024267595933904,15,0.6564433143421444,0.7824804306958362
X1_NP_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2136,477,1659,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9672219820362181,0.8254439101634616,1.1333518256241188,0.07761291178395809,30,0.6706979581690229,0.7931269505332096
DEA_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,2157,527,1630,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.018159134468658,0.9313798214818522,1.113023923422165,0.043620203425415775,30,0.6828580040945085,0.7981818353544511
BCETP_ln_U,BFR_urine.rds,DM,Diabetes,natural_log_transformed,1925,479,1446,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.973318725514901,0.8502782362393011,1.1141639301835904,0.06617528692534581,30,0.6856864088950989,0.7981818353544511
GAM_Cys_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,2198,496,1702,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0675855804849128,0.7609846887704558,1.49771603618046,0.16576714440781304,30,0.6959827759352847,0.8038870822818405
AsB_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2210,500,1710,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0542106257158324,0.7856438613653437,1.4145850276749723,0.14397880934847498,30,0.7164410384235842,0.8211516517316465
o_TLD_ln_U,AA_urine.rds,DM,Diabetes,natural_log_transformed,1066,213,853,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9531322849141458,0.6961248468389849,1.3050261841261204,0.14742299751799287,15,0.749221451349533,0.852167910313591
Mn_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2209,499,1710,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.04289722448598,0.7930684727788755,1.3714258707442233,0.13409001650271601,30,0.7562642506396525,0.8536619192826381
X25_DCP_ln_U,PCCP_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9865102958337616,0.8970514238883978,1.0848904955387395,0.046546469683486746,30,0.7724599747725335,0.8653874905346428
X3_FL_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2202,498,1704,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9692587595266674,0.7721344041695216,1.216708565045258,0.11133332367073881,30,0.7810556382169087,0.8684872395098463
X23_OH_PH_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2204,499,1705,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9684282785476823,0.7528588884016821,1.2457225984033846,0.12329237175587968,30,0.7964860114453098,0.879084560780379
DHB_Cys_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2077,468,1609,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.963815139470238,0.68596976919954,1.3541990693788393,0.1665135093041089,30,0.8263289389271414,0.9053162639716477
X2_FL_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2203,498,1705,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.974796994433458,0.7491157021151053,1.2684678450519198,0.1289425368431087,30,0.8444082092747336,0.9177029146984788
PFHpA_binary_S,PFC_serum.rds,DM,Diabetes,binary_above_detection_threshold,1058,270,788,15,2,2013-2014,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9210858835367988,0.37064645908022953,2.2889715632414074,0.4270824126843974,15,0.8499530350898663,0.9177029146984788
Chloroform_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3046,723,2323,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0257380170205304,0.7585776280192941,1.386988543688569,0.14773861855794518,30,0.8645855738502208,0.9205579411413263
MHNCH_binary_U,Phthalates_urine.rds,DM,Diabetes,binary_above_detection_threshold,2115,558,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.022915733911501,0.7810680439883024,1.339648455390367,0.13208331726467032,30,0.8649537701999039,0.9205579411413263
MiBP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9830671954346385,0.7910437994612489,1.2217036672279333,0.10641290105710911,30,0.8735738709953287,0.9231383459454183
BDCM_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3106,745,2361,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0157983815743774,0.7274624468801022,1.418418718979166,0.16347857298814114,30,0.9242508042870657,0.9698124636533295
CYHA_Cys_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,1040,261,779,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9696740548976699,0.32307894183581215,2.910334444575254,0.5156412433543807,15,0.9531652172281619,0.9826135633811502
DBCM_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3130,747,2383,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0070959494649663,0.7644905942181399,1.3266902942946317,0.13495576836684467,30,0.9585619735462265,0.9826135633811502
CEMA_CEM_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2187,497,1690,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0056016346154601,0.7919762039223589,1.2768497873206575,0.11693343669205783,30,0.9622155184138281,0.9826135633811502
MMA_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2210,500,1710,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9928506121557827,0.726883025877533,1.3561361360282949,0.15268023911453607,30,0.9628293976754895,0.9826135633811502
PMA_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,2162,490,1672,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9983049883694182,0.7553818531764618,1.3193497376358725,0.13653195054578113,30,0.9901685680420669,0.9985834796196225
Total_As_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2207,499,1708,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9996182749850915,0.8548545092563772,1.168896794559098,0.07660201789643972,30,0.9960562164943949,0.9985834796196225
