exposure,module_rds,outcome,outcome_label,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,covariates_used,status,error,method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,p_fdr_bh
o_TLD_ln_U,AA_urine.rds,Hypertension,Hypertension,natural_log_transformed,1078,395,683,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0253636149103322,0.7331412518732326,1.4340627267878476,0.15738781549518271,15,0.8756785774298432,0.9943201584699202
DETP_binary_U,pesticides_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,1035,415,620,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0262152809405716,0.7156393859485322,1.4715760807939589,0.16911328760909042,15,0.8804227334834878,0.9943201584699202
BCETP_ln_U,BFR_urine.rds,Hypertension,Hypertension,natural_log_transformed,1942,766,1176,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9904222165944734,0.8601689407241939,1.140399426998654,0.0690419735755796,30,0.8900714516170845,0.9943201584699202
OXY_binary_U,pesticides_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2196,856,1340,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0199501843095313,0.7548194948968469,1.3782081484464224,0.14739973806458548,30,0.8942856737167286,0.9943201584699202
TBPPP_binary_U,BFR_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,900,355,545,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9656361596309405,0.548206964816606,1.7009145316107552,0.2656099598639522,15,0.8970089416096321,0.9943201584699202
DMTP_ln_U,pesticides_urine.rds,Hypertension,Hypertension,natural_log_transformed,1039,416,623,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9908850380616969,0.8503898093277036,1.1545918682054277,0.07173694463381544,15,0.9001265824435276,0.9943201584699202
Cd_ln_U,HM_urine.rds,Hypertension,Hypertension,natural_log_transformed,2233,843,1390,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9895901892786054,0.8355476273261622,1.1720322225679587,0.08285062832417925,30,0.9003339426018888,0.9943201584699202
IHg_binary_S,HM_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,3254,1276,1978,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0228627255721876,0.6980999313339012,1.4987082914702992,0.18704571324582897,30,0.904612218686594,0.9943201584699202
MB3_Cys_ln_U,VOC_urine.rds,Hypertension,Hypertension,natural_log_transformed,2162,814,1348,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.989076812471082,0.8022393262800913,1.219427805296103,0.1025157145882508,30,0.915393134205899,0.9943201584699202
PFHpA_binary_S,PFC_serum.rds,Hypertension,Hypertension,binary_above_detection_threshold,1077,437,640,15,2,2013-2014,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0415997864746218,0.46472546356384664,2.3345613706293578,0.3786466528583557,15,0.9157072923399484,0.9943201584699202
EtP_binary_U,PCCP_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2147,869,1278,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9855234891039285,0.7389203956627711,1.3144264974637994,0.14101094297001104,30,0.9183236806471111,0.9943201584699202
Hg_binary_U,HM_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,2237,843,1394,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0168132138163861,0.7064748185031955,1.463476241067085,0.17830194755351783,30,0.9261182731092972,0.9943201584699202
Norharman_ln_U,AA_urine.rds,Hypertension,Hypertension,natural_log_transformed,1139,423,716,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0089464696476258,0.816079519170984,1.247394346629992,0.0995332806873664,15,0.9298807536542723,0.9943201584699202
MHBP_ln_U,Phthalates_urine.rds,Hypertension,Hypertension,natural_log_transformed,2044,831,1213,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0091004556665022,0.7927857565426596,1.2844374677808035,0.11813387456935646,30,0.9393819503762825,0.9943201584699202
PFNA_ln_S,PFC_serum.rds,Hypertension,Hypertension,natural_log_transformed,2074,836,1238,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0053339030093247,0.8235440352880214,1.2272522333143816,0.09766472880688722,30,0.956922405730884,0.9943201584699202
Co_ln_U,HM_urine.rds,Hypertension,Hypertension,natural_log_transformed,2233,843,1390,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9964544978667864,0.8430198583050206,1.1778151564724963,0.08187593271982023,30,0.9656858374627589,0.9943201584699202
X3_HPMA_ln_U,VOC_urine.rds,Hypertension,Hypertension,natural_log_transformed,2148,808,1340,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9960284857646107,0.8187873160883102,1.2116366789779915,0.09594777323842575,30,0.9671921307911405,0.9943201584699202
X2_AN_ln_U,AA_urine.rds,Hypertension,Hypertension,natural_log_transformed,1116,412,704,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9955743055014222,0.7897453057488292,1.2550479129911671,0.10866279565258267,15,0.9679784838444119,0.9943201584699202
DPCP_binary_U,BFR_urine.rds,Hypertension,Hypertension,binary_above_detection_threshold,1047,412,635,15,2,2013-2014,WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0142199978664344,0.44686556942695943,2.3019052584231883,0.3845351689892109,15,0.9711930791332843,0.9943201584699202
X2_NP_ln_U,PAH_urine.rds,Hypertension,Hypertension,natural_log_transformed,2194,817,1377,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0023466418768814,0.8484436307595461,1.1841668132771905,0.08162256843008436,30,0.977281093351729,0.9943201584699202
Harman_ln_U,AA_urine.rds,Hypertension,Hypertension,natural_log_transformed,1155,430,725,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9972783699483752,0.7108931083980234,1.3990347288752158,0.1588157977146207,15,0.9865348413376147,0.9943201584699202
X1_AN_ln_U,AA_urine.rds,Hypertension,Hypertension,natural_log_transformed,1109,407,702,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0007588882310914,0.862639646108592,1.1609927237768705,0.06967879459361422,15,0.9914569990889672,0.9943201584699202
BMA_ln_U,VOC_urine.rds,Hypertension,Hypertension,natural_log_transformed,2212,834,1378,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.000501597972756,0.8674723629293787,1.153931226311046,0.06985997276593225,30,0.9943201584699202,0.9943201584699202
