exposure,outcome,estimate_same_sample_unweighted,estimate_survey_weighted,conf_low_same_sample_unweighted,conf_low_survey_weighted,conf_high_same_sample_unweighted,conf_high_survey_weighted,p_value_same_sample_unweighted,p_value_survey_weighted,p_fdr_bh_same_sample_unweighted,p_fdr_bh_survey_weighted,direction_consistent
BMA_ln_U,CVD,1.141958038899759,1.128205415860281,0.947932377849739,0.9209497573886363,1.3756974580464187,1.3821030410884123,0.16236551946276734,0.23432901373143905,0.5238879772929297,0.6523768969746595,TRUE
BDCM_binary_S,CVD,0.7350887514551369,0.662212051766541,0.4759367595190718,0.3842594314917114,1.1353514132043396,1.14122065866407,0.16525325458233353,0.13244607787647317,0.5238879772929297,0.5980508664995314,TRUE
BDCPP_ln_U,CVD,0.8879556212653474,0.840387202064401,0.7470358780116062,0.6586404624453882,1.0554582564834714,1.072285548281498,0.17772636785902307,0.15540682188864272,0.5516922668957174,0.6258274719299396,TRUE
X2_HPMA_ln_U,CVD,1.1303302164158313,1.3999938474546483,0.942336744434501,0.9875592945549084,1.3558278457128186,1.9846735114717646,0.18682831563587504,0.05824948065512557,0.5577720755169837,0.4037891353104139,TRUE
X25_DMF_binary_S,CVD,1.5739823045910242,1.2707110241470778,0.8021705676955875,0.7816472895634362,3.0883959034829838,2.0657738195327937,0.18717183742180662,0.32203610797440113,0.5577720755169837,0.7739254852933188,TRUE
DPHP_ln_U,CVD,1.1253730835235762,1.0755363988736153,0.940627575444935,0.8948138170546155,1.3464038373745315,1.2927589217494388,0.19671353677639297,0.42521027824916713,0.5747120976408343,0.8665324003372114,TRUE
MCNP_ln_U,CVD,1.1257720513385396,1.0604821559033513,0.9285780273122608,0.8578812210553323,1.364842451897472,1.3109302026753227,0.22790607064709661,0.5758244603012475,0.6428823028584596,0.8845138616998544,TRUE
DPCP_binary_U,CVD,1.61227057651685,1.4493960756300932,0.740783981971243,0.39997222626893,3.5090073154455497,5.252237145684789,0.2286762553791836,0.5481394254177612,0.6428823028584596,0.8845138616998544,TRUE
BPS_ln_U,CVD,0.91702774203681,0.8532000746472291,0.7935637726371876,0.7429731518135515,1.0597004407982251,0.9797801785988572,0.24038837038297783,0.02590327222837342,0.6632938367974758,0.2942663328076152,TRUE
DETP_binary_U,CVD,0.7358619181387793,0.7190454131192495,0.43784832977671073,0.3778381588820064,1.2367130938766588,1.368380334208892,0.2469054988405078,0.29182396154152634,0.663438023367821,0.7318322239421191,TRUE
MDA_binary_U,CVD,0.6443325247300107,0.4823178907287714,0.30501486243667625,0.21299487318018398,1.361128435212371,1.0921884843690872,0.24934583428589246,0.07662377312557417,0.663438023367821,0.47570592482127294,TRUE
Sm_PFOS_ln_S,CVD,0.8419349263677999,1.0071434801272134,0.6252864167055496,0.5376241990603339,1.1336475594219657,1.8867044886290962,0.2569922272550761,0.9810356113661751,0.6677657960058193,0.9943830346500687,FALSE
Furan_binary_S,CVD,1.351895683276998,1.344710521718312,0.7974320850611448,0.8549052759449663,2.291884127439949,2.1151423884022664,0.26292850626633996,0.19177774999999284,0.6677657960058193,0.6309365786777807,TRUE
DEA_ln_U,CVD,0.9450375293097443,0.9195025824562743,0.8550983389930753,0.802356048318036,1.0444365180916322,1.053752883045042,0.26790943802238765,0.2182219210787574,0.6677657960058193,0.6309365786777807,TRUE
Perchlorate_ln_U,CVD,0.8802904193294683,0.7779082794542561,0.7022006683551888,0.5762749035261856,1.1035466886956644,1.0500913497024842,0.2688989782573769,0.09767270022329122,0.6677657960058193,0.501835597698979,TRUE
CYHA_Cys_binary_U,CVD,1.6164538959104617,1.3000469296298955,0.6615751494254334,0.7548183027458226,3.9495485885063677,2.239111072283113,0.29207020736128775,0.3199147784666152,0.70280270122912,0.7739254852933188,TRUE
BCPP_binary_U,CVD,1.2152243858544858,1.2874055347546913,0.8453788544424474,0.6808350400503137,1.7468739609643846,2.4343826528002,0.29244139245775463,0.4243942529261968,0.70280270122912,0.8665324003372114,TRUE
TBPPP_binary_U,CVD,0.6322576916029338,0.7363250537456023,0.258432217745317,0.2941087958119853,1.5468264447779527,1.8434490654269982,0.31520658940917495,0.488058305262399,0.7454886003486836,0.8820965225416805,TRUE
X26_DMA_binary_U,CVD,1.338215364163236,1.0055038561153113,0.7459807585046578,0.47540765021353504,2.400625405502815,2.1266759258262686,0.32851960282985493,0.9877449575431311,0.7506332162027618,0.9944189099589631,TRUE
CMAC_ln_U,CVD,1.1262586624100184,0.9679211595160994,0.8868080055640665,0.7066519472445115,1.4303643705232263,1.325788989462474,0.3295813940548804,0.8338117833983864,0.7506332162027618,0.9568297563098194,FALSE
Se_ln_S,CVD,0.5774890618553489,0.336522193359564,0.19022872673539193,0.053390451400014666,1.7531191123749692,2.1211131139359636,0.33249525013008235,0.2364318955478632,0.7506332162027618,0.6523768969746595,TRUE
Thiocyanate_ln_U,CVD,1.0866713427821086,1.0280684332504133,0.9120571168838304,0.7865195747622897,1.2947156327867102,1.3437996171492546,0.35236867179874987,0.8342454426837169,0.7776399863080211,0.9568297563098194,TRUE
DMTP_ln_U,CVD,1.0824452833326457,1.2133836768567725,0.9151966977006464,1.0500113706260923,1.2802578881161366,1.4021752415734023,0.35489610113386194,0.012148476491421478,0.7776399863080211,0.2942663328076152,TRUE
Sb_ln_U,CVD,1.1227489437865994,1.1710270347630127,0.871294836616063,0.8913286485199027,1.4467722495288857,1.5384946040082703,0.3708015669508662,0.24671788074703047,0.8007164271837545,0.6683811678419552,TRUE
DEP_ln_U,CVD,1.1141848207054494,0.8852713199457173,0.8680541197194926,0.6094226146295669,1.4301041680345794,1.2859800261839678,0.3959119096859462,0.4972893147214843,0.8092101841311092,0.8820965225416805,FALSE
DMA_ln_U,CVD,1.1133456059387643,1.274535656502734,0.8592495269957448,0.9646744445590749,1.4425826250926674,1.683926788834279,0.41661604474370395,0.08544471446771386,0.8092101841311092,0.501835597698979,TRUE
m_p_Xylene_binary_S,CVD,0.8709302086419195,0.9366447566795321,0.623655715379306,0.6433168758120272,1.2162470568616977,1.3637189279511486,0.41734871496395864,0.724466407532845,0.8092101841311092,0.9548280976492394,TRUE
X2_MHA_ln_U,CVD,0.9339883249932693,0.9372978518941157,0.7865187591151194,0.696935160967835,1.1091079279598635,1.260558101194538,0.4360500868215113,0.6585780441636547,0.8092101841311092,0.934553605527472,TRUE
IPPPP_binary_U,CVD,0.7409341963015139,0.7718618830424175,0.34747372351171707,0.23803001472310337,1.5799280524026686,2.5029228653656874,0.43768854572517124,0.6456934829121321,0.8092101841311092,0.9250800860952663,TRUE
A_a_C_binary_U,CVD,1.2702066066219682,0.8260838738649676,0.6932200503891084,0.4055740410900331,2.327435310909531,1.6825893610588922,0.43887345250251986,0.5755015201387466,0.8092101841311092,0.8845138616998544,FALSE
MeFOSAA_binary_S,CVD,1.1459585102343435,1.4256322717521372,0.8113867680059323,0.8188017822981452,1.6184894294072525,2.482197056968672,0.4392677253469195,0.2014742532514834,0.8092101841311092,0.6309365786777807,TRUE
PhIP_binary_U,CVD,0.8180571076230376,0.9245698199746375,0.48819016269338694,0.3623257348036702,1.3708130201568185,2.3592841189465372,0.4457813947586926,0.8607628989279533,0.8092101841311092,0.9643133228591356,TRUE
Harman_ln_U,CVD,1.1110126667728473,0.9681876744948181,0.8465225545973192,0.701810416325135,1.4581408835785592,1.335670362306807,0.4479309214427978,0.8333071397805758,0.8092101841311092,0.9568297563098194,FALSE
MeP_ln_U,CVD,0.9602546415382595,0.911473468186022,0.8646317787548843,0.7637543819042767,1.066452794418022,1.0877631642985186,0.4485674988762505,0.2928762393832634,0.8092101841311092,0.7318322239421191,TRUE
W_ln_U,CVD,1.0752489890542414,1.0406730650108422,0.8910237846373003,0.8034491101331345,1.2975640026632893,1.3479390475142896,0.4492668565751383,0.7551535559812513,0.8092101841311092,0.9568297563098194,TRUE
BPA_ln_U,CVD,1.0719007018874798,0.9872632548159095,0.8954410005194736,0.7546980194856201,1.2831343595393971,1.291495020715733,0.4493042566458205,0.9230111840349153,0.8092101841311092,0.9850263642790837,FALSE
TCPY_ln_U,CVD,0.9161902381535687,0.9737095447906023,0.7296894765048604,0.746311577693842,1.1503585833641958,1.2703947063853047,0.45099706947715285,0.8392860900919937,0.8092101841311092,0.9568297563098194,TRUE
PHE_Cys_binary_U,CVD,0.8705648833595523,0.851981140201844,0.6046568979573187,0.5189518762266476,1.2534103533742007,1.3987267346204102,0.4560428015278049,0.5143453033119014,0.8092101841311092,0.8845138616998544,TRUE
MHNCH_binary_U,CVD,1.1480422749042898,1.0245408165737655,0.7984444322028242,0.6085678888589249,1.6507110724426872,1.7248427070212544,0.4561990299799542,0.9249023139277235,0.8092101841311092,0.9850263642790837,TRUE
PMA_binary_U,CVD,0.8768447841586485,0.6534030533195554,0.6174488020583921,0.4191616206555178,1.2452154299159466,1.0185463769789858,0.46268779084704276,0.05961987232771212,0.8110644804259926,0.4037891353104139,TRUE
HEMA_binary_U,CVD,0.8747050097879827,0.9378651057726645,0.6016509486880103,0.5736227288298631,1.2716822865760107,1.5333962767135372,0.4832080939398292,0.791693670118239,0.8219194118987619,0.9568297563098194,TRUE
