exposure,outcome,estimate_same_sample_unweighted,estimate_survey_weighted,conf_low_same_sample_unweighted,conf_low_survey_weighted,conf_high_same_sample_unweighted,conf_high_survey_weighted,p_value_same_sample_unweighted,p_value_survey_weighted,p_fdr_bh_same_sample_unweighted,p_fdr_bh_survey_weighted,direction_consistent
MBzP_ln_U,CVD,1.1525740705384746,1.0184063248876283,0.9779778331311842,0.8550014380691778,1.3583405912426605,1.213040582613862,0.09021458780118442,0.8327803421280986,0.42006167444926495,0.9568297563098194,TRUE
EO_ln_S,CVD,1.2367673446018441,1.286799751587087,0.9589982256642371,0.9993628589437904,1.5949909225473742,1.6569092856168703,0.1015520978158933,0.05054427834334512,0.45361546696756927,0.4037891353104139,TRUE
MCOCH_binary_U,CVD,1.5053187089240936,1.8508934381515472,0.9152222666671976,0.7827170609971705,2.475884272012451,4.376813397970431,0.10717442593899386,0.14813015241932564,0.45361546696756927,0.6130942419577645,TRUE
X2_NP_ln_U,CVD,1.1812024547339386,1.1903172450164752,0.9639594292314629,0.9251038299362337,1.4474045242566547,1.531563374763321,0.10827746028767915,0.1683749902664481,0.45361546696756927,0.6309365786777807,TRUE
OXY_binary_U,CVD,1.3603949996296425,1.5847789659288367,0.9296504905534526,0.9186385456432588,1.9907207857391278,2.7339636277637656,0.11309514733294716,0.09491823885069743,0.45361546696756927,0.501835597698979,TRUE
Co_ln_U,CVD,1.2263325552723334,1.5536196232287942,0.9507577572863564,1.140529422664408,1.581782030801582,2.1163276332168794,0.11615491664608657,0.006732113214145686,0.45361546696756927,0.2942663328076152,TRUE
MEOHP_ln_U,CVD,1.1814513976576215,1.0123912082250013,0.9590753589244351,0.8235588574983287,1.455388663715135,1.244520593955676,0.11706293198079723,0.9038434021819527,0.45361546696756927,0.9850263642790837,TRUE
TTCA_binary_U,CVD,1.4965013638228895,1.5209305915469649,0.9018397409753922,0.8014368430732489,2.483275276272036,2.8863532844745676,0.11873156517943087,0.1833170480376697,0.45361546696756927,0.6309365786777807,TRUE
PMM_Cys_ln_U,CVD,1.1751036770051935,1.1347532687000375,0.9550363822882474,0.8329776226493159,1.4458806777628654,1.5458578307661541,0.12722866411632452,0.41027774021983743,0.4739267738333089,0.8665324003372114,TRUE
X1_PH_ln_U,CVD,1.1996310377690123,1.268693084411632,0.9464946836383625,0.9231036763074245,1.5204677338986672,1.7436634516206342,0.1322698509524033,0.1368879802756305,0.4806879949245876,0.5980508664995314,TRUE
FA_ln_S,CVD,0.47479688699992983,0.5716512201168927,0.17831066489656322,0.15237909848388156,1.2642658476743145,2.144553424403538,0.13604478609335022,0.3945466061003463,0.48263507447402815,0.8665324003372114,TRUE
CEMA_AAM_ln_U,CVD,1.1988482920175088,1.1456145022837279,0.9307756000948109,0.789502515465508,1.5441286032067212,1.6623539027851664,0.1601876612248292,0.4616363831970812,0.5238879772929297,0.8665324003372114,TRUE
PFDA_ln_S,CVD,0.8607370533686778,0.8111322022668448,0.6981689205144449,0.5968198755183752,1.06115905946642,1.1024020421283787,0.1602734738934355,0.1737568325268178,0.5238879772929297,0.6309365786777807,TRUE
X23_OH_PH_ln_U,CVD,1.1758703591179687,1.245025071782135,0.9371485328879513,0.9263885692762726,1.4754023006271273,1.6732583721073904,0.1617244350233757,0.14048174716431946,0.5238879772929297,0.5980508664995314,TRUE
